"Speaker","Word","Iter","Vowel","Phonation","Tone","Duration","h1c","h2c","h4c","a1c","a2c","a3c","h1h2c","h2h4c","h1a1c","h1a2c","h1a3c","h42Kc","h2Kh5Kc","cpp","energy","hnr05","hnr15","hnr25","hnr35","shr","soe","f0","f1","f2"
"f3","bahl",1,"a","breathy","F",146,6.016,1.74325,-9.354,-27.84525,-25.138,-24.3875,4.2725,11.0975,33.86125,31.15375,30.40325,13.8585,6.91025,22.042,-0.719535453373082,30.26725,30.619,33.94525,36.59225,0.046,0.08175,191.046,956.93525,1837.324
"f3","bahl",2,"a","breathy","F",148,4.4405,0.94325,-16.697,-30.34775,-30.41525,-24.7025,3.4975,17.64,34.7885,34.856,29.14275,10.3925,7.0105,21.713,-0.837137006678074,45.78175,43.972,44.15175,44.10725,0,0.08025,200.68075,968.37625,1793.61975
"f3","bahl",3,"a","breathy","F",135,2.8105,-0.235,-17.7975,-32.15175,-35.8445,-27.80925,3.0455,17.5625,34.9625,38.655,30.61975,10.825,7.3055,21.147,-1.03621217265444,43.90375,43.922,44.827,45.284,0,0.065,203.37125,1023.152,1739.17125
"f3","bgah",1,"a","breathy","L",173,-0.227,-3.42225,2.5955,-13.96275,-7.9695,-7.0495,3.19525,-6.01775,13.73575,7.7425,6.8225,8.5365,30.795,18.814,-0.981923936354205,32.7135,34.91275,37.0255,39.95775,0,0.0675,203.843,315.13125,1596.19575
"f3","bgah",2,"a","breathy","L",165,-0.0795,-2.71525,-3.82775,-13.4515,-12.47825,4.02375,2.6355,1.1125,13.37175,12.398,-4.10375,-13.347,45.63625,19.29225,-1.02571864112217,30.17875,33.48325,37.43475,40.26975,0,0.084,201.277,285.483,1029.6155
"f3","bgah",3,"a","breathy","L",131,0.18575,1.74225,3.25925,-9.93725,-9.411,3.377,-1.55625,-1.517,10.12325,9.59675,-3.191,-2.23375,41.3355,17.297,-0.97571962395292,28.40725,31.52275,34.9035,38.37125,0,0.08775,199.07225,260.189,1095.564
"f3","cha7",3,"a","checked","L",203,-5.763,-4.5595,-2.0055,-6.09175,-12.41175,-3.4435,-1.20325,-2.554,0.329,6.649,-2.31925,0.91875,29.297,14.99975,-1.32330639037513,23.386,32.5555,34.84775,37.358,0,0.0635,204.5155,218.86775,1610.01325
"f3","dam",1,"a","modal","H",141,4.08525,-1.16475,8.37875,-12.858,-4.109,-2.20125,5.25,-9.5435,16.94325,8.19425,6.2865,7.5955,34.889,25.58925,-0.664040893851752,39.9255,40.93225,43.139,44.992,0,0.0855,195.6135,324.475,1622.7795
"f3","dam",2,"a","modal","H",142,2.1375,-9.7005,-2.88625,-18.228,-19.5595,-14.69125,11.83775,-6.814,20.3655,21.697,16.829,7.7235,25.654,21.615,-1.04696554274964,45.055,46.7315,48.23975,48.49425,0,0.09475,218.25725,349.665,1748.85825
"f3","dam",3,"a","modal","H",121,-0.424,-2.392,-4.3865,-17.566,-14.0285,-6.6095,1.96775,1.9945,17.142,13.6045,6.185,2.4155,30.54725,21.501,-1.04939177521577,40.74025,44.358,46.89175,47.91425,0.18975,0.0825,211.2955,353.29425,1551.71
"f3","kandadw",1,"a","modal","M",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.02113501565234,0,0,0,0,0,0.1,226.67575,693.62525,1806.54975
"f3","kandadw",2,"a","modal","H",140,4.65825,-7.0525,-12.718,-21.8385,-26.97075,-21.26075,11.71075,5.6655,26.49675,31.62925,25.919,8.951,15.29125,22.85075,-0.945004138470859,46.44375,46.322,47.6925,48.3125,0,0.10775,225.23225,755.311,1747.57075
"f3","kandadw",3,"a","modal","M",41,0,0,0,0,0,0,0,0,0,0,0,0,0,16.557,-1.36401388819917,31.235,39.616,41.836,43.278,0,0.0975,241.7845,276.56225,1900.95775
"f3","kandadw",4,"a","modal","H",116,5.7955,-7.3175,-16.59125,-20.59525,-28.351,-25.2185,13.113,9.27375,26.391,34.1465,31.01425,5.27125,13.27275,19.27775,-0.896196279044043,40.03,41.077,42.21075,43.53425,0,0.11875,228.43475,718.78625,1779.715
"f3","kandadw",6,"a","modal","H",119,3.49725,-9.09675,-15.6615,-21.197,-22.67525,-23.13975,12.59375,6.56475,24.694,26.1725,26.63725,4.987,17.42575,22.82575,-0.980883709552927,44.54425,48.40075,48.5145,48.94275,0,0.09025,231.20075,691.2285,1807.307
"f3","gwanhax",1,"a","modal","L",46,4.82675,0.1875,-0.37725,-19.15975,-8.52625,-8.067,4.63925,0.56475,23.9865,13.353,12.89375,-1.2345,34.6205,24.429,-0.635449004646028,38.77775,41.2475,45.70225,48.16825,0,0.108,224.17775,353.0755,1531.90725
"f3","gwanhax",2,"a","modal","F",140,-2.60325,-4.951,2.45625,-20.08025,-12.52725,-14.1275,2.34775,-7.407,17.47725,9.92375,11.52425,12.3705,28.22325,21.3005,-1.05799194697769,40.788,43.0235,42.50125,44.0445,0,0.05275,240.4095,356.51775,1626.4415
"f3","gwanhax",3,"a","modal","L",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.859334860023264,0,0,0,0,0,0.11025,226.35425,319.5935,1591.7755
"f3","gwanhax",4,"a","modal","F",168,-4.7805,-11.15675,-1.069,-22.8375,-15.14175,-17.6265,6.37625,-10.088,18.05675,10.3615,12.846,12.2885,26.53525,22.0375,-1.35163998901907,41.72675,44.295,44.676,46.36625,0.2555,0.035,238.1125,442.572,1605.498
"f3","gwanhax",5,"a","modal","L",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.950781977329818,0,0,0,0,0,0.11075,218.34,608.821,1543.32875
"f3","gwanhax",6,"a","modal","F",142,3.87525,-6.63025,-12.07625,-20.95725,-22.77825,-24.64925,10.5055,5.44625,24.8325,26.6535,28.52425,6.91225,17.4825,21.474,-0.876148359032914,39.77725,45.80275,45.3785,46.59925,0,0.0685,231.2175,621.3595,1772.65675
"f3","player",1,"a","modal","M",85,-2.49675,1.292,-4.99575,-15.26275,-16.03225,-10.834,-3.78875,6.28775,12.7665,13.5355,8.338,12.201,17.6305,17.64125,-1.18708664335714,34.028,42.73175,44.696,44.1215,0,0.084,224.321,295.57975,2138.97025
"f3","player",2,"a","modal","M",82,-3.13275,1.8625,-1.183,-4.866,-12.22875,-10.2605,-4.995,3.04475,1.733,9.096,7.12775,14.368,20.77675,17.654,-1.21824462534753,35.04425,44.383,46.18425,46.30475,0,0.0905,219.73375,247.1635,2163.12025
"f3","player",3,"a","modal","M",70,4.50075,-11.713,-28.846,-37.3805,-34.172,-31.24425,16.2135,17.133,41.881,38.67275,35.745,6.63325,1.9725,15.911,-1.23657200643706,28.486,42.12075,44.82825,45.4695,0,0.09775,219.3625,732.15075,2183.88975
"f3","shchag",1,"a","modal","F",130,-1.0135,-8.4,-7.94025,-21.428,-16.02,-14.184,7.3865,-0.45975,20.4145,15.0065,13.17025,7.6605,13.32875,21.56,-1.01322826573376,39.67675,40.3995,40.44575,40.97675,0.14325,0.05075,240.757,640.26225,1730.91825
"f3","shchag",2,"a","modal","F",135,-0.12875,-11.3415,-11.104,-23.90175,-19.3735,-17.82,11.213,-0.23775,23.7735,19.245,17.6915,8.3135,12.42175,21.34,-1.20238626984692,49.6645,50.319,48.44575,47.29,0,0.06325,233.32975,582.32075,1693.98075
"f3","shchag",3,"a","modal","F",127,-4.9315,-12.701,-6.633,-25.14525,-20.73375,-5.0875,7.76975,-6.068,20.214,15.8025,0.156,-12.29625,41.5695,20.497,-1.28191370521691,39.40675,41.21275,41.31775,41.88325,0.08625,0.05075,239.34075,402.42425,768.99125
"f3","xa7ag",1,"a","rearticulated","L",74,-1.79325,-11.48475,0.57325,-21.95175,-12.49575,-12.64425,9.6915,-12.05825,20.159,10.70275,10.851,11.14975,29.22825,21.21775,-1.25963731050576,38.789,40.8025,42.55,43.26475,0,0.07725,210.81475,426.86475,1672.09325
"f3","xa7ag",2,"a","rearticulated","L",123,2.18475,-10.64025,-27.24,-34.28725,-36.12925,-27.20675,12.82475,16.59975,36.472,38.314,29.3915,0.17875,10.90025,19.9195,-1.36906388093581,42.8855,46.78925,47.81725,47.15525,0,0.0955,217.8835,831.87275,1696.80425
"f3","xa7ag",3,"a","rearticulated","L",97,-10.43575,-12.84825,-6.51775,-24.631,-18.1625,-10.6635,2.413,-6.33,14.19525,7.727,0.22775,3.287,27.30725,15.14175,-1.42596873227228,16.17275,22.1255,27.49675,30.783,0.09525,0.029,180.47375,298.80075,1571.63425
"f3","xkal",1,"a","modal","L",124,3.09475,-3.6435,-4.3805,-16.3715,-18.06725,-11.29,6.738,0.73725,19.466,21.162,14.385,6.72575,16.427,22.79975,-0.730487055782084,37.43125,39.733,40.81,40.8945,0.14825,0.0725,205.738,525.31275,1644.79675
"f3","xkal",2,"a","modal","L",107,2.723,-6.1255,-5.3605,-19.44525,-17.13775,-9.677,8.8485,-0.76475,22.16825,19.861,12.40025,4.4905,23.281,23.3955,-0.8290052979637,42.577,42.93825,43.13825,43.1285,0.2645,0.09225,210.0745,486.6565,1661.1195
"f3","xkal",3,"a","modal","L",124,2.02875,-9.7835,0.28775,-13.161,-13.305,-10.08875,11.81225,-10.071,15.18975,15.33375,12.1175,9.81075,25.9,23.116,-0.856204796154234,44.2275,46.41225,47.16225,47.18775,0.215,0.0795,205.9995,386.9815,1703.513
"f3","xmanh",1,"a","modal","F",95,-0.0785,-0.458,7.04275,-21.42475,-11.88025,-7.76575,0.38,-7.50075,21.34675,11.80175,7.68725,9.3415,30.52625,23.44275,-0.836391436568948,49.0575,49.26325,50.17725,49.40425,0.3915,0.10575,244.59375,356.9655,1531.56125
"f3","xmanh",2,"a","modal","F",86,-1.248,-8.73925,-2.20175,-13.9575,-10.85875,-7.5125,7.49175,-6.53775,12.70975,9.61125,6.26475,2.35825,30.76075,23.84175,-0.872895201635192,48.414,49.126,51.167,51.96875,0.701,0.06775,234.2565,429.998,1422.9895
"f3","xmanh",3,"a","modal","F",60,-9.36825,-16.37925,-8.601,-17.1025,-12.2905,-6.72,7.011,-7.778,7.734,2.922,-2.6485,-3.07575,32.36,24.316,-1.1627272974977,56.77575,55.952,56.5135,56.397,0.62025,0.0405,236.451,468.4945,1378.845
"f3","ya7a",1,"a","rearticulated","L",168,-1.501,-8.3415,-15.2495,-25.914,-26.429,-23.134,6.8405,6.908,24.4125,24.92775,21.633,4.01325,12.22675,21.07725,-1.25766771764285,33.84075,37.36925,38.9625,40.78175,0,0.06075,204.84325,761.91325,1714.19825
"f3","ya7a",2,"a","rearticulated","L",128,-4.59825,-13.175,-14.2685,-26.65425,-25.37975,-21.5525,8.5765,1.09325,22.05575,20.78125,16.954,2.265,19.2805,19.165,-1.68824613894425,31.621,35.0445,37.499,39.8075,0.00075,0.05325,189.88275,509.38275,1712.41675
"f3","ya7a",3,"a","rearticulated","L",110,-7.07825,-11.82875,-13.47425,-25.709,-25.2515,-23.2795,4.75075,1.6455,18.63075,18.17325,16.20125,8.01625,15.50375,17.46875,-1.66756154008439,25.0355,30.45575,33.68225,36.8915,0.29975,0.03925,186.66525,541.15125,1848.95825
"f3","yag",1,"a","modal","L",153,0.47475,-3.5955,1.49425,-13.116,-14.67025,-12.9355,4.07025,-5.0895,13.59075,15.14525,13.41025,16.15,17.43,17.166,-1.06173051653709,34.905,39.24975,40.31,41.3545,0,0.08775,202.1595,287.59475,1812.246
"f3","yag",2,"a","modal","L",121,-3.44325,-1.17825,3.10575,-4.50675,-15.853,-11.976,-2.26425,-4.2845,1.0635,12.41,8.533,20.69775,18.5155,15.5415,-1.27572413039921,32.61375,38.27075,41.19375,42.51775,0,0.105,216.672,238.9185,1916.08725
"f3","yag",3,"a","modal","L",126,-2.013,0.00875000000000004,1.22525,-2.15925,-14.07125,-7.137,-2.02175,-1.2165,0.14575,12.05825,5.124,15.0985,20.924,16.485,-1.08618614761628,35.71375,41.82975,43.17625,44.1055,0,0.11075,223.3295,231.37075,1840.93625
"f3","yah",1,"a","breathy","L",196,-0.692,-3.3815,8.34275,-19.232,-10.97775,-3.864,2.68975,-11.724,18.54025,10.28575,3.17225,19.732,21.52825,20.04275,-1.15027355580367,31.01875,35.85275,37.696,38.14975,0.30325,0.0705,192.1055,281.33075,1855.03175
"f3","yah",2,"a","breathy","L",150,-0.5085,-12.9065,-5.87975,-17.11175,-21.2415,-16.709,12.398,-7.027,16.60325,20.733,16.2005,13.625,15.521,18.36475,-1.16430942850757,32.304,39.344,41.61375,41.18225,0.24675,0.05875,211.66725,408.47,2186.1495
"f3","za7a",1,"a","rearticulated","F",133,-6.997,-10.23125,-24.15175,-34.9755,-31.00775,-23.336,3.234,13.92075,27.97825,24.0105,16.3385,-1.03225,13.50525,18.2785,-1.44369749923271,25.136,24.35625,27.95925,31.72875,0.36875,0.02875,212.972,914.19825,1577.2035
"f3","za7a",2,"a","rearticulated","F",152,-5.77,-8.57575,-13.993,-28.77625,-25.6,-20.9115,2.806,5.417,23.006,19.83,15.1415,4.5635,18.7855,19.09375,-1.33960890159753,27.6175,26.398,30.499,34.60475,0.1525,0.0505,202.159,802.58425,1675.40075
"f3","za7a",3,"a","rearticulated","F",148,-6.09025,-11.10525,-21.446,-33.03025,-25.91975,-18.9315,5.01475,10.34075,26.93975,19.8295,12.841,-3.16125,19.70375,19.4515,-1.47495519296315,27.4865,25.9695,29.76325,33.656,0.23075,0.03975,212.1065,705.60275,1512.712
"f3","zah",1,"a","breathy","L",199,0.788,1.625,5.22575,-5.8805,-4.8855,-3.37425,-0.83675,-3.6005,6.66875,5.674,4.16225,-5.2245,45.0925,20.1905,-0.848476932435056,28.554,32.3975,35.62375,37.03125,0,0.071,197.65725,243.1025,1047.57375
"f3","zah",2,"a","breathy","L",203,-0.29575,2.65125,7.4885,-6.72775,-5.4005,-6.3265,-2.947,-4.8375,6.4315,5.10475,6.03025,-4.84125,46.86425,19.8205,-0.816018781085408,32.75575,37.11725,39.98025,40.47025,0,0.063,193.5765,235.2935,1114.08775
"f3","zah",3,"a","breathy","L",173,-2.8205,-3.7765,6.85,-15.2035,-15.466,-5.539,0.95625,-10.62675,12.383,12.6455,2.71825,20.691,25.37175,15.82425,-1.33254704711005,24.22225,29.429,33.64375,35.9635,0,0.05725,189.702,343.3815,1828.63375
"f3","zahg",1,"a","breathy","L",161,6.02275,-2.737,-15.2535,-29.4875,-28.13625,-23.993,8.76025,12.51625,35.51075,34.15875,30.01575,10.176,8.85425,18.08225,-0.963570734373325,32.42175,33.5635,35.88725,37.517,0,0.09475,193.215,889.4495,1746.5455
"f3","zahg",2,"a","breathy","L",155,-7.18,-3.80175,2.75475,-9.3035,-12.04,-6.35375,-3.378,-6.55675,2.1235,4.86,-0.8265,12.83175,26.687,14.6675,-1.4089353929735,30.262,34.2,35.3885,37.28425,0,0.076,232.7495,254.99625,1969.071
"f3","zahg",3,"a","breathy","L",158,-0.18575,-0.658,6.07875,-14.93025,-12.08275,-5.18375,0.472,-6.73725,14.74425,11.89675,4.998,14.44075,26.6055,17.875,-1.03976712687149,34.14325,35.4595,37.664,38.7165,0,0.06925,206.3465,296.29725,1760.61425
"f5","bgah",2,"a","breathy","L",218,0.3555,-6.64475,1.17725,-12.19025,-13.81625,7.01225,7.00025,-7.822,12.5455,14.172,-6.65675,0.3945,39.596,18.4745,-1.36401388819917,34.12175,35.7615,40.397,42.20375,0.38225,0.04875,140.793,297.1495,1466.3225
"f5","biah",1,"a","breathy","L",164,3.59,0.01425,-11.7775,-34.07525,-35.07075,-8.24325,3.57575,11.79125,37.665,38.66075,11.8335,13.65075,11.73975,18.3945,-1.21112488422458,23.165,26.84675,32.71775,37.819,0.1245,0.04475,145.069,949.82675,1670.49075
"f5","biah",2,"a","breathy","L",210,2.097,-5.1485,-13.397,-38.9465,-38.55875,-36.92925,7.24575,8.248,41.0435,40.656,39.02625,21.245,4.63175,17.30625,-1.431798275933,28.06025,33.06475,37.35425,41.01425,0.24575,0.0515,149.416,883.81325,1768.9635
"f5","biah",3,"a","breathy","L",149,1.55925,0.9235,-15.0195,-38.366,-39.1825,-15.15875,0.636,15.943,39.9255,40.74175,16.7185,16.37875,5.89825,20.65475,-1.44977164694491,39.594,45.9715,47.38725,49.21825,0.6615,0.02775,145.3445,851.8965,1790.48475
"f5","da7abep",1,"a","rearticulated","L",101,4.493,6.2075,-7.189,-27.69475,-26.144,-14.19325,-1.7145,13.3965,32.188,30.63725,18.6865,15.18375,11.83125,22.48625,-0.826085660198593,40.2855,41.022,41.4345,42.4665,0.64,0.05725,158.94525,946.5405,1794.63325
"f5","da7abep",2,"a","rearticulated","L",88,2.93125,-6.2575,9.7065,-8.704,-6.911,1.35725,9.18875,-15.96375,11.6355,9.84225,1.57425,14.53675,30.57225,21.01375,-0.97469413473523,32.2595,34.8675,36.532,38.88025,0.51275,0.068,147.24725,270.83,1771.256
"f5","da7abep",3,"a","rearticulated","L",67,2.485,2.72875,8.54075,-10.6315,-7.942,14.6855,-0.24325,-5.812,13.117,10.427,-12.2005,-12.84925,58.3105,20.632,-0.985059650207063,36.83175,41.5805,42.8325,42.29625,0,0.0695,151.26475,211.486,866.24375
"f5","dam",1,"a","modal","H",120,4.61825,-3.59775,8.649,-6.00275,-5.23625,8.9,8.216,-12.2465,10.621,9.855,-4.282,3.717,38.06575,23.1575,-0.814599516809547,36.68325,38.32775,40.557,40.775,0.823,0.065,147.909,272.33325,1619.65275
"f5","dam",2,"a","modal","H",128,6.445,-0.54325,8.71925,-5.822,-11.13775,12.78025,6.98825,-9.26225,12.26675,17.58275,-6.33575,-2.5115,45.47175,21.2885,-0.71331903064507,35.9875,38.6645,41.9715,43.36525,0.8265,0.06475,148.81925,274.3105,1213.729
"f5","dam",3,"a","modal","H",120,2.56375,-5.65425,7.71125,-7.479,-8.715,0.30525,8.21825,-13.3655,10.04275,11.27875,2.25825,11.83125,31.49575,19.9695,-1.01547268665621,41.1745,43.2195,45.53725,46.07625,0.625,0.049,141.44075,298.9215,1544.4795
"f5","duah",1,"a","breathy","H",145,0.94825,-8.575,-0.03425,-13.59275,-7.09375,-10.35,9.52375,-8.54075,14.541,8.04225,11.2985,-10.38875,43.79225,23.386,-0.91721462968355,43.511,41.49675,46.2415,48.28025,0.39425,0.04775,161.446,355.4965,1083.8515
"f5","duah",2,"a","breathy","H",139,2.718,3.7125,-7.20575,-34.91325,-36.954,-23.87975,-0.99475,10.9185,37.631,39.672,26.5975,15.471,14.76725,23.42475,-0.985059650207063,44.967,46.09675,51.146,52.00925,0.5065,0.029,148.87725,969.93,1445.8025
"f5","duah",3,"a","breathy","H",118,3.67525,1.10775,-8.71825,-36.9795,-35.43025,-13.739,2.56775,9.826,40.65475,39.10575,17.414,13.773,15.503,21.615,-1.21112488422458,44.0565,43.309,46.74325,48.561,0.47275,0.055,150.537,952.32725,1429.43525
"f5","gwanhax",1,"a","modal","L",47,1.28825,-2.09775,4.15275,-18.92125,-16.15275,-0.44925,3.38525,-6.25025,20.20875,17.44075,1.73675,9.365,29.5525,0,-0.84163750790475,0,0,0,0,0.76325,0.02475,167.88025,409.11775,1621.94425
"f5","gwanhax",2,"a","modal","F",156,1.8785,-2.80375,-0.93175,-11.44325,-10.42075,-9.129,4.682,-1.8715,13.32175,12.299,11.0075,-11.13325,42.9465,20.861,-0.579219380451435,27.0975,30.254,33.8915,36.7815,0.6225,0.029,160.13975,376.3725,1211.12425
"f5","gwanhax",4,"a","modal","F",130,0.84375,-6.12575,-1.11925,-7.49125,-8.98025,1.08775,6.969,-5.00625,8.335,9.824,-0.24425,2.51775,33.66275,21.4815,-0.869666231504994,38.38075,40.959,43.1085,45.89775,0.72525,0.03425,154.83175,322.61775,1627.18875
"f5","gwanhax",5,"a","modal","L",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.18708664335714,0,0,0,0,0,0.073,152.91775,1081.585,1910.78375
"f5","gwanhax",6,"a","modal","F",173,0.7355,-9.3835,0.21325,-10.4965,-9.6945,-4.76425,10.119,-9.59675,11.23225,10.43,5.49975,0.0365,27.027,18.15875,-1.13816700234206,29.22525,32.336,33.1645,34.282,0.77925,0.05375,147.2285,300.823,1527.8945
"f5","kampanh",1,"a","modal","R",62,0.7985,-5.85525,-2.06275,-6.37225,-7.3835,9.89075,6.6535,-3.792,7.1705,8.182,-9.092,-8.64125,40.6635,20.87425,-0.792500276692695,40.182,41.9485,44.91575,45.77775,0.5785,0.03475,161.62575,314.9875,1138.18475
"f5","kampanh",2,"a","modal","L",113,0.92175,-1.2135,-3.8675,-16.50025,-8.91475,-4.9835,2.135,2.654,17.422,9.8365,5.90525,-16.995,41.10275,21.453,-0.522878745280338,29.92325,27.995,33.7665,36.6475,0.4915,0.035,163.6165,398.01775,1119.798
"f5","kampanh",3,"a","modal","R",44,2.712,-2.891,-0.046,-8.666,-10.171,10.893,5.602,-2.844,11.378,12.883,-8.181,-4.449,40.319,0,-1.01999662841625,0,0,0,0,0.76625,0.0805,160.3495,280.20025,1254.10575
"f5","kampanh",4,"a","modal","L",99,0.46875,0.28575,-8.129,-21.439,-15.217,5.461,0.183,8.415,21.90775,15.686,-4.992,-10.65325,38.52225,22.72425,-0.850011543508524,38.83225,38.2555,44.1135,44.87825,0.8375,0.05225,162.41825,468.984,1225.951
"f5","kampanh",5,"a","modal","R",58,1.93525,-9.31175,1.443,-10.539,-13.4565,11.547,11.2465,-10.7545,12.47425,15.39125,-9.61175,-0.21275,36.2625,17.6095,-1.12784372725171,31.35825,34.0885,39.76925,42.1165,0.71925,0.064,155.6265,299.142,1283.00925
"f5","kandadw",1,"a","modal","M",53,3.01325,3.197,-0.2845,-24.245,-15.81525,-4.9905,-0.18325,3.48125,27.25825,18.8285,8.00375,17.75675,7.98225,23.56125,-0.775985188627136,34.64975,41.758,42.51475,44.537,0.60125,0.04125,164.093,498.3515,1930.53
"f5","kandadw",2,"a","modal","H",129,1.42575,1.65125,2.245,-20.21925,-5.1285,3.33175,-0.2255,-0.594,21.64475,6.55425,-1.90625,4.53725,25.82,23.45725,-0.580870692258024,38.7425,39.20525,40.3315,41.22225,0.62025,0.0415,166.8475,504.762,1669.422
"f5","kandadw",3,"a","modal","M",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00108709564121,0,0,0,0,0.832,0.069,153.1925,602.61025,1865.98425
"f5","kandadw",4,"a","modal","H",133,-0.9475,0.00225000000000003,-1.5495,-23.1685,-13.42725,-6.97525,-0.94975,1.55175,22.22075,12.47925,6.02775,6.731,26.04475,23.03075,-0.933674074637962,40.94725,40.801,42.443,43.45575,0.66525,0.01525,158.85275,596.4895,1673.14
"f5","kandadw",5,"a","modal","M",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.950781977329818,0,0,0,0,0.911,0.047,156.053,285.09625,1886.10675
"f5","kandadw",6,"a","modal","H",125,-0.789,-3.31825,3.059,-22.186,-12.673,-2.50025,2.52925,-6.3775,21.397,11.88425,1.7115,11.9965,22.04625,22.15625,-0.98401189461587,38.54975,38.15375,41.2105,42.01075,0.7415,0.02975,155.9285,409.64875,1610.76025
"f5","shchag",1,"a","modal","F",117,5.35325,0.5165,-5.5055,-18.47,-13.0955,-0.762,4.837,6.022,23.824,18.449,6.11525,0.23925,23.33775,23.44825,-0.579219380451435,40.251,41.07,42.071,41.05425,0.278,0.05925,181.46775,579.50575,1583.94425
"f5","shchag",2,"a","modal","F",152,2.0165,1.2035,-5.547,-21.376,-12.07525,-0.95025,0.813,6.751,23.39225,14.09125,2.96675,-3.44475,26.44275,22.032,-0.794524963259109,34.546,35.011,35.92175,36.7105,0.544,0.03575,168.44025,539.17675,1616.97225
"f5","shchag",3,"a","modal","F",135,1.81025,3.455,-7.872,-32.82375,-30.0235,-25.69775,-1.6445,11.32675,34.634,31.834,27.5085,20.517,0.59925,20.019,-1.02918838912748,33.12825,33.64075,35.7925,35.6885,0.48275,0.03575,162.94,1015.80925,1924.5425
"f5","walh",1,"a","modal","H",153,-0.02475,4.6145,-15.91125,-21.13125,-10.6835,1.444,-4.63925,20.526,21.107,10.65875,-1.469,-11.9685,25.44325,22.53575,-0.320118057887138,22.8235,21.45475,27.945,29.34825,0.4705,0.02925,165.67225,680.6925,1469.6195
"f5","walh",2,"a","modal","H",125,-2.25425,2.32325,-12.2015,-26.9425,-22.45375,-10.42725,-4.5775,14.52475,24.68775,20.19975,8.173,0.968,21.1505,23.17675,-0.791155710659262,32.4005,32.134,37.22925,39.711,0.7315,0.0165,162.05175,917.1305,1539.67425
"f5","walh",3,"a","modal","H",135,0.67725,1.83025,-9.79325,-27.5725,-22.38975,-9.08375,-1.15325,11.62325,28.2495,23.067,9.76075,3.94425,22.8635,24.00925,-0.971632116302939,38.6455,39.37225,43.6135,44.56075,0.76975,0.03425,161.5565,833.21525,1518.29725
"f5","xa7ag",1,"a","rearticulated","L",131,1.93925,1.01675,-5.33375,-21.93325,-15.74625,-5.2665,0.9225,6.35075,23.87275,17.685,7.206,-1.0445,30.673,24.49075,-0.863279432843593,40.38575,41.427,44.16025,45.176,0.623,0.0435,156.0795,506.788,1397.8715
"f5","xa7ag",2,"a","rearticulated","L",175,3.685,-2.409,0.90275,-18.97875,-8.40375,0.5385,6.094,-3.31175,22.66325,12.08875,3.14625,-2.1335,36.13825,26.47225,-0.802719441874381,44.7815,45.668,48.51275,48.2755,0.4745,0.0545,154.43775,436.57675,1475.97575
"f5","xa7ag",3,"a","rearticulated","L",137,6.193,-1.67,-0.467,-21.38125,-14.58525,-7.6175,7.863,-1.20275,27.5745,20.778,13.8105,5.0555,27.78675,25.16225,-0.823185519325223,42.59725,44.551,46.79825,47.121,0.80025,0.06,152.21075,457.5105,1627.60275
"f5","xkal",1,"a","modal","L",172,3.71325,1.37275,-4.95725,-30.791,-22.5715,-14.246,2.3405,6.33,34.50425,26.28475,17.959,10.04075,19.1135,27.54475,-0.897909474488163,47.91225,47.48325,49.1615,50.61975,0.5125,0.06225,154.284,895.578,1712.40075
"f5","xkal",2,"a","modal","L",175,4.00825,-2.251,7.29625,-7.3115,-1.6345,7.35275,6.25925,-9.54725,11.32,5.643,-3.344,1.77425,39.83975,23.42525,-0.91721462968355,43.14,45.198,45.3925,46.364,0.77275,0.05125,144.59225,270.0545,1668.93525
"f5","xkal",3,"a","modal","L",193,2.95175,-2.68475,7.28975,-8.12425,-1.8965,-2.49325,5.636,-9.97425,11.076,4.84825,5.44475,3.60425,38.961,24.322,-0.925366381703096,46.415,46.93375,47.14925,46.753,0.658,0.046,144.15625,274.30825,1674.5935
"f5","xmanh",1,"a","modal","F",177,3.2725,-0.0617500000000001,-5.67375,-17.437,-5.83625,-3.46,3.3345,5.612,20.71,9.109,6.733,-3.32325,28.88625,22.1945,-0.52360317327467,31.28175,32.3045,35.45925,36.5,0.37275,0.0395,175.07125,473.3165,1553.48075
"f5","xmanh",2,"a","modal","F",126,4.16525,-4.79775,1.62675,-6.8985,-9.88325,3.7805,8.96325,-6.42425,11.06425,14.049,0.385,2.86675,32.526,23.47,-0.686132779630847,36.87275,39.5625,44.4955,44.1465,0.43325,0.06725,170.80675,328.30225,1565.33375
"f5","xmanh",3,"a","modal","F",105,5.04225,-4.14175,-3.332,-7.3965,-12.3075,5.46675,9.18375,-0.81,12.4385,17.34975,-0.4245,-9.297,41.41525,23.1965,-0.681414989921175,41.9575,47.75075,51.1765,51.2875,0.0965,0.08425,174.8955,319.076,1166.65375
"f5","ya7a",1,"a","rearticulated","L",134,-1.00225,3.55625,-6.027,-25.499,-22.11875,-9.9155,-4.5585,9.5835,24.49675,21.1165,8.913,11.1265,11.82925,21.84975,-0.758827213229953,32.92625,31.3215,33.09475,36.67575,0.5895,0.032,151.61175,921.6975,1703.87125
