"Speaker","Word","Iter","Vowel","Phonation","Tone","Duration","h1c","h2c","h4c","a1c","a2c","a3c","h1h2c","h2h4c","h1a1c","h1a2c","h1a3c","h42Kc","h2Kh5Kc","cpp","energy","hnr05","hnr15","hnr25","hnr35","shr","soe","f0","f1","f2","h1cz","h2cz","h4cz","a1cz","a2cz","a3cz","h1h2cz","h2h4cz","h42Kcz","h2Kh5Kcz","h1a1cz","h1a2cz","h1a3cz","energyz","hnr05z","hnr15z","hnr25z","hnr35z","cppz","shrz","durationz","norm.soe"
"f7","shchag",3,"a","modal","F",114,-8.31375,-16.07475,-16.66175,-32.36975,-24.1045,-19.1315,7.7605,0.58675,24.05575,15.7905,10.81725,6.64675,14.39125,15.92675,-1.95860731484177,30.13025,32.5485,33.7435,36.13625,0.373,0.04,225.178,671.51,1842.54825,-0.00754938184087991,-0.499822673771647,-0.631554764646573,-1.17732448088467,-0.387977536682551,-0.290469465013752,0.555877380180274,0.306597542070567,0.0490291135381939,-0.796476196888384,1.25000905151294,0.346865530194243,0.230887142699095,-0.483926799357427,0.37126038512821,-0.455841769463578,-0.606970004796885,-0.486576136079839,0.182737626734036,0.502600038837924,-0.213495748637834,0.628015496188595
"f7","xa7ag",1,"a","rearticulated","L",146,-3.027,-16.23125,-12.84425,-32.90025,-28.66025,-18.13675,13.20425,-3.3865,29.873,25.63325,15.10975,7.788,12.387,14.054,-1.66756154008439,21.2505,24.5325,28.595,30.9425,0.22925,0.027,61.6745,675.13575,1623.07425,0.96187347579235,-0.529906074861696,-0.100530605174091,-1.23491189165436,-0.97044426670456,-0.151199177693763,1.73860785037307,-0.32140895390222,0.20740426117363,-1.05132193081276,1.92304538794885,1.48750302337696,0.718375279826657,0.0770723185410005,-0.722026357078933,-1.27323713580176,-1.11567570369024,-1.02786101868259,-0.355974660283884,-0.245153404834427,0.439750207353626,0.506091181746779
"f7","xa7ag",2,"a","rearticulated","L",184,-2.86225,-11.4595,-11.41475,-26.02475,-17.27575,-19.879,8.597,-0.0442499999999999,23.16275,14.41325,17.01675,4.462,17.5955,14.34525,-1.1821042428382,19.55425,23.38525,25.0325,27.56325,0.3605,0.018,61.18925,648.4555,1738.22375,0.992083418724222,0.387349319077248,0.0983165555242493,-0.488555166400837,0.485099274520391,-0.395123438144381,0.737618650135043,0.206862539501177,-0.254156081464232,-0.389047261911617,1.14669194318215,0.187261457400979,0.934948343892413,1.01280524838509,-0.930870934512856,-1.39022276878972,-1.46767415999937,-1.38004141618639,-0.27219414841953,0.43757800025772,1.21547978009349,0.382121416298726
"f7","xa7ag",3,"a","rearticulated","L",159,-2.94925,-9.592,-9.5715,-34.53,-27.029,-24.31825,6.6425,-0.0204999999999999,31.58075,24.08,21.36875,15.1565,12.421,15.92425,-1.53760200210104,19.479,23.799,26.8695,29.202,0.26075,0.0235,59.6365,791.40625,1730.07975,0.976130368435464,0.746331757004839,0.354717415235487,-1.41182627940535,-0.761883908179969,-1.01664203375661,0.312976316451126,0.21061643222863,1.22995609061653,-1.04699874011628,2.12062634175836,1.30750300445074,1.42919374232669,0.327573073042327,-0.940135815545665,-1.34803248275898,-1.28616646477414,-1.2092533340944,0.182018480709449,-0.0812978676123119,0.705131376975157,0.463400808054849
"f7","xkalh",1,"a","modal","L",119,-2.6425,-10.47225,1.08975,-20.24275,-6.923,-12.723,7.83,-11.5625,17.60025,4.2805,10.081,12.1565,25.202,21.96925,-1.27164621797877,34.621,40.317,39.96625,41.14925,0.73025,0.075,191.688,432.937,1999.7435,1.0323786233329,0.577124640011124,1.83772496472494,0.139098762101216,1.80873038668312,0.60675459760515,0.570977222692953,-1.61369640399308,0.813635877774202,0.578139503759218,0.503129328299732,-0.986982992478084,0.147273131992009,0.840210510974402,0.924167554538016,0.336315903116038,0.00787866720245375,0.0358712509695173,1.92091356816016,2.36092990146017,-0.111426068014168,0.825323746178087
"f7","xkalh",2,"a","modal","L",165,-3.6225,-11.1775,-28.3505,-41.749,-39.6,-40.60875,7.555,17.173,38.1265,35.97725,36.98625,13.79375,-0.8715,16.984,-1.97881070093006,33.31825,40.45125,41.9435,44.4845,0,0.06525,176.47075,950.04275,1922.811,0.852677597091714,0.441557108900852,-2.25749023132214,-2.1954709888236,-2.36912514466281,-3.29739862142818,0.511229644405372,2.92819767894306,1.0408426339329,-2.73717557344035,2.87794768762202,2.68622840291845,3.2028328760692,-0.522869408242708,0.763771225428486,0.350005440033566,0.203243985865536,0.383466034064743,0.486864480531765,-1.43765759239538,0.827614993723556,0.781429217007188
"f7","xkalh",3,"a","modal","L",100,-10.80425,-17.66625,-4.95475,-20.949,-15.67425,-4.18575,6.86225,-12.71175,10.14475,4.87025,-6.6185,6.78625,30.11225,14.25025,-1.08092190762393,21.268,29.539,30.893,34.7205,0.51375,0.00475,188.80775,311.16575,1909.83225,-0.464228367405842,-0.805750679105922,0.996919324402372,0.0624331469153681,0.689856003517866,1.8020149750091,0.360720063100929,-1.79534529734153,0.0683880034353625,1.20249088956547,-0.359447044779974,-0.918639190024044,-1.74924594685754,1.20783711527762,-0.719871733582932,-0.762721928519811,-0.888618173136304,-0.634123490601109,-0.299521697353825,1.23474819325103,-0.499290854384098,0
"f7","xmanh",1,"a","modal","F",125,-3.16075,-14.30725,-1.751,-9.62025,-21.57,-17.787,11.1465,-12.55625,6.4595,18.409,14.62625,13.6175,24.43925,18.86325,-0.834162375309872,23.57175,29.05175,33.489,37.061,0.3605,0.01575,72.7615,426.60325,1391.8515,0.937347953078311,-0.16006285634888,1.44256926570164,1.2922038910381,-0.0639338715910105,-0.102232318693847,1.29153301684118,-1.77076717864178,1.01638382142842,0.481153806590293,-0.785818123700501,0.650313171950757,0.66346543374601,1.68347322467179,-0.436230940502079,-0.81240704481825,-0.632116280482689,-0.390200069617862,1.02744654721361,0.437578000257719,0.0110575487342305,0.341825832094392
"f7","xmanh",2,"a","modal","F",102,1.32025,-3.903,-3.4715,-17.324,-22.888,-15.8075,5.22325,-0.4315,18.6445,24.208,17.12775,6.5525,27.1945,18.88425,-0.96657624451305,35.407,43.8675,47.2365,48.2255,0.266,0.0965,232.116,408.048,1485.935,1.75902172714641,1.83990663752428,1.20324324962505,0.455938074417952,-0.232444248624212,0.174908202793883,0.00462449650694649,0.145654330713544,0.0359497201847309,0.831491193839957,0.623945554922827,1.32233641982016,0.947554327170493,1.42824167601789,1.02094092984417,0.698362091761713,0.726227236179706,0.773347477302654,1.03348737382014,-0.0539886114086259,-0.458462982134631,0.904967825408486
"f7","xmanh",3,"a","modal","F",93,-4.4785,-13.87,-2.042,-16.48925,-13.546,-7.32275,9.3915,-11.828,12.01075,9.06725,2.84375,9.45825,27.28625,0,-0.910978499204994,0,0,0,0,0.58525,0.0065,60.84825,373.17175,1660.32925,0.695714251721866,-0.0760119481915369,1.40209041032339,0.546552760826996,0.961959349436615,1.36281830114853,0.910234835405891,-1.65566097321998,0.439190539673597,0.843157451087088,-0.143557096129082,-0.432265406387575,-0.674642656109667,1.535407932257,-3.33841644860999,-3.77482793229522,-3.94104997966486,-4.25264224225625,-4.39872595210065,1.60667425392979,-0.64218840725723,0.0849460730793566
"f7","ya7a",1,"a","rearticulated","L",187,-12.89975,-13.56925,-23.122,-34.71175,-21.73225,-20.003,0.66975,9.553,21.81225,8.8325,7.1035,-2.519,16.753,15.804,-1.85387196432176,27.74925,29.24725,29.227,31.37075,0.2285,0.028,187.29525,632.6005,1907.4785,-0.84847683729196,-0.0181999170232786,-1.53019230917364,-1.4315558023222,-0.0846780359867898,-0.412484097232271,-0.984686767974872,1.7237908333349,-1.22293321674833,-0.496173384317149,0.990443617537439,-0.459469658402981,-0.190873851886223,-0.282046393076009,0.0781084683292898,-0.792471816010975,-1.05322994245869,-0.983229442080978,0.147427556926828,-0.249054727149239,1.27672158846768,0.517309978515406
"f7","ya7a",2,"a","rearticulated","L",141,-16.4225,-26.95525,-24.58225,-37.788,-24.84725,-25.372,10.5325,-2.37275,21.36525,8.42475,8.9495,2.60275,12.5125,12.54875,-2.39794000867204,29.4245,32.90275,32.65575,35.00275,0.41525,0.0285,245.6245,685.43925,1945.41125,-1.49443784769106,-2.59133989779903,-1.73331687469288,-1.76549222528215,-0.48294042176708,-1.16417263467487,1.15813296931909,-0.161177006430399,-0.512170533373265,-1.03536427103603,0.938727215047113,-0.506722198378624,0.0187715997474349,-1.33075322694661,0.284367497568009,-0.419718726982876,-0.71444686678994,-0.604707816355212,-0.788972481687554,0.722374529239015,0.337680526729961,0.522775118463525
"f7","ya7a",3,"a","rearticulated","L",123,-19.79225,-22.09125,-28.24975,-41.02925,-28.24125,-27.2885,2.299,6.1585,21.23675,8.449,7.496,-1.04975,8.50675,15.84825,-2.30102999566398,29.50425,30.58325,30.71525,33.0225,0.1405,0.0275,214.65325,793.58075,1906.8215,-2.11234349378925,-1.65635163644439,-2.24347564479513,-2.11733990701119,-0.916873820591577,-1.43249282130343,-0.630709524611086,1.1872607759311,-1.0190403925088,-1.54470606904904,0.923860195539267,-0.503911961482463,-0.146298640745264,-1.1439563842219,0.294186424642648,-0.65623925495461,-0.906181043482675,-0.811086519368275,0.160156441562013,-0.706809878753878,-0.0297703235152357,0.511749787904563
"f7","yag",1,"a","modal","L",128,-15.72075,-7.721,-14.81175,-20.635,-16.4955,-19.40375,-7.9995,7.09125,4.91425,0.77525,3.68325,4.66,19.15625,15.0675,-1.56863623584101,23.3135,27.5775,29.454,32.68925,0.36925,0.029,100.58675,419.6835,1784.49025,-1.36575907711479,1.1059869866501,-0.374214962413674,0.0965188151183502,0.584856650605486,-0.328585912083737,-2.86820201550073,1.3346899734693,-0.226678947416638,-0.190593736042853,-0.964598371906714,-1.393192595788,-0.579302809605628,0.267753693196358,-0.468027027235938,-0.962737024711472,-1.03080084783914,-0.845817337587745,-0.0644328619164231,0.483093427263863,0.0722993571084299,0.528148402958718
"f7","yag",2,"a","modal","L",110,-7.0525,-13.48475,-26.9115,-45.42975,-40.4095,-41.6395,6.4325,13.42675,38.377,33.357,34.58725,18.61625,-7.637,15.1785,-2.22184874961636,25.13,31.079,33.89275,37.71325,0.03425,0.05975,182.18,977.7745,1951.57475,0.223724005247579,-0.00195680269670218,-2.05732159596368,-2.59502775072846,-2.47262222372834,-3.44170910009626,0.267350893031518,2.33607049451267,1.71007737607695,-3.59742694570697,2.90692969841358,2.38257796056118,2.93038464287898,-0.991332250702539,-0.244377108350916,-0.605687389577595,-0.592223122100987,-0.322223546936246,-0.0325027784247726,-1.25949720668562,-0.295151493136766,0.753721083588534
"f7","yag",3,"a","modal","L",108,-5.18925,-12.80725,-30.0655,-37.8405,-26.30625,-24.713,7.618,17.258,32.65125,21.117,19.52375,-4.295,13.79,17.704,-2.03385826726097,31.8105,37.4045,38.04075,40.12325,0.07875,0.073,178.235,722.079,1853.82825,0.565385165598478,0.128276451223481,-2.49605118312183,-1.77119126216323,-0.669478084962408,-1.07190913194165,0.524917271431254,2.94163266344132,-1.46939478275099,-0.872926738249008,2.24447960544046,0.964132615860111,1.21966185810995,-0.628975178648881,0.578135021080073,0.039326880603567,-0.182373410726874,-0.0710569395576397,0.693978535612742,-1.02801874934009,-0.335979365386233,0.816797830202303
"f7","yah",1,"a","modal","L",124,-3.72075,-11.51575,-5.036,-19.573,-15.87925,-12.9205,7.79525,-6.48025,15.85225,12.1585,9.2,14.79825,18.05425,16.16725,-1.5567370125413,30.63175,39.217,40.34075,41.20625,0.376,0.07475,190.44125,328.642,2037.33725,0.834661652369065,0.376536595043284,0.985617238493494,0.211802189741176,0.663646119381442,0.579103547848228,0.563427301436613,-0.81040287497837,1.18024051853294,-0.330715975675965,0.300891584333086,-0.0740326309131328,0.047220237685805,0.290689789005951,0.4330057384565,0.224148375300169,0.0448817329955124,0.0418117059988041,0.25191947429928,0.518205328097173,-0.00935638739050259,0.824270358399019
"f7","yah",2,"a","modal","L",159,-10.6045,-19.22825,-9.0935,-24.80125,-21.7395,-16.593,8.6235,-10.13475,14.19675,11.13525,5.98825,15.6145,18.7525,15.622,-2.22184874961636,31.20975,41.285,43.707,44.63125,0.38525,0.0435,179.64175,331.783,2098.553,-0.427600530679642,-1.10600801139127,0.421208456028637,-0.355740468800999,-0.0856049709135656,0.064934027684708,0.743376144042755,-1.38802817908271,1.29351430977713,-0.241931625563605,0.109355780479092,-0.192613039325336,-0.317529913605854,-0.991332250702539,0.504169874495885,0.435023327594002,0.37748939715007,0.398760100302425,0.095073726336914,0.566321636646524,0.705131376975157,0.654204637941615
"f7","yah",3,"a","modal","L",208,-6.64725,-15.3665,-13.57725,-19.5935,-25.56725,-19.98725,8.719,-1.78925,12.94625,18.91975,13.33975,11.8535,15.883,15.546,-1.85387196432176,32.27225,46.5295,48.9015,48.66675,0.2625,0.05875,185.84475,323.4735,2157.392,0.29803404696619,-0.36367846404623,-0.202492807896639,0.209576851530472,-0.574994648977934,-0.410279013517478,0.764124848502625,-0.0689497893159158,0.771587536277126,-0.606796205080132,-0.0353228801789688,0.709501975856482,0.517360951878891,-0.282046393076009,0.634986301038872,0.969807509076115,0.890740198917869,0.819333894524982,0.0732116871894767,-0.0721947822110832,1.70541424708708,0.748414689542735
"f7","za7a",1,"a","rearticulated","F",174,-3.362,-14.408,-5.6745,-32.3665,-25.34275,-27.8105,11.04575,-8.73375,29.00425,21.9805,24.4485,13.01175,10.851,15.38,-1.4467239538629,21.32375,21.28275,23.60325,28.39225,0.1445,0.022,59.61725,825.13325,1657.54375,0.900445063760926,-0.179429646507491,0.896800231074194,-1.17697168336346,-0.546291629521216,-1.50557559585084,1.26964367679582,-1.16658802282325,0.932321831785335,-1.24662842815982,1.82253392337732,1.06420022657493,1.77895299458496,0.502743129850157,-0.713007718731382,-1.60461570263778,-1.60889347050598,-1.29364427198852,0.0254603911569177,-0.686002826408213,1.01134041884615,0.443202329879361
"f7","za7a",2,"a","rearticulated","F",159,-3.602,-15.25725,-7.7435,-48.209,-36.5175,-41.457,11.655,-7.51425,44.60625,32.91525,37.85475,29.60325,6.93975,17.092,-2.01099538430146,23.33325,29.618,33.558,37.7735,0.0505,0.0245,59.5155,992.6075,1699.43375,0.856436649171249,-0.34267775114471,0.608996960360752,-2.89672390790407,-1.97501798441634,-3.41615813006771,1.40201172069294,-0.973835509933599,3.23478076890984,-1.74395429908995,3.62763305459449,2.33138529462803,3.3014661776639,-0.58490631290572,-0.465595380719022,-0.754666260613036,-0.625298626171017,-0.31594438175178,0.517931588793912,-1.17496855653135,0.705131376975157,0.476190629614876
"f7","za7a",3,"a","rearticulated","F",209,-4.61475,-12.5375,-9.00775,-29.33625,-17.1285,-7.0975,7.92275,-3.5295,24.72175,12.51375,2.48275,0.86125,23.31375,14.686,-1.23844801143582,17.32625,19.663,21.2335,23.494,0.21175,0.02175,130.91575,643.31225,1758.42425,0.670730308022518,0.180129470035244,0.433136503618621,-0.848028702242163,0.503925642515943,1.39435449840294,0.591128451369946,-0.344011339587518,-0.753844416928237,0.338043479269906,1.32706302032403,-0.0328641089601057,-0.715640493617657,0.904201010757236,-1.20518528588959,-1.76978238734665,-1.84304037347821,-1.80413258509734,-0.174174545268358,-0.336184258846713,1.72582818321181,0.439708274317186
"f7","zah",1,"a","breathy","L",229,-7.1045,-8.4005,1.832,-18.27925,-12.1975,-9.59925,1.29625,-10.23275,11.17475,5.09275,2.495,10.91875,32.65075,14.12025,-1.68824613894425,28.6105,31.76275,34.14225,37.5015,0.4035,0.06525,188.1505,271.08975,1776.8355,0.214188848753149,0.975369280319817,1.94097386645866,0.352242741453306,1.13436924581694,1.044096201039,-0.848570921439711,-1.40351792591599,0.641869096625671,1.52526793612504,-0.240279495417477,-0.892854542213914,-0.714249292760392,0.0372021581714414,0.184146724668253,-0.535965073992049,-0.56757087933632,-0.344291816277498,-0.336917290632335,0.661253812973623,2.13410690570648,0.781429217007188
"f7","zah",2,"a","breathy","L",170,-7.084,-21.452,-33.12025,-46.62675,-42.90875,-36.063,14.368,11.66825,39.54225,35.8245,28.979,6.958,3.4225,14.57325,-2.42596873227228,32.688,35.469,38.75975,42.3345,0,0.0655,183.40325,1003.8895,1732.26925,0.217947900832684,-1.5334710348673,-2.92097483764666,-2.7249657916169,-2.79215906727935,-2.66096945974449,1.99144873849006,2.05812437403997,0.0922223356205857,-2.19118201900788,3.04174521967052,2.66852680762408,2.2934701769394,-1.3847793993886,0.686173999236752,-0.158036983112446,-0.111331476667572,0.159396239100428,-0.20660803097722,-1.43765759239538,0.929684674347221,0.782633372486157
"f7","zah",3,"a","breathy","L",124,-14.846,-19.4715,-12.39375,-21.2145,-18.63675,-20.64825,4.62525,-7.078,6.36825,3.79075,5.80225,1.96875,27.2375,13.895,-2.13966199342901,25.198,31.036,36.35475,41.07125,0.26225,0.037,133.9245,275.8455,1605.693,-1.20535757435512,-1.15276703576926,-0.0378648857654846,0.0336123032596613,0.311091214473207,-0.502822526881151,-0.125299328278412,-0.904882427729325,-0.600152871687277,0.836958758544334,-0.79637544300082,-1.04373818917476,-0.338653453152907,-0.832914909779203,-0.236004857052165,-0.610072120210397,-0.348961311733807,0.0277422072452309,-0.4017123474476,-0.0734952229826874,-0.00935638739050259,0.603722581238407
"f7","zahg",1,"a","breathy","L",112,-8.63925,-22.30825,-35.7735,-49.52875,-41.448,-35.1765,13.66925,13.46525,40.8895,32.8085,26.53725,1.909,1.0715,13.656,-2.27984069659404,30.07875,34.27925,36.7935,39.24875,0.00125,0.03425,206.64275,998.40075,1798.61125,-0.0672357941281297,-1.69806472293986,-3.29004879995717,-3.03998683978587,-2.60539766117066,-2.5368547477976,1.83963557365934,2.34215575219717,-0.608444582593054,-2.49011794040302,3.19761753120317,2.31901445798205,2.01616693667586,-1.10311339965347,0.364919635982832,-0.279356361493291,-0.305609922904156,-0.162196025928009,-0.470462707398091,-1.43115538853736,-0.2543236208873,0.57970629769919
"f7","zahg",2,"a","breathy","L",154,-7.204,-13.17425,-30.02475,-34.5775,-33.64075,-33.2875,5.96975,16.85075,27.37325,26.43625,26.08375,3.26625,11.48225,15.27025,-2,29.85925,36.4915,40.0715,43.17625,0.38175,0.03825,190.1605,789.91325,1797.30075,0.195943693537845,0.0577294339707765,-2.49038275234291,-1.41698255086918,-1.60721659812631,-2.27238470733773,0.166812013567598,2.87726328183057,-0.42009437963297,-1.16636330677289,1.63383268744506,1.58055952760857,1.9646641131028,-0.563712392811134,0.337894501275834,-0.0537721674836038,0.0182780601923591,0.247122169291689,-0.00611011932243979,0.548115465844067,0.603061696351491,0.614069856608495
"f7","zahg",3,"a","breathy","L",138,-6.58325,-11.774,-24.8075,-39.7725,-37.319,-33.502,5.191,13.03375,33.1895,30.736,26.91875,10.3335,8.62125,14.66025,-2.1249387366083,28.53725,34.314,37.9155,41.20175,0.57525,0.03725,185.56975,851.0145,1785.81275,0.309769624190104,0.326894177589576,-1.76464973439719,-1.98091581938667,-2.07749223873509,-2.30241584745347,-0.0023822649467788,2.27395344853839,0.560651961770346,-1.53014708861529,2.3067533272311,2.07884060366073,2.0594929062307,-0.804535407977833,0.175128086320701,-0.275812887319108,-0.194748935401321,0.041342722707019,-0.181581749321601,1.55465662306563,0.276438718355761,0.605819001220713
"f8","bgah",1,"a","breathy","L",204,2.84175,-3.2605,7.17525,-16.06175,-13.63475,-15.63325,6.102,-10.43525,18.9035,16.476,18.47475,15.7535,23.359,21.077,-0.842392146638332,32.98875,33.5085,36.40525,40.20925,0.399,0.05025,156.0945,364.091,1781.94125,0.232957196310494,0.223335997474264,2.11463366539314,-0.438686842338945,0.612371109848785,-0.297025101976334,-0.0165464181678771,-1.82021250043658,1.19267189795557,0.651633875944733,0.61696068024071,-0.479087663870223,0.416986241240757,0.263823105045402,0.296475442864833,-0.804165432285182,-0.827557810881489,-0.513661205555029,0.577982321454689,0.220832820195882,2.5612290392446,0.620681588219543
"f8","bgah",2,"a","breathy","L",173,1.8375,-5.46525,-3.891,-14.156,-20.50225,-14.113,7.303,-1.57425,15.99375,22.34,15.951,10.06875,15.412,16.62375,-1.11918640771921,23.93675,29.80625,35.19425,38.46725,0.29275,0.0535,151.3595,355.02825,1664.52525,0.0101050275019359,-0.216039418850637,0.287100419175656,-0.182357115278748,-0.29893432636141,-0.0871806124683072,0.262795120403756,-0.439733084751886,0.384009099280834,-0.250631986617359,0.200568730229528,0.308851572947593,0.0882662252541224,-0.495903772436574,-0.75428859722217,-1.15660107738039,-0.941583610834449,-0.696620691633578,-0.531913893806254,-0.171371350047809,1.68480331410337,0.652165395112975
"f8","bgah",3,"a","breathy","L",138,2.453,-0.633,-16.365,-42.13125,-36.74025,-34.7475,3.08625,15.732,44.58425,39.1935,37.2005,15.51125,2.684,18.2995,-1.37161106994969,32.52775,38.3255,41.26075,44.4685,0,0.04675,148.101,915.10475,1674.6605,0.146690051053509,0.746959495101514,-1.77291536876669,-3.94512148465605,-2.45368899300591,-2.93542012488625,-0.717982092562051,2.25645491747058,1.15821153241989,-1.69571061989914,4.29193535856347,2.57343784984204,2.8560268908145,-1.18874256066481,0.242962161547985,-0.345611174084465,-0.370371789682808,-0.0663189603885193,-0.114261935635587,-1.2520091932369,0.695290398621331,0.584460511778733
"f8","cha7",1,"a","checked","L",114,5.5765,5.52425,-5.8725,-32.32125,-27.3105,-21.9665,0.05225,11.397,37.8975,32.887,27.543,18.42425,-0.0377500000000002,20.14525,-0.74533110094508,29.65975,32.3725,33.56275,34.62625,0.27325,0.05175,146.089,1083.9065,1695.695,0.839822985356253,1.97401212336617,-0.0401339309772825,-2.62564378691997,-1.20237738949618,-1.17122185460038,-1.42366254887041,1.58109341572212,1.57258942635358,-2.00472560812468,3.33504597915381,1.72604037422957,1.59813147550358,0.530229947736854,-0.0899577751477201,-0.912306938890125,-1.09520301019304,-1.10003480531194,0.345759608027555,-0.243352350704298,0.0167672565765047,0.635453459159149
"f8","cha7",2,"a","checked","L",110,2.52425,-5.26675,3.88025,-8.80425,-5.1985,-1.21275,7.79125,-9.14675,11.32875,7.723,3.737,6.2375,26.0395,20.51225,-1.06298389253519,39.8835,42.147,41.98925,41.55725,0,0.06275,149.3055,270.31275,1719.1815,0.162501071245304,-0.176481183159292,1.570481667536,0.53747109765286,1.73184697242298,1.69347807904685,0.376357573532482,-1.61947356271965,-0.160991005811314,0.955965528719074,-0.467003551513633,-1.65521865634402,-1.50261491402701,-0.341642765721139,1.09682402498921,0.0181764733546143,-0.30177740878625,-0.37208291207978,0.437228066120132,-1.2520091932369,-0.0963199337642997,0.732439639414795
"f8","cha7",3,"a","checked","L",97,4.07775,1.7755,-9.217,-43.4565,-34.59975,-28.45775,2.30225,10.9925,47.5345,38.67725,32.53575,21.0095,-1.54175,22.54975,-1.17554872996339,37.1635,40.51025,40.53025,40.83775,0.1235,0.05575,148.45575,1148.018,1722.5915,0.507236788690257,1.2269393976839,-0.592460594659595,-4.12337202685021,-2.1696483251926,-2.06722780264773,-0.900333271779504,1.51807525483232,1.94034447279781,-2.17548285706055,4.71412295217821,2.50406990458161,2.24844028573331,-0.650603407172465,0.781084057132754,-0.137633923595775,-0.439154487342294,-0.447650851364232,0.945040009890226,-0.796129522412465,-0.463853302371914,0.672880597984806
"f8","da7abep",1,"a","rearticulated","L",104,3.15925,3.14025,-13.84575,-15.93825,-21.34025,-17.483,0.01925,16.98575,19.09725,24.4995,20.64225,12.98225,-1.9575,22.60475,-0.766369419835537,34.93325,41.89275,43.895,45.14175,0.5535,0.05275,162.11475,637.697,1980.33425,0.303413321375684,1.49891472342578,-1.35687442169488,-0.42207568070078,-0.410135484795212,-0.552351426243706,-1.43133804493441,2.45178005768215,0.798458118839979,-2.2226852016384,0.644686753035509,0.599021215155655,0.699304471909814,0.472485338958832,0.52219469562104,-0.00602685239741707,-0.122335073311141,0.00439141504338874,0.95874781696132,0.791143825397296,-0.265950719275506,0.645069817169639
"f8","da7abep",2,"a","rearticulated","L",98,1.103,-0.00799999999999995,-8.70875,-21.261,-26.81425,-15.365,1.1105,8.7015,22.364,27.9175,16.46825,8.61825,16.10175,21.44925,-1.06298389253519,40.32575,43.29825,46.1395,47.752,0.674,0.05075,157.17675,485.4035,1640.74525,-0.152887173633126,0.871513133928168,-0.508525768282996,-1.13800329697241,-1.13652586816829,-0.259997781265577,-1.17752334554532,1.16115410131312,0.17767365981952,-0.172320941103051,1.11216622814472,1.05829411956277,0.155638361269609,-0.341642765721139,1.14816078998352,0.127769703529738,0.0890034138849109,0.27854181604025,0.670759252040415,1.23594949612073,-0.435581504786713,0.625653044888189
"f8","da7abep",3,"a","rearticulated","L",93,-1.95025,-7.29575,5.726,-16.477,-22.41425,-18.77725,5.34525,-13.02175,14.52675,20.4635,16.82675,24.10975,15.382,19.06125,-1.31650268232019,37.16625,44.27275,45.656,46.86225,0.80325,0.05875,156.06375,373.834,1829.69875,-0.830430996799399,-0.580832116246139,1.87529761595628,-0.494539351409782,-0.552653437250946,-0.731000484323472,-0.192559498362784,-2.22317040684314,2.3813589134665,-0.254038048763686,-0.0093623602993501,0.0567083297878675,0.202333210494457,-1.0374846440688,0.781403279526727,0.220537219538997,0.0434778364470443,0.185092790358052,0.0755911922990735,1.71305433380541,-0.576940492712718,0.699258413134894
"f8","dam",1,"a","modal","H",150,3.15075,-0.903,7.72375,-16.507,-10.359,-3.20875,4.05425,-8.62675,19.65775,13.50975,6.3595,13.965,27.41525,22.37775,-0.844663962534938,36.222,38.04975,42.02,44.106,0.283,0.05475,165.51175,320.3845,1589.42925,0.301527094405435,0.6931523231284,2.20521556852657,-0.498574451402858,1.04705749975276,1.41796444572469,-0.492834208018054,-1.53846134105663,0.938255535682865,1.1121618619794,0.724895598462528,-0.877659417146288,-1.16103264877691,0.257587572593961,0.671793917523617,-0.37186119208298,-0.29888203855623,-0.104391758151707,0.902171958686075,-0.207361850376053,1.03455196964374,0.663777140180015
"f8","dam",2,"a","modal","H",145,2.48125,-3.6805,0.7405,-15.452,-9.227,-9.453,6.1615,-4.42125,17.93325,11.70775,11.93425,6.4765,25.7405,20.7025,-0.861697301833719,34.237,35.78525,38.21325,39.71725,0.04325,0.04725,151.54725,347.42225,1588.02525,0.152958981866396,0.139635952182754,1.05196839431234,-0.356673434979662,1.19727195243422,0.556052619636547,-0.00270726617369541,-0.883274998356934,-0.126992956841128,0.922018442660679,0.478115662799917,-1.11979217716431,-0.434917974533621,0.210835571204841,0.441373389510724,-0.587430242881303,-0.657319457194491,-0.565335182105343,0.484644616943327,-1.09235902511417,0.893192981717739,0.589794476829177
"f8","dam",3,"a","modal","H",141,0.793,-7.0255,-2.046,-10.21425,-14.329,-8.278,7.8185,-4.97975,11.00725,15.122,9.07075,4.4285,30.37125,19.554,-1.23470407030194,34.2785,39.79425,42.282,44.8605,0,0.06275,150.36375,271.7575,1675.253,-0.22167898078339,-0.526975122817494,0.591792509022827,0.347821397978255,0.520245329129611,0.718241256487019,0.382695672555028,-0.9702852402777,-0.418323518727906,1.44777251879751,-0.5130109445641,-0.66102315613682,-0.807890640517862,-0.812969136238876,0.446190745637946,-0.205793535153117,-0.27421254261265,-0.025147824600465,0.198400682013289,-1.2520091932369,0.780105791376934,0.732439639414795
"f8","gwanhax",1,"a","modal","F",105,4.362,-4.854,11.195,-8.453,-12.5055,-0.42025,9.2155,-16.049,12.815,16.8675,4.782,15.796,32.3015,22.85475,-0.816730156317195,47.78675,48.9325,49.607,49.23225,0.87725,0.078,168.872,301.3805,1712.37375,0.570314437665943,-0.0942259600781705,2.77847433106424,0.584715393405133,0.762220642260924,1.8028691383694,0.707625005931024,-2.6947939607458,1.19871757611973,1.66692423406245,-0.254317741494175,-0.426482239038338,-1.36650301042878,0.334258466315241,2.0142401650486,0.664122065843915,0.415497601611494,0.434010116423586,1.02105603092084,1.98621300296337,-0.237678921690305,0.842264731593687
