"idnum","measurement.no","Speaker","Word","Iter","Vowel","Phonation","Tone","Duration","h1h2c","h1c","h2c","h4c","h2h4c","h42Kc","h2Kh5Kc","h1a1c","h1a2c","h1a3c","cpp","shr","hnr05","hnr15","hnr25","hnr35","f0","f1","f2","sB1","sB2","energy","soe","a1c","a2c","a3c","h1cz","h2cz","h4cz","a1cz","a2cz","a3cz","h1h2cz","h2h4cz","h42Kcz","h2Kh5Kcz","h1a1cz","h1a2cz","h1a3cz","energyz","hnr05z","hnr15z","hnr25z","hnr35z","cppz","shrz","durationz","norm.soe","H1c_resid"
685,"01","f6","yi7inh",1,"i","rearticulated","L",150,4.657,-6.251,-10.908,-10.341,-0.567,3.598,25.659,5.492,13.454,13.138,14.574,0,28.695,42.119,46.651,46.591,182.413,271.758,2796.024,109.332,499.221,-1.60205999132796,0.09,-11.743,-19.705,-19.39,-0.621964847184189,-0.559925122479591,-0.174500395973155,0.486014046597817,0.24825723795234,-0.417582397482079,0.0354428590519274,-0.257966090877415,-0.572579366712491,0.542243752193519,-0.783822748428661,-0.575364026470174,0.0620295696105509,-0.245755839601628,0.479284930435813,0.633115474318795,0.669001418079193,0.573878504626509,0.0596451536036717,-0.803139598474281,1.56074618954197,0.916844917596421,-0.463565274066195
685,"02","f6","yi7inh",1,"i","rearticulated","L",150,4.657,-6.251,-10.908,-10.341,-0.567,3.598,25.659,5.492,13.454,13.138,14.574,0.062,28.695,42.119,46.651,46.591,164.562,291.925,2777.473,88.076,408.505,-1.55284196865778,0.085,-11.743,-19.705,-19.39,-0.621964847184189,-0.559925122479591,-0.174500395973155,0.486014046597817,0.24825723795234,-0.417582397482079,0.0354428590519274,-0.257966090877415,-0.572579366712491,0.542243752193519,-0.783822748428661,-0.575364026470174,0.0620295696105509,-0.116154281144851,0.479284930435813,0.633115474318795,0.669001418079193,0.573878504626509,0.0596451536036717,-0.580156478150975,1.56074618954197,0.905358651467487,-0.54709871753699
685,"03","f6","yi7inh",1,"i","rearticulated","L",150,8.698,-2.866,-11.564,-10.558,-1.007,3.506,22.289,11.669,15.558,15.492,14.032,0.76,27.61,41.516,46.428,45.789,160.369,311.146,2705.99,34.853,193.9,-1.50863830616573,0.081,-14.535,-18.424,-18.359,0.152213102944968,-0.685967162387527,-0.205899333880026,0.19645066880054,0.414660997639792,-0.284931032266372,0.771036504214177,-0.324412320928272,-0.585119699798588,0.174525328071212,-0.130044932878922,-0.313936025496167,0.340110873386243,0.000243396731354353,0.357965907366411,0.582492226743648,0.651379709147202,0.50986472076744,-0.0629450518264972,1.93020187645657,1.56074618954197,0.895678116175322,0.152056223912481
685,"04","f6","yi7inh",1,"i","rearticulated","L",150,7.403,-3.936,-11.34,-11.696,0.356,2.474,23.251,7.926,14.195,15.145,14.581,0.476,25.105,40.452,45.529,45.428,156.449,310.539,2640.463,23.047,161.242,-1.48148606012211,0.063,-11.862,-18.131,-19.082,-0.0925048901534653,-0.64292841705311,-0.370562888433109,0.473672341025512,0.452722123001558,-0.377954249580587,0.535304316516797,-0.118580021929823,-0.725789523112189,0.279494207598114,-0.526206558846653,-0.483292663009271,0.299119279329248,0.0717410557583254,0.0778699140126297,0.493166960707235,0.580339725605233,0.481050536262298,0.0612284219394856,0.908795325298198,1.56074618954197,0.845304716838847,-0.138744900667859
685,"05","f6","yi7inh",1,"i","rearticulated","L",150,4.909,-6.344,-11.254,-11.206,-0.047,3.303,25.058,5.086,12.321,13.553,14.083,0.325,27.483,41.068,46.029,45.951,153.589,306.842,2601.667,18.885,298.662,-1.55284196865778,0.051,-11.431,-18.665,-19.897,-0.643234728827324,-0.626404613040789,-0.299662060901465,0.518372131795794,0.38335474776885,-0.482814446138106,0.0813150685497959,-0.17943872809004,-0.612790217368996,0.476665481304051,-0.826794060248832,-0.716142507983268,0.111054098525977,-0.116154281144851,0.343765431855062,0.544881588412526,0.619850283748709,0.52279518583623,-0.0514098110941381,0.365723532252727,1.56074618954197,0.803101430300029,-0.568368599180125
685,"06","f6","yi7inh",1,"i","rearticulated","L",150,3.74,-7.566,-11.306,-10.821,-0.484,3.409,25.957,4.126,13.366,11.705,13.777,0.447,29.597,41.777,46.628,47.055,156.312,301.244,2585.555,29.947,376.103,-1.56863623584101,0.063,-11.692,-20.932,-19.271,-0.922716399450021,-0.636395750350564,-0.243954267840888,0.491303348985948,0.0888681566592071,-0.402271522156503,-0.13148101439865,-0.245431915663276,-0.59834157272632,0.574760099489794,-0.928401102976329,-0.586298277461482,-0.107252719391389,-0.157743957661249,0.580141850996736,0.604403781664234,0.667183932404593,0.610913910749461,-0.120621255488293,0.804496769017942,1.56074618954197,0.845304716838847,-0.82104404205665
685,"07","f6","yi7inh",1,"i","rearticulated","L",150,5.7,-5.248,-10.948,-12.036,1.088,0.118,29.143,6.852,15.941,15.021,14.822,0.682,29.696,43.487,47.868,48.116,158.352,305.696,2524.253,34.547,311.528,-1.52287874528034,0.063,-12.1,-21.188,-20.269,-0.392570317205003,-0.56761061271788,-0.419759381006086,0.448988929880902,0.0556133850120661,-0.530677014382765,0.225302837251439,-0.00803765739067153,-1.04693109649092,0.922401315885542,-0.63987943789804,-0.266347183113541,0.284470986352109,-0.037254718841673,0.59121151300952,0.74796224493704,0.765170116600413,0.69560047518147,0.115738088929653,1.64967472508209,1.56074618954197,0.845304716838847,-0.368558144917591
685,"08","f6","yi7inh",1,"i","rearticulated","L",150,4.312,-6.602,-10.915,-10.292,-0.623,2.753,28.246,4.793,13.971,12.452,15.401,0.306,29.538,42.843,47.184,47.335,152.889,310.052,2489.41,13.321,216.708,-1.42021640338319,0.044,-11.395,-20.573,-19.054,-0.702241497256666,-0.561270083271292,-0.16741031321999,0.522105757010945,0.135502777836252,-0.374351690680451,-0.0273583801415831,-0.266422883792979,-0.687759599948919,0.824524928218566,-0.85780537641462,-0.511125301896238,-0.0190085673436226,0.23307713893842,0.573544779696187,0.693896952336054,0.711119673060138,0.633262862720208,0.246696998420553,0.297389995379456,1.56074618954197,0.77371488775225,-0.852469135270295
685,"09","f6","yi7inh",1,"i","rearticulated","L",150,-0.592,-10.131,-9.539,-7.003,-2.536,8.001,25.82,-0.349,9.838,9.473,15.22,0.224,32.043,43.717,46.86,46.322,151.45,310.808,2468.903,17.489,212.826,-1.3767507096021,0.043,-9.782,-19.969,-19.605,-1.50935345767197,-0.296889219074159,0.30849340464037,0.689392909012022,0.213963254691225,-0.445244903322406,-0.920046139576296,-0.555312970354997,0.0275846178318774,0.559811308954258,-1.40203809902378,-1.0246623399312,-0.370921992979895,0.347531587691544,0.853640773049969,0.767271278008821,0.685516831383166,0.55240754719747,0.20575820288022,0.00247683624217993,1.56074618954197,0.769147216415542,-1.73335161464188
685,"10","f6","yi7inh",1,"i","rearticulated","L",150,-1.688,-10.766,-9.078,-5.338,-3.74,10.541,24.319,-1.337,9.328,9.235,15.22,0.27,32.043,43.717,46.86,46.322,145.826,311.448,2368.516,28.21,244.283,-1.3767507096021,0.017,-9.428,-20.094,-20.001,-1.65458329469767,-0.208313944077881,0.549411522681568,0.726106890294341,0.197725573222895,-0.496195379195753,-1.11955384437655,-0.737134018039613,0.373806857382797,0.396029304619664,-1.50660868049749,-1.08803129453992,-0.399037264984404,0.347531587691544,0.853640773049969,0.767271278008821,0.685516831383166,0.55240754719747,0.20575820288022,0.16791592551431,1.56074618954197,0.587476212097237,-1.87858145166759
686,"01","f6","yi7inh",2,"i","rearticulated","L",244,4.364,-4.97,-9.334,-8.235,-1.099,7.512,27.534,12.734,17.011,14.697,15.997,0,30.652,45.178,50.184,50.385,176.948,262.833,2748.165,84.545,234.686,-1.82390874094432,0.061,-17.704,-21.981,-19.667,-0.328989380680363,-0.257501081602929,0.130228466846523,-0.132212061944291,-0.0473984662230234,-0.453221998029849,-0.0178926861182135,-0.338305623575269,-0.0390699786800909,0.746834863537532,-0.0173246198531056,-0.133396631287407,0.246196414379584,-0.829930947257599,0.698106431031961,0.889925614173481,0.948183021920993,0.876706803830131,0.381500988155573,-0.803139598474281,4.14035074330634,0.838851704359081,0.205934664160704
686,"02","f6","yi7inh",2,"i","rearticulated","L",244,5.825,-4.143,-9.968,-11.862,1.894,3.307,26.591,16.533,15.861,12.584,15.452,0,25.846,40.927,46.52,47.217,162.705,276.472,2753.007,84.545,287.155,-1.76955107862173,0.08,-20.675,-20.004,-16.727,-0.139847529939798,-0.379316101879806,-0.394582352454033,-0.440339854005792,0.209416703880093,-0.0749533135156099,0.248056909423001,0.113679754929761,-0.612244985495687,0.643939173938917,0.384764083607062,-0.276287411287458,-0.00341522320666796,-0.686795620625646,0.160724656956802,0.533044311616348,0.658649651845602,0.62384437581825,0.258232239152912,-0.803139598474281,4.14035074330634,0.893184185248192,0.302820010749188
686,"03","f6","yi7inh",2,"i","rearticulated","L",244,8.212,-3.19,-11.403,-13.111,1.709,0.607,28.166,12.658,20.1,15.556,15.471,0.08,25.776,43.242,48.491,49.21,161.527,285.904,2782.36,68.83,545.646,-1.69897000433602,0.086,-15.848,-23.29,-18.746,0.0781115798011436,-0.655033064178415,-0.575307114876529,0.0602770602590558,-0.217439466559381,-0.33472354277896,0.682568671611145,0.0857421354765598,-0.980276499978948,0.815795707467888,-0.0253685107356991,0.250420429077949,0.347671282664766,-0.500940587678067,0.152897623210389,0.727393927099708,0.814400272047184,0.782921023238603,0.262529681778693,-0.515419443218402,4.14035074330634,0.90770842122785,0.40098803870567
686,"04","f6","yi7inh",2,"i","rearticulated","L",244,6.518,-3.396,-9.914,-9.615,-0.299,3.826,29.214,14.542,19.167,17.879,15.128,0,30.452,45.893,51.14,50.722,161.992,273.601,2820.809,112.151,430.107,-1.74472749489669,0.084,-17.938,-22.563,-21.275,0.030997648419576,-0.368940690058116,-0.0694514147732092,-0.156480625842774,-0.12300111113957,-0.660111809151923,0.374205485542139,-0.217494296210075,-0.541501149933905,0.930148499301768,0.174035310617014,0.134492517999646,0.622090513196173,-0.621429826497643,0.675743477470781,0.949951521331409,1.02372720909132,0.903605363880638,0.184949533323807,-0.803139598474281,4.14035074330634,0.902981398396892,0.431534292430062
686,"05","f6","yi7inh",2,"i","rearticulated","L",244,3.183,-3.442,-6.625,-6.4,-0.225,7.293,29.866,18.644,16.775,16.889,16.162,0,33.505,47.126,52.291,52.024,163.638,238.215,2694.69,99.018,411.534,-1.72124639904717,0.095,-22.086,-20.217,-20.33,0.020477061800391,0.262998744785177,0.395744831174209,-0.58667722007741,0.181747694658058,-0.538525446272346,-0.232873159995129,-0.206319248428795,-0.068921423743733,1.00129164841979,0.608193736938048,-0.162720304400461,0.505140432169012,-0.559599089477506,1.0171139635822,1.0534647290597,1.1146805139376,1.00752799054461,0.418820884642617,-0.803139598474281,4.14035074330634,0.927716643677754,0.381161296340417
686,"06","f6","yi7inh",2,"i","rearticulated","L",244,0.111,-4.775,-4.886,-4.79,-0.096,9.048,30.28,14.489,17.608,15.034,18.028,0,32.675,46.703,51.684,52.298,162.668,223.26,2438.197,111.932,651.82,-1.88605664769316,0.076,-19.264,-22.384,-19.809,-0.284391241751209,0.59712543289478,0.628704693063896,-0.294002487934174,-0.099748751276921,-0.471492118166251,-0.792077237683432,-0.186838421891158,0.170299060670386,1.04646536580455,0.1684257551331,-0.0592176785395538,0.286006694486809,-0.993579650161637,0.924307706303298,1.01795289867116,1.06671469635142,1.0293980364017,0.84087498673246,-0.803139598474281,4.14035074330634,0.882890703711934,0.356011007487086
686,"07","f6","yi7inh",2,"i","rearticulated","L",244,1.3,-6.15,-7.45,-4.694,-2.756,12.192,29.372,14.167,15.927,13.179,17.239,0.209,33.505,47.593,52.872,53.411,163.28,262.431,2441.881,112.028,225.546,-1.85387196432176,0.071,-20.316,-22.076,-19.329,-0.598865298302935,0.104485508620471,0.642595467437442,-0.403107313665812,-0.0597391041389545,-0.409733965592498,-0.575640503187536,-0.588536085380426,0.598851313090894,0.947388710284357,0.134345059551585,-0.268086723043977,0.066872956804605,-0.908830509560777,1.0171139635822,1.09267046142718,1.16059178250032,1.11823512048542,0.662418027167141,-0.0514706928682974,4.14035074330634,0.86924445104352,-0.0130872961020805
686,"08","f6","yi7inh",2,"i","rearticulated","L",244,6.208,-5.354,-11.562,-7.356,-4.206,11.307,24.503,9.796,16.17,14.013,15.058,0.567,33.902,46.883,51.043,50.59,158.296,304.323,2425.585,41.044,186.011,-1.63827216398241,0.07,-15.15,-21.524,-19.367,-0.416813408110081,-0.685582887875612,0.257415869704308,0.132667904708375,0.0119664972251933,-0.414623152671253,0.317775386556666,-0.807506616229839,0.478218761121381,0.416106512346223,-0.32828450686705,-0.237893279965705,0.165394540215364,-0.341110219085168,1.06150442640114,1.03306431585777,1.01606216081149,0.893069429380143,0.169116849965668,1.23607700190176,4.14035074330634,0.866401707913903,-0.196954082785964
686,"09","f6","yi7inh",2,"i","rearticulated","L",244,4.914,-6.553,-11.468,-9.204,-2.263,8.814,24.489,5.253,16.213,13.57,15.763,0.468,30.105,43.952,48.253,48.39,151.403,305.65,2441.703,36.542,225.348,-1.60205999132796,0.057,-11.806,-22.767,-20.123,-0.691034785423186,-0.667521985815634,-0.00998153698646306,0.479480202471303,-0.149501007295886,-0.511892242974915,0.0822252314366584,-0.514086104891625,0.138402996081837,0.414578898714855,-0.809118668441028,-0.232550407322225,0.113062332240584,-0.245755839601628,0.636943753042133,0.787000072669119,0.79559324637089,0.717470521038558,0.328574589501219,0.88002330977261,4.14035074330634,0.825296494388943,-0.532635212305193
686,"10","f6","yi7inh",2,"i","rearticulated","L",244,2.601,-9.817,-12.418,-7.718,-4.7,12.639,22.976,6.306,13.4,11.615,14.115,0.215,22.743,36.803,42.908,43.909,137.367,345.12,2433.536,142.159,202.251,-1.79588001734408,0.015,-16.123,-23.217,-21.432,-1.43753901857579,-0.850052378974992,0.205036074670726,0.0317563120877624,-0.207956660581876,-0.680311871556254,-0.338816120025921,-0.882107610877846,0.659780974933123,0.249487511267659,-0.697668443449304,-0.582073680487567,-0.117884544939312,-0.756125335754506,-0.186236567544908,0.186824953407545,0.373225379817132,0.359807471820996,-0.0441720129875599,-0.0298916812241065,4.14035074330634,0.563536477892565,-0.950185673884731
687,"01","f6","yi7inh",3,"i","rearticulated","L",173,4.088,-5.203,-9.29,-6.777,-2.513,7.619,24.162,4.479,14.821,12.364,16.823,0.574,30.96,44.863,49.078,48.636,162.477,304.345,2784.689,23.363,319.269,-1.38721614328026,0.057,-9.681,-20.024,-17.567,-0.382278438990583,-0.249047042340811,0.341194602644761,0.699867801976751,0.20681867484516,-0.183030080519678,-0.0681336774730219,-0.551839644693248,-0.0244850260690876,0.378898208896459,-0.891039346640072,-0.405510377548374,-0.0294041301015923,0.319973867144636,0.732545379516178,0.863480634096912,0.860785667307625,0.737105671698572,0.568326651781624,1.26125251548665,2.19192602716517,0.825296494388943,-0.588514531067917
