"idnum","measurement.no","Speaker","Word","Iter","Vowel","Phonation","Tone","Duration","h1h2c","h1c","h2c","h4c","h2h4c","h42Kc","h2Kh5Kc","h1a1c","h1a2c","h1a3c","cpp","shr","hnr05","hnr15","hnr25","hnr35","f0","f1","f2","sB1","sB2","energy","soe","a1c","a2c","a3c","h1cz","h2cz","h4cz","a1cz","a2cz","a3cz","h1h2cz","h2h4cz","h42Kcz","h2Kh5Kcz","h1a1cz","h1a2cz","h1a3cz","energyz","hnr05z","hnr15z","hnr25z","hnr35z","cppz","shrz","durationz","norm.soe","H1c_resid"
1113,"01","f8","yej",2,"e","modal","L",113,4.472,4.234,-0.237,-2.411,2.174,7.795,13.256,15.419,28.412,13.651,17.147,0.41,19.368,30.737,34.999,34.658,175.863,377.144,1636.062,86.462,975.471,-0.623423042943488,0.041,-11.185,-24.178,-9.417,0.566642891268992,0.801145077507825,0.562225164225139,0.221018228971955,-0.744772260667718,0.526478796922405,-0.372163238632261,0.0976762953080461,0.0819572373946844,-0.51315765194055,0.11214140239555,1.05989859579872,-0.175438256394913,0.8915471558287,-1.1189406968814,-0.987128612351885,-0.900709357486982,-1.04236356076456,-0.254465634462396,0.306979054464124,-0.00680504903719651,0.782082660904394,-0.00799529078497963
1113,"02","f8","yej",2,"e","modal","L",113,4.472,4.234,-0.237,-2.411,2.174,7.795,13.256,15.419,28.412,13.651,17.147,0.099,19.368,30.737,34.999,34.658,181.33,321.541,1582.16,90.677,656.356,-0.764471553092451,0.066,-11.185,-24.178,-9.417,0.566642891268992,0.801145077507825,0.562225164225139,0.221018228971955,-0.744772260667718,0.526478796922405,-0.372163238632261,0.0976762953080461,0.0819572373946844,-0.51315765194055,0.11214140239555,1.05989859579872,-0.175438256394913,0.538911115677363,-1.1189406968814,-0.987128612351885,-0.900709357486982,-1.04236356076456,-0.254465634462396,-0.64739370478559,-0.00680504903719651,0.879804136773505,0.219292892138919
1113,"03","f8","yej",2,"e","modal","L",113,7.767,5.023,-2.744,-6.654,3.909,-1.999,14.041,11.329,27.685,4.961,16.115,0.796,18.487,30.2,35.053,34.494,175.495,333.428,1546.53,52.642,717.554,-0.54821356447571,0.076,-6.306,-22.662,0.062,0.745344521261856,0.319085955722821,-0.116852530844673,0.863561775968487,-0.543911394991638,1.80454693776762,0.364953700260755,0.356977293460096,-1.29598974975842,-0.427786283499664,-0.44476530532523,0.965038805962575,-1.26218079812942,1.07957872483085,-1.21877630651019,-1.0384809648312,-0.895583697357073,-1.05962364306729,-0.51318083739811,1.49150601610525,-0.00680504903719651,0.908912571126212,0.0495123919514266
1113,"04","f8","yej",2,"e","modal","L",113,8.435,5.633,-2.802,-3.934,1.132,-0.089,15.026,10.137,27.882,6.132,16.498,0.682,19.106,31.043,35.769,34.669,169.993,343.888,1629.259,47.959,910.221,-0.459670525209126,0.067,-4.504,-22.249,-0.5,0.883504209849496,0.307933411222012,0.318474202737672,1.10087751109613,-0.489191383432125,1.72877161387744,0.514390457523437,-0.0580537566080554,-1.02726616945799,-0.320664247940081,-0.60707161231867,0.990743590828767,-1.11573942685541,1.30094559157022,-1.14863074196964,-0.957866377978199,-0.827621240819753,-1.04120587231743,-0.417165408401618,1.14167162847031,-0.00680504903719651,0.882904095543454,0.0449921863366587
1113,"05","f8","yej",2,"e","modal","L",113,7.115,5.336,-1.779,-1.271,-0.508,5.065,12.835,9.903,27.06,7.805,17.597,0.771,19.986,31.517,35.899,34.465,163.518,382.467,1660.91,61.211,1102.232,-0.482804102050026,0.051,-4.566,-21.724,-2.468,0.816236295897809,0.504641221986295,0.744678280505975,1.09271237481537,-0.419632046703931,1.46342314872464,0.219096266525324,-0.303156717397313,-0.302134581568759,-0.558942806225408,-0.638933756476778,0.883488092554606,-0.90651960265267,1.24310922787452,-1.04890845312364,-0.912538603164058,-0.815281688655155,-1.06267573079155,-0.14165377271717,1.41478794864145,-0.00680504903719651,0.82677162962552,0.0150021467782953
1113,"06","f8","yej",2,"e","modal","L",113,2.488,3.83,1.342,-1.659,3.001,6.96,13.302,13.941,27.778,11.027,18.697,0.461,20.146,31.131,35.205,34.284,158.526,422.959,1472.402,77.971,1381.351,-0.578396073130169,0.029,-10.112,-23.949,-7.198,0.475140408991277,1.10476348727987,0.682580202333199,0.362327764927536,-0.714431140456753,0.82566997790516,-0.815999356011242,0.221273946876775,-0.0355213958780172,-0.50815499850325,-0.0891075252355777,0.97717355211768,-0.50358698246066,1.00411929372802,-1.03077712787891,-0.949451094890342,-0.881155913287697,-1.08172496796712,0.134108555993378,0.463483912090283,-0.00680504903719651,0.711678069538176,-0.172055066582706
1113,"07","f8","yej",2,"e","modal","L",113,0.127,2.994,2.867,-2.165,5.032,7.181,16.294,17.096,29.687,15.76,18.482,0.243,20.869,31.265,35.353,35.44,155.656,409.623,1633.478,105.149,1592.917,-0.703334809738469,0.046,-14.102,-26.693,-12.766,0.285793688238381,1.39799849355116,0.601596626159424,-0.163138263462741,-1.07799460708945,0.074927978936265,-1.34417328400105,0.524813040390789,-0.00442824862859555,-0.182765018407541,0.340486768861992,1.22626205115098,0.0883062799132659,0.691759373778977,-0.948846201929289,-0.936636913824741,-0.867107807746463,-0.960062436613763,0.0802095553817705,-0.205497636194083,-0.00680504903719651,0.805617935435135,-0.16007319201391
1113,"08","f8","yej",2,"e","modal","L",113,2.329,3.463,1.134,-1.048,2.181,14.144,12.712,19.965,29.415,20.787,16.272,0.302,18.847,30.184,34.276,35.101,151.309,389.341,1786.144,138.407,1031.249,-0.863279432843593,0.061,-16.502,-25.952,-17.324,0.392018104545927,1.06476815527697,0.780368670795998,-0.479208054975689,-0.979816571821653,-0.539634167489781,-0.851568883563288,0.0987224664821466,0.975216929189154,-0.572319466503407,0.731138442321875,1.19077118067583,0.716966205954619,0.291881073216128,-1.17798082470955,-1.04001101630172,-0.969336251448549,-0.995740289666347,-0.473822032300332,-0.0244429969795066,-0.00680504903719651,0.863575588911608,0.203888953785555
1113,"09","f8","yej",2,"e","modal","L",113,5.477,3.956,-1.521,-3.138,1.617,16.505,8.953,22.684,28.793,22.946,14.138,0,15.743,28.247,32.139,33.324,146.013,416.123,1770.47,116.527,377.651,-1,0.054,-18.728,-24.837,-18.99,0.503678311879871,0.554250816489897,0.445871290947799,-0.772362786603949,-0.832085790008441,-0.764263508416896,-0.14733697957688,0.0144309604546214,1.30739304075424,-0.981123254999319,1.10136566439835,1.10961191069222,0.986963576219843,-0.0499346564102412,-1.52972853445729,-1.22524287245149,-1.17217950510812,-1.18275959608063,-1.0088009499988,-0.951197251942252,-0.00680504903719651,0.838507979759993,0.535863216507152
1113,"10","f8","yej",2,"e","modal","L",113,5.477,3.956,-1.521,-3.138,1.617,16.505,8.953,22.684,28.793,22.946,14.138,0,15.743,28.247,32.139,33.324,148.544,416.123,1770.47,116.527,377.651,-1,0.031,-18.728,-24.837,-18.99,0.503678311879871,0.554250816489897,0.445871290947799,-0.772362786603949,-0.832085790008441,-0.764263508416896,-0.14733697957688,0.0144309604546214,1.30739304075424,-0.981123254999319,1.10136566439835,1.10961191069222,0.986963576219843,-0.0499346564102412,-1.52972853445729,-1.22524287245149,-1.17217950510812,-1.18275959608063,-1.0088009499988,-0.951197251942252,-0.00680504903719651,0.725182328474065,0.535863216507152
1114,"01","f8","yej",3,"e","modal","F",91,7.204,4.096,-3.109,-9.275,6.166,9.45,13.84,20.448,27.575,21.749,16.93,0.353,25.848,41.333,44.708,45.058,178.638,455.421,2316.317,116.249,194.893,-0.943095148663527,0.032,-16.352,-23.479,-17.653,0.535387092867198,0.248901839467725,-0.536334651697366,-0.45945369300613,-0.652158972338179,-0.583993743219085,0.239006253645651,0.694292770595068,0.314804109330398,-0.449645703953955,0.796905175776431,0.950685880402772,0.837270731288174,0.0923334286585165,-0.384622024469885,0.02614797399967,0.0208653499443581,0.0521782437984983,-0.308866021126203,0.132061860646652,-0.630329995057722,0.731621094643449,0.475874465587464
1114,"02","f8","yej",3,"e","modal","F",91,7.204,4.096,-3.109,-9.275,6.166,9.45,13.84,20.448,27.575,21.749,16.93,0,25.848,41.333,44.708,45.058,181.532,344.846,2343.354,45.049,311.807,-1.14266750356873,0.066,-16.352,-23.479,-17.653,0.535387092867198,0.248901839467725,-0.536334651697366,-0.45945369300613,-0.652158972338179,-0.583993743219085,0.239006253645651,0.694292770595068,0.314804109330398,-0.449645703953955,0.796905175776431,0.950685880402772,0.837270731288174,-0.406618349585174,-0.384622024469885,0.02614797399967,0.0208653499443581,0.0521782437984983,-0.308866021126203,-0.951197251942252,-0.630329995057722,0.879804136773505,0.797469056415412
1114,"03","f8","yej",3,"e","modal","F",91,7.204,4.096,-3.109,-9.275,6.166,9.45,13.84,20.448,27.575,21.749,16.93,0.292,25.848,41.333,44.708,45.058,184.778,361.52,2514.983,40.68,351.199,-0.987162775294828,0.076,-16.352,-23.479,-17.653,0.535387092867198,0.248901839467725,-0.536334651697366,-0.45945369300613,-0.652158972338179,-0.583993743219085,0.239006253645651,0.694292770595068,0.314804109330398,-0.449645703953955,0.796905175776431,0.950685880402772,0.837270731288174,-0.0178402508629301,-0.384622024469885,0.02614797399967,0.0208653499443581,0.0521782437984983,-0.308866021126203,-0.055130223965028,-0.630329995057722,0.908912571126212,0.546885855727062
1114,"04","f8","yej",3,"e","modal","F",91,12.839,2.85,-9.989,-9.643,-0.345,6.211,14.987,14.058,24.216,18.593,15.757,0.912,25.993,43.8,47.671,47.569,182.895,383.189,2492.216,76.717,268.65,-0.872895201635192,0.079,-11.207,-21.365,-15.743,0.253178942079987,-1.07402068062833,-0.595231798005565,0.218120922549753,-0.372066709779318,-0.326465507222212,1.49959925839896,-0.278795874343259,-0.1409004333885,-0.324905628028227,-0.0731764531565237,0.512399726262986,0.442591851919463,0.267840644670664,-0.368190510966849,0.262062785110399,0.302112219665139,0.316446942957907,-0.602928940742088,1.8474778491373,-0.630329995057722,0.916910107259206,0.080544819333387
1114,"05","f8","yej",3,"e","modal","F",91,11.182,3.89,-7.292,-9.081,1.789,7.009,15.027,15.951,25.786,20.534,16.462,0.188,27.42,44.92,48.512,48.067,178.837,460.416,2375.223,134.561,216.95,-0.829738284605043,0.075,-12.061,-21.896,-16.645,0.488729886557274,-0.555427361340678,-0.505285612610978,0.105652755069729,-0.442421010355835,-0.448083553750578,1.12891556560815,0.0401368807325191,-0.0286274401530322,-0.320555494604488,0.184580123302018,0.717255118343803,0.685326866131968,0.37573745485731,-0.206481753940424,0.369166388046766,0.381939630206879,0.368858656291791,-0.426190357341237,-0.37427738461445,-0.630329995057722,0.906177324467239,0.246551907998083
1114,"06","f8","yej",3,"e","modal","F",91,7.892,4.961,-2.931,-9.791,6.859,8.217,13.83,20.324,29.516,21.422,17.489,0,26.35,42.966,46.458,46.51,172.842,518.875,2297.805,100.493,130.757,-0.869666231504994,0.079,-15.363,-24.554,-16.461,0.731302061110326,0.283128613970211,-0.618918693803428,-0.329206599753502,-0.794589995162576,-0.423274550911089,0.392917165317395,0.797863716831017,0.141329672413942,-0.45073323730989,0.780020962632819,1.20394977596256,0.796377197209096,0.275913408000653,-0.327734991514548,0.182308852209569,0.186974706006243,0.204993118820187,-0.168728619536024,-0.951197251942252,-0.630329995057722,0.916910107259206,0.553464716062169
1114,"07","f8","yej",3,"e","modal","F",91,5.722,5.307,-0.416,-10.03,9.614,9.92,13.417,23.189,31.033,24.034,17.305,0,25.118,39.735,43.204,43.74,166.848,541.504,2217.51,162.265,75.507,-0.950781977329818,0.073,-17.882,-25.727,-18.727,0.809668048407577,0.766726017755325,-0.657169829585112,-0.660948185095635,-0.95000542750957,-0.728802814140887,-0.0925285880658662,1.209606800352,0.380929807100661,-0.495648364909999,1.17012798405581,1.40188966754638,1.12302524312515,0.0731155523453254,-0.46734619589896,-0.126665916618467,-0.121893776636828,-0.0865338810490124,-0.214856136338516,-0.951197251942252,-0.630329995057722,0.900597170047585,0.762542119279872
1114,"08","f8","yej",3,"e","modal","F",91,4.198,4.287,0.089,-8.97,9.059,11.863,13.517,23.694,28.146,23.775,16.994,0.584,24.609,37.219,40.109,41.406,158.61,523.523,2147.63,211.91,77.791,-1.07572071393812,0.047,-19.407,-23.859,-19.488,0.578646929785623,0.863830069012376,-0.487520440762581,-0.861784198452821,-0.70250668273192,-0.831409613928123,-0.433459154036414,1.12666037154831,0.654296255542409,-0.484773031350651,1.23889030371327,1.02519061217229,1.09063556322766,-0.239244367603717,-0.525026474333753,-0.367266510357663,-0.415670037786276,-0.332174320649992,-0.292821667455771,0.840936804012196,-0.630329995057722,0.810023222142661,0.73284959597961
1114,"09","f8","yej",3,"e","modal","F",91,2.236,2.349,0.113,-7.863,7.976,13.258,12.33,23.924,24.695,20.708,17.305,0.764,24.827,36.681,38.89,40.443,150.323,488.666,2087.759,146.158,144.749,-1.19382002601611,0.039,-21.575,-22.347,-18.359,0.13970680440391,0.868444915012711,-0.310348862058296,-1.14730057678618,-0.502175792954721,-0.679184808461909,-0.872373701565427,0.964802745612481,0.850562954243509,-0.613863240700118,1.27020779583448,0.574900193018853,0.707086728302487,-0.534505010284721,-0.50032254368781,-0.418714491053882,-0.531377069237384,-0.43352468197636,-0.214856136338516,1.39330688975158,-0.630329995057722,0.771873641564393,0.484216890494932
1114,"10","f8","yej",3,"e","modal","F",91,2.236,2.349,0.113,-7.863,7.976,13.258,12.33,23.924,24.695,20.708,17.305,0.764,24.827,36.681,38.89,40.443,149.298,488.666,2087.759,146.158,144.749,-1.19382002601611,0.013,-21.575,-22.347,-18.359,0.13970680440391,0.868444915012711,-0.310348862058296,-1.14730057678618,-0.502175792954721,-0.679184808461909,-0.872373701565427,0.964802745612481,0.850562954243509,-0.613863240700118,1.27020779583448,0.574900193018853,0.707086728302487,-0.534505010284721,-0.50032254368781,-0.418714491053882,-0.531377069237384,-0.43352468197636,-0.214856136338516,1.39330688975158,-0.630329995057722,0.552205301540985,0.484216890494932
1115,"01","f8","yej",3,"e","modal","L",100,7.085,3.47,-3.615,-5.55,1.934,7.014,18.675,18.101,21.589,19.708,19.431,0.293,30.528,44.925,48.221,46.754,167.212,367.676,2661.894,73.364,504.444,-0.950781977329818,0.055,-14.631,-18.119,-16.237,0.393603543595293,0.15160550296066,0.059838908079926,-0.232805313342053,0.0580087321630006,-0.393072286584754,0.21238503491173,0.0618075693388864,-0.0279239752831358,0.0761766736405483,0.47733059313079,0.169625767666611,0.582030049161577,0.0731155523453254,0.145719238938433,0.369644529131303,0.354318017284588,0.230672753465705,0.318117237151144,-0.0520615012664758,-0.375251608049325,0.842278232930611,0.346477614467588
1115,"04","f8","yej",3,"e","modal","L",100,7.379,1.797,-5.582,-5.325,-0.257,3.168,23.293,8.583,15.811,20.365,18.311,0.644,29.074,46.308,50.703,48.372,154.505,340.47,2810.353,35.799,330.583,-0.823908740944319,0.034,-6.786,-14.014,-18.568,0.0146836107967349,-0.226619583816803,0.0958493915564066,0.800347817665897,0.601896498390117,-0.707364599730676,0.278155104724946,-0.265644008154567,-0.569029153207459,0.578399577411265,-0.818668928650722,-0.584294267647377,0.664192287357155,0.390311924238347,-0.0190491792230398,0.501898353114335,0.58990854399636,0.400958199598689,0.0373410479185854,1.02506016592532,-0.375251608049325,0.743933080326126,-0.236888202440484
1115,"05","f8","yej",3,"e","modal","L",100,4.959,2.135,-2.825,-4.442,1.617,4.592,23.123,9.89,15.555,19.356,20.522,0.55,30.988,47.131,51.105,48.71,153.614,368.493,2729.257,49.952,440.907,-0.838631997765025,0.048,-7.755,-13.42,-17.221,0.0912376677518529,0.30351085047169,0.23717053337744,0.672734639342544,0.680597919374016,-0.525746519161154,-0.263217578771594,0.0144309604546214,-0.36868235826096,0.559911510360372,-0.640703875596673,-0.617697439859281,0.538010098103977,0.353502240974753,0.197846799017028,0.580600375629183,0.628066236074576,0.436530808246988,0.591623328626788,0.736600232261424,-0.375251608049325,0.814337671692344,-0.136608816618254
1115,"06","f8","yej",3,"e","modal","L",100,4.32,3.265,-1.055,-4.924,3.869,6.11,19.909,16.427,19.078,20.058,22.256,0,32.645,46.928,50.753,48.859,152.854,386.615,2645.074,75.428,595.505,-0.91721462968355,0.061,-13.162,-15.813,-16.793,0.347172828578135,0.643855742996404,0.160028075441157,-0.0393442617868362,0.363539837868172,-0.468038621251907,-0.406166812141134,0.350999172465236,-0.155110423760408,0.210378289762909,0.249393715692016,-0.158012378521243,0.625799886860896,0.157037435248322,0.385619336082752,0.561187847596966,0.594654525598128,0.45221222448544,1.02632503588505,-0.951197251942252,-0.375251608049325,0.863575588911608,0.245955853440533
1115,"07","f8","yej",3,"e","modal","L",100,5.798,4.224,-1.573,-5.481,3.908,8.375,15.115,23.005,24.024,20.561,20.702,0,32.133,44.741,48.196,46.987,147.506,399.167,2430.697,85.811,456.341,-1.0268721464003,0.071,-18.78,-19.8,-16.336,0.564377978341326,0.544251983489171,0.0708821230127134,-0.779210965420063,-0.16471363934194,-0.406420608764697,-0.0755268013114295,0.356827840435225,0.163559162302669,-0.310985201072261,1.14507399035884,0.487347347104058,0.688703396468773,-0.117117835353156,0.327599095299619,0.352048937220329,0.351945026483704,0.255194699664089,0.636748073324878,-0.951197251942252,-0.375251608049325,0.894864115811257,0.63986515762673
1115,"08","f8","yej",3,"e","modal","L",100,8.457,4.778,-3.678,-6.138,2.46,10.624,13.596,25.741,27.627,19.245,16.757,0,29.177,41.97,43.954,43.537,144.156,370,2414.118,117.811,825.787,-1.16749108729376,0.074,-20.962,-22.848,-14.467,0.689854154534034,0.139491532209781,-0.0342684887386102,-1.06657108420392,-0.568555274289626,-0.15442046579184,0.519312027373405,0.140419860421295,0.479977660782077,-0.476181517838765,1.5176159835921,0.957470899758315,0.524128806719336,-0.468679907398976,-0.00737713859674584,0.0870631481697286,-0.0507040526103055,-0.107898495118849,-0.352235914641589,-0.951197251942252,-0.375251608049325,0.903405848323316,0.99193730088498
1115,"09","f8","yej",3,"e","modal","L",100,11.984,4.702,-7.281,-7.083,-0.198,9.347,17.102,25.401,27.786,18.541,15.245,0,25.772,39.846,41.117,41.246,147.015,435.609,2431.452,186.265,773.355,-1.2839966563652,0.067,-20.698,-23.084,-13.839,0.672640816283771,-0.553312223590525,-0.185512519339829,-1.03180340713749,-0.599823852323633,-0.0697462604483659,1.30832915741154,-0.256826279687148,0.300312733010532,-0.0948923232480047,1.47132056045639,0.978217401249303,0.436088904604136,-0.759956025732593,-0.393234403961131,-0.116051184541739,-0.319991048694631,-0.349013425335577,-0.731283770105544,-0.951197251942252,-0.375251608049325,0.882904095543454,1.16246319551846
1115,"10","f8","yej",3,"e","modal","L",100,11.984,4.702,-7.281,-7.083,-0.198,9.347,17.102,25.401,27.786,18.541,15.245,0,25.772,39.846,41.117,41.246,148.386,435.609,2431.452,186.265,773.355,-1.2839966563652,0.031,-20.698,-23.084,-13.839,0.672640816283771,-0.553312223590525,-0.185512519339829,-1.03180340713749,-0.599823852323633,-0.0697462604483659,1.30832915741154,-0.256826279687148,0.300312733010532,-0.0948923232480047,1.47132056045639,0.978217401249303,0.436088904604136,-0.759956025732593,-0.393234403961131,-0.116051184541739,-0.319991048694631,-0.349013425335577,-0.731283770105544,-0.951197251942252,-0.375251608049325,0.725182328474065,1.16246319551846
1116,"01","f8","yell",1,"e","modal","F",125,10.618,7.157,-3.461,-2.344,-1.117,3.748,17.438,13.131,14.445,16.213,22.106,0.371,34.464,51.243,53.915,49.184,188.268,380.805,2793.81,13.293,192.157,-0.423658649794207,0.034,-5.973,-7.288,-9.056,1.22867694002583,0.181217431462811,0.572948285971469,0.907416459540908,1.49305097235932,0.575152981841186,1.00274441127259,-0.394173609544056,-0.487427228299475,-0.0583512024885937,-0.199399562705952,-0.762531506871834,0.144956955564098,1.3909790497849,0.591749839958762,0.973823603552701,0.894790402093946,0.486416655878035,0.988721081969978,0.187298869220591,0.333299466973999,0.743933080326126,0.332134713158878
1116,"02","f8","yell",1,"e","modal","F",125,10.618,7.157,-3.461,-2.344,-1.117,3.748,17.438,13.131,14.445,16.213,22.106,0.473,34.464,51.243,53.915,49.184,187.262,378.214,2779.628,15.504,236.206,-0.244125144327509,0.038,-5.973,-7.288,-9.056,1.22867694002583,0.181217431462811,0.572948285971469,0.907416459540908,1.49305097235932,0.575152981841186,1.00274441127259,-0.394173609544056,-0.487427228299475,-0.0583512024885937,-0.199399562705952,-0.762531506871834,0.144956955564098,1.83983160679102,0.591749839958762,0.973823603552701,0.894790402093946,0.486416655878035,0.988721081969978,0.500308584472909,0.333299466973999,0.766576057599303,0.0428310956418394
1116,"03","f8","yell",1,"e","modal","F",125,7.905,5.941,-1.963,-0.414,-1.549,3.358,16.991,8.019,10.506,11.271,24.039,0.537,31.261,48.588,51.386,46.902,184.725,374.862,2750.669,24.831,199.095,-0.22548303427145,0.047,-2.077,-4.564,-5.329,0.953263528021615,0.469260735983726,0.881838210903059,1.42050308776359,1.85396455949761,1.07767012087802,0.395825365683285,-0.458737316288543,-0.542297488151396,-0.106963943498882,-0.895464865852316,-1.27649672305422,-0.473073152750277,1.88643883336357,0.228783372715847,0.719930687663367,0.654738652676513,0.246248925299872,1.47331070142224,0.696706837180246,0.333299466973999,0.810023222142661,-0.262622557950419
1116,"04","f8","yell",1,"e","modal","F",125,8.8,6.441,-2.359,-1.048,-1.31,2.979,18.598,9.03,10.411,11.582,24.893,0.719,34.741,51.795,54.837,50.479,182.735,374.136,2710.576,51.101,193.405,-0.320572103387881,0.055,-2.589,-3.97,-5.141,1.06650917440493,0.393115776978197,0.780368670795998,1.35307486557417,1.93266598048151,1.10301844986619,0.596043775488824,-0.423018043344255,-0.595620125289544,0.0678026667998497,-0.757804063528182,-1.28889243149223,-0.434180525537454,1.64870620676949,0.623139696788699,1.02661037928562,0.982306302830551,0.622708159426993,1.68740254571207,1.25521436831673,0.333299466973999,0.842278232930611,0.00385137643517752
1116,"05","f8","yell",1,"e","modal","F",125,10.599,6.966,-3.634,-1.661,-1.973,4.02,15.745,11.207,11.84,14.262,24.881,0.897,40.499,56.675,59.145,54.468,181.158,375.6,2727.097,76.811,206.282,-0.42712839779952,0.055,-4.241,-4.874,-7.296,1.1854171031074,0.147952083210395,0.682260109146741,1.13551349241609,1.81289142733429,0.812456487262389,0.998493964583979,-0.522105398834058,-0.44915873937711,-0.242470599648365,-0.461377192450398,-1.10243488035625,-0.0990286254398167,1.38230431656281,1.27564076403338,1.49327607779408,1.3912200776389,1.0425280881195,1.68439422939886,1.80144700865902,0.333299466973999,0.842278232930611,0.294466092471653
1116,"06","f8","yell",1,"e","modal","F",125,11.835,7.233,-4.603,-1.915,-2.687,5.124,13.686,12.873,13.84,18.562,23.692,0.449,38.709,54.325,55.768,50.562,179.893,373.218,2761.694,97.562,302.009,-0.507239610973163,0.059,-5.64,-6.607,-11.329,1.24589027827609,-0.0383723240531342,0.641608274466625,0.95127114311333,1.58327936914389,0.26868089785119,1.27499670706403,-0.628814858592308,-0.293833696103981,-0.466393717635352,-0.234529619085405,-0.841472597450747,0.438715094866095,1.18201789768863,1.07279656285797,1.26854976806152,1.07067648025547,0.631443444982641,1.38632022136537,0.426659239707658,0.333299466973999,0.856714535232989,0.484031961032396
1116,"07","f8","yell",1,"e","modal","F",125,13.505,7.537,-5.968,-3.126,-2.842,4.563,16.147,14.483,16.268,20.172,21.505,0,35.947,51.542,52.935,47.043,178.2,347.614,2699.844,130.49,218.522,-0.596879478824182,0.07,-6.946,-8.731,-12.635,1.31474363127714,-0.300841690322193,0.447791850066545,0.7792764982317,1.30186216683783,0.0925909103056841,1.64858860022073,-0.651980077447391,-0.372762454506359,-0.198751758739784,-0.0153071742368827,-0.52466438600347,0.640056348282959,0.95790884467355,0.759804560820842,1.00241644040803,0.80176916269929,0.261088386304044,0.838054573283578,-0.951197251942252,0.333299466973999,0.891937587129816,0.697332658141369
1116,"08","f8","yell",1,"e","modal","F",125,12.153,7.704,-4.449,-3.692,-0.757,3.467,19.759,16.431,17.768,17.546,19.537,0,30.747,48.085,51.648,47.051,173.603,288.904,2757.269,114.291,333.256,-0.643974142806877,0.085,-8.727,-10.064,-9.841,1.35256767716917,-0.00876039555098401,0.357205478299042,0.5447263737798,1.12524769853558,0.469310225161843,1.34613576216812,-0.340370520590316,-0.526961953987654,0.194065289423887,0.249938367728907,-0.328942673824346,0.31165750885893,0.84016725490719,0.170536490367156,0.67182969455891,0.679607596269778,0.261930341538323,0.344690697917797,-0.951197251942252,0.333299466973999,0.932042727641137,0.811045918252912
1116,"09","f8","yell",1,"e","modal","F",125,8.492,7.688,-0.804,-3.606,2.802,2.747,20.444,17.24,18.361,17.715,16.86,0,27.046,45.884,50.116,46.475,171.83,298.257,2726.315,81.776,297.361,-0.703334809738469,0.086,-9.552,-10.673,-10.027,1.3489438164849,0.692119340749908,0.370969485316719,0.436077382947224,1.04455886793087,0.444231559248011,0.527141797589264,0.191532794927347,-0.628260895252738,0.268561324305424,0.360094242190059,-0.251567356942865,0.332792087633744,0.691759373778977,-0.248863726699978,0.461351989145567,0.534190719991602,0.201309564670215,-0.326414532953238,-0.951197251942252,0.333299466973999,0.934461753309283,0.903076936232612
1116,"10","f8","yell",1,"e","modal","F",125,8.456,7.602,-0.854,-3.835,2.981,2.982,19.6,16.881,18.416,18.935,16.86,0,27.046,45.884,50.116,46.475,168.668,297.978,2702.786,70.66,360.218,-0.703334809738469,0.041,-9.279,-10.814,-11.333,1.32946556530697,0.68250507824921,0.334318815467323,0.472030321731822,1.0258772174953,0.268141571702505,0.519088319652952,0.218284886379345,-0.595198046367606,0.176773509064523,0.311211721879115,-0.244390894162964,0.485361236185654,0.691759373778977,-0.248863726699978,0.461351989145567,0.534190719991602,0.201309564670215,-0.326414532953238,-0.951197251942252,0.333299466973999,0.782082660904394,0.883598685054683
1117,"01","f8","yell",2,"e","modal","F",103,12.419,5.677,-6.742,-5.133,-1.609,4.438,15.839,14.173,19.976,17.227,23.527,0.257,39.202,57.663,61.143,56.991,184.792,344.183,2705.682,69.445,358.112,-0.721246399047171,0.032,-8.496,-14.299,-11.551,0.893469826731227,-0.449670473832999,0.126578337456337,0.575148091212921,0.564135715594812,0.238748296599197,1.40564201580865,-0.467704497780833,-0.39034907625377,-0.232247786102577,-0.057517707095915,-0.0408403134966741,0.27176442821298,0.646978525544798,1.12866370876829,1.58775675609866,1.58086950244555,1.30805972013033,1.34495587205879,-0.162535518414353,-0.290225479046526,0.731621094643449,0.476466013397931
1117,"02","f8","yell",2,"e","modal","F",103,12.419,5.677,-6.742,-5.133,-1.609,4.438,15.839,14.173,19.976,17.227,23.527,0.661,39.202,57.663,61.143,56.991,184.55,370.468,2747.856,21.068,180.362,-0.640164517660112,0.052,-8.496,-14.299,-11.551,0.893469826731227,-0.449670473832999,0.126578337456337,0.575148091212921,0.564135715594812,0.238748296599197,1.40564201580865,-0.467704497780833,-0.39034907625377,-0.232247786102577,-0.057517707095915,-0.0408403134966741,0.27176442821298,0.849691716560826,1.12866370876829,1.58775675609866,1.58086950244555,1.30805972013033,1.34495587205879,1.07722845180071,-0.290225479046526,0.830757338510873,0.345809167260012
1117,"03","f8","yell",2,"e","modal","F",103,10.863,4.399,-6.464,-5.222,-1.242,3.71,17.788,10.894,17.117,18.746,23.527,0.728,39.202,57.663,61.143,56.991,182.68,368.51,2729.055,36.931,175.204,-0.638272163982407,0.048,-6.496,-12.718,-14.347,0.604013954575484,-0.396215174329118,0.112334190658973,0.838539584140378,0.773608689627716,-0.138240681331304,1.0575528027836,-0.412855237652993,-0.492773561310688,-0.0202875350308735,-0.503996214337098,-0.413885896910086,0.461725523828022,0.854422798844268,1.12866370876829,1.58775675609866,1.58086950244555,1.30805972013033,1.34495587205879,1.2828328726037,-0.290225479046526,0.814337671692344,0.0533039213221527
