"idnum","percent","Speaker","Word","Iter","Vowel","Phonation","Tone","Duration","F0","F1","F2","F3","F4","Energy"
1192,"04","m1","bene7",1,"e","modal","M",105,141.322,383.687,2116.012,2734.01,3851.699,1.821
1192,"05","m1","bene7",1,"e","modal","M",105,141.338,383.289,2133.797,2775.376,3911.204,1.867
1192,"06","m1","bene7",1,"e","modal","M",105,142.227,383.144,2142.994,2807.256,3953.776,1.855
1192,"07","m1","bene7",1,"e","modal","M",105,142.78,375.26,2161.162,2818.579,3961.859,1.712
1192,"08","m1","bene7",1,"e","modal","M",105,143.682,350.003,2162.681,2810.434,3973.767,1.518
1192,"09","m1","bene7",1,"e","modal","M",105,145.514,321.02,2106.731,2789.612,3985.693,1.33
1192,"10","m1","bene7",1,"e","modal","M",105,148.43,321.02,2106.731,2789.612,3985.693,1.33
1193,"01","m1","bene7",2,"e","modal","M",91,142.557,381.777,2073.437,2727.066,3787.832,1.489
1193,"02","m1","bene7",2,"e","modal","M",91,143.763,378.432,1926.462,2560.666,3593.895,1.183
1193,"03","m1","bene7",2,"e","modal","M",91,142.396,377.678,1985.373,2584.285,3622.179,1.291
1193,"04","m1","bene7",2,"e","modal","M",91,141.119,376.845,2052.982,2655.658,3653.403,1.408
1193,"05","m1","bene7",2,"e","modal","M",91,140.89,381.051,2097.08,2751.831,3745.027,1.491
1193,"06","m1","bene7",2,"e","modal","M",91,139.541,384.65,2114.019,2798.081,3819.437,1.555
1193,"07","m1","bene7",2,"e","modal","M",91,139.518,386.873,2125.892,2804.209,3879.904,1.591
1193,"08","m1","bene7",2,"e","modal","M",91,140.242,385.492,2130.502,2817.902,3982.178,1.623
1193,"09","m1","bene7",2,"e","modal","M",91,141.68,382.38,2131.441,2825.07,4017.697,1.641
1193,"10","m1","bene7",2,"e","modal","M",91,141.221,382.38,2131.441,2825.07,4017.697,1.641
1194,"01","m1","bene7",3,"e","checked","H",106,151.723,375.989,2121.561,2880.891,4060.298,0.551
1194,"02","m1","bene7",3,"e","checked","H",106,152.685,361.465,2017.341,2749.634,4026.318,0.872
1194,"03","m1","bene7",3,"e","checked","H",106,157.618,367.397,2055.883,2834.281,4039.727,0.83
1194,"04","m1","bene7",3,"e","checked","H",106,158.449,372.124,2110.22,2864.564,4097.432,0.74
1194,"05","m1","bene7",3,"e","checked","H",106,159.322,368.462,2145.552,2922.777,4097.186,0.635
1194,"06","m1","bene7",3,"e","checked","H",106,166.597,358.706,2163.858,2918.211,4112.207,0.484
1194,"07","m1","bene7",3,"e","checked","H",106,171.4,366.533,2148.263,2917.572,4102.736,0.387
1194,"08","m1","bene7",3,"e","checked","H",106,175.638,391.389,2163.962,2907.475,3932.873,0.287
1194,"09","m1","bene7",3,"e","checked","H",106,179.064,425.56,2166.777,2925.872,4064.967,0.212
1194,"10","m1","bene7",3,"e","checked","H",106,173.357,425.56,2166.777,2925.872,4064.967,0.212
1195,"01","m1","bene7",3,"e","modal","M",113,144.145,397.158,2050.406,2590.317,4231.736,1.039
1195,"02","m1","bene7",3,"e","modal","M",113,143.947,398.26,1882.342,2477.605,4385.424,0.753
1195,"03","m1","bene7",3,"e","modal","M",113,141.989,405.144,1956.607,2529.874,4388.201,0.868
1195,"04","m1","bene7",3,"e","modal","M",113,140.805,406.235,2005.653,2590.865,4328.446,1.004
1195,"05","m1","bene7",3,"e","modal","M",113,140.976,406.043,2065.512,2582.996,4205.21,1.11
1195,"06","m1","bene7",3,"e","modal","M",113,141.113,404.006,2117.172,2597.681,4122.986,1.164
1195,"07","m1","bene7",3,"e","modal","M",113,141.822,397.129,2126.163,2616.13,4131.445,1.153
1195,"08","m1","bene7",3,"e","modal","M",113,142.386,385.884,2126.974,2649.038,4153.241,1.094
1195,"09","m1","bene7",3,"e","modal","M",113,143.656,374.284,2121.968,2678.577,4134.802,1.018
1195,"10","m1","bene7",3,"e","modal","M",113,144.033,374.284,2121.968,2678.577,4134.802,1.018
1196,"01","m1","bep",1,"e","modal","L",77,139.599,574.348,1648.963,2445.412,3866.379,1.21
1196,"02","m1","bep",1,"e","modal","L",77,138.443,549.971,1584.831,2479.127,3662.871,1.21
1196,"03","m1","bep",1,"e","modal","L",77,136.147,544.696,1605.271,2463.435,3732.517,1.343
1196,"04","m1","bep",1,"e","modal","L",77,133.49,550.342,1642.483,2431.933,3835.4,1.342
1196,"05","m1","bep",1,"e","modal","L",77,130.72,582.109,1666.446,2455.114,3911.547,1.229
1196,"06","m1","bep",1,"e","modal","L",77,128.623,604.153,1679.178,2419.231,3923.992,1.151
1196,"07","m1","bep",1,"e","modal","L",77,127.893,600.567,1675.59,2422.709,3929.738,1.107
1196,"08","m1","bep",1,"e","modal","L",77,127.355,575.642,1656.693,2456.339,3943.153,1.076
1196,"09","m1","bep",1,"e","modal","L",77,124.605,571.278,1645.829,2460.412,3900.815,1.076
1196,"10","m1","bep",1,"e","modal","L",77,122.511,571.278,1645.829,2460.412,3900.815,1.076
1197,"01","m1","bep",2,"e","modal","L",93,134.891,572.915,1685.356,2798.775,3754.018,0.636
1197,"02","m1","bep",2,"e","modal","L",93,132.357,541.149,1531.516,2785.426,3626.348,0.636
1197,"03","m1","bep",2,"e","modal","L",93,128.492,580.065,1582.357,2815.768,3668.416,0.552
1197,"04","m1","bep",2,"e","modal","L",93,125.688,606.038,1641.729,2712.386,3850.046,0.59
1197,"05","m1","bep",2,"e","modal","L",93,125.137,591.29,1701.391,2786.95,3764.532,0.609
1197,"06","m1","bep",2,"e","modal","L",93,122.447,584.9,1734.09,2830.485,3825.951,0.622
1197,"07","m1","bep",2,"e","modal","L",93,121.214,568.557,1747.874,2847.315,3847.538,0.706
1197,"08","m1","bep",2,"e","modal","L",93,120.734,550.758,1773.32,2852.241,3754.252,0.765
1197,"09","m1","bep",2,"e","modal","L",93,120.145,546.221,1747.551,2729.469,3636.192,0.765
1197,"10","m1","bep",2,"e","modal","L",93,119.485,546.221,1747.551,2729.469,3636.192,0.765
1198,"01","m1","bep",3,"e","modal","L",78,134.078,586.538,1657.51,2464.276,3681.716,0.532
1198,"02","m1","bep",3,"e","modal","L",78,132.86,559.755,1548.229,2536.168,3614.532,0.532
1198,"03","m1","bep",3,"e","modal","L",78,129.244,593.066,1572.628,2526.577,3646.593,0.475
1198,"04","m1","bep",3,"e","modal","L",78,125.849,614.213,1605.771,2485.285,3723.498,0.489
1198,"05","m1","bep",3,"e","modal","L",78,126.233,598.002,1648.879,2437.725,3678.476,0.527
1198,"06","m1","bep",3,"e","modal","L",78,125.495,579.955,1705.467,2381.829,3715.371,0.551
1198,"07","m1","bep",3,"e","modal","L",78,124.255,583.764,1726.605,2394.076,3780.948,0.565
1198,"08","m1","bep",3,"e","modal","L",78,123.395,573.515,1711.144,2474.787,3719.424,0.593
1198,"09","m1","bep",3,"e","modal","L",78,122.607,557.821,1719.754,2551.688,3324.411,0.593
1198,"10","m1","bep",3,"e","modal","L",78,119.707,557.821,1719.754,2551.688,3324.411,0.593
1199,"01","m1","bgah",1,"a","breathy","L",160,122.921,603.141,1410.859,2556.986,3751.383,0.592
1199,"02","m1","bgah",1,"a","breathy","L",160,121.289,601.01,1454.088,2532.211,3750.786,0.626
1199,"03","m1","bgah",1,"a","breathy","L",160,119.278,614.472,1385.07,2539.695,3726.855,0.675
1199,"04","m1","bgah",1,"a","breathy","L",160,118.161,667.616,1379.167,2580.972,3733.338,0.69
1199,"05","m1","bgah",1,"a","breathy","L",160,116.851,678.165,1412.408,2551.767,3708.891,0.688
1199,"06","m1","bgah",1,"a","breathy","L",160,116.537,686.388,1394.023,2560.971,3758.83,0.644
1199,"07","m1","bgah",1,"a","breathy","L",160,115.726,703.898,1457.36,2587.63,3741.08,0.571
1199,"08","m1","bgah",1,"a","breathy","L",160,114.613,725.921,1459.101,2625.084,3699.225,0.444
1199,"09","m1","bgah",1,"a","breathy","L",160,112.76,789.309,1466.453,2638.081,3741.124,0.316
1199,"10","m1","bgah",1,"a","breathy","L",160,115.141,648.541,1473.764,2636.078,3702.935,0.316
12,"01","f3","bedzjw",1,"e","modal","H",108,245.728,493.12,2078.472,3066.413,4333.106,0.149
12,"02","f3","bedzjw",1,"e","modal","H",108,249.435,496.503,1876.645,3650.992,4373.247,0.193
12,"03","f3","bedzjw",1,"e","modal","H",108,248.171,492.014,2062.683,3078.263,4263.522,0.264
12,"04","f3","bedzjw",1,"e","modal","H",108,248.806,492.241,2057.794,2927.467,4253.365,0.316
12,"05","f3","bedzjw",1,"e","modal","H",108,248.711,494.05,2107.157,2943.485,4284.78,0.354
12,"06","f3","bedzjw",1,"e","modal","H",108,249.19,494.594,2167.336,2981.313,4294.2,0.369
12,"07","f3","bedzjw",1,"e","modal","H",108,249.093,494.256,2130.899,2997.393,4348.682,0.391
12,"08","f3","bedzjw",1,"e","modal","H",108,248.815,492.415,2116.073,3016.551,4417.353,0.433
12,"09","f3","bedzjw",1,"e","modal","H",108,247.413,488.833,2099.217,2996.013,4446.921,0.438
12,"10","f3","bedzjw",1,"e","modal","H",108,243.1,488.833,2099.217,2996.013,4446.921,0.402
120,"01","f3","gwanhax",6,"a","modal","F",142,225.264,410.043,1720.526,2908.528,4400.076,0.148
120,"02","f3","gwanhax",6,"a","modal","F",142,226.075,474.91,1725.598,2921.977,4362.669,0.149
120,"03","f3","gwanhax",6,"a","modal","F",142,228.925,518.402,1699.639,2892.019,4467.351,0.123
120,"04","f3","gwanhax",6,"a","modal","F",142,231.442,511.168,1697.351,3028.573,4397.897,0.109
120,"05","f3","gwanhax",6,"a","modal","F",142,232.11,592.371,1712.176,2542.464,4455.126,0.12
120,"06","f3","gwanhax",6,"a","modal","F",142,231.554,641.432,1791.484,2587.657,4461.142,0.149
120,"07","f3","gwanhax",6,"a","modal","F",142,229.764,740.467,1889.616,2830.861,4282.18,0.154
120,"08","f3","gwanhax",6,"a","modal","F",142,227.322,783.535,1824.413,2742.147,4463.727,0.163
120,"09","f3","gwanhax",6,"a","modal","F",142,224.426,838.603,1797.866,2770.18,4547.437,0.161
120,"10","f3","gwanhax",6,"a","modal","F",142,225.81,1021.559,1933.936,2890.089,4523.387,0.135
1200,"01","m1","bgah",2,"a","breathy","L",176,117.368,571.49,1398.291,2604.832,3620.889,0.349
1200,"02","m1","bgah",2,"a","breathy","L",176,117.258,553.385,1377.384,2569.527,3467.635,0.477
1200,"03","m1","bgah",2,"a","breathy","L",176,115.641,574.608,1313.674,2534.584,3531.799,0.508
1200,"04","m1","bgah",2,"a","breathy","L",176,113.7,682.494,1317.776,2620.991,3556.996,0.49
1200,"05","m1","bgah",2,"a","breathy","L",176,111.17,653.038,1284.536,2609.443,3540.819,0.392
1200,"06","m1","bgah",2,"a","breathy","L",176,106.634,633.569,1285.528,2601.042,3567.605,0.288
1200,"07","m1","bgah",2,"a","breathy","L",176,108.944,620.386,1354.349,2630.012,3614.446,0.209
1200,"08","m1","bgah",2,"a","breathy","L",176,110.372,430.748,1375.686,2683.792,3803.802,0.209
1200,"09","m1","bgah",2,"a","breathy","L",176,108.858,233.524,1455.237,2794.034,3742.42,0.19
1200,"10","m1","bgah",2,"a","breathy","L",176,107.735,226.202,1495.244,2790.556,3681.949,0.19
1201,"01","m1","bgah",3,"a","breathy","L",154,131.776,612.532,1318.016,2641.816,3667.92,0.641
1201,"02","m1","bgah",3,"a","breathy","L",154,128.425,631.916,1359.244,2664.373,3658.725,0.677
1201,"03","m1","bgah",3,"a","breathy","L",154,125.069,629.873,1340.653,2683.995,3659.191,0.689
1201,"04","m1","bgah",3,"a","breathy","L",154,122.41,616.475,1354.173,2636.465,3751.021,0.667
1201,"05","m1","bgah",3,"a","breathy","L",154,120.608,650.757,1424.291,2655.434,3637.944,0.696
1201,"06","m1","bgah",3,"a","breathy","L",154,118.931,749.788,1398.423,2685.269,3643.404,0.673
1201,"07","m1","bgah",3,"a","breathy","L",154,116.911,623.882,1410.54,2754.912,3744.535,0.65
1201,"08","m1","bgah",3,"a","breathy","L",154,115.534,583.227,1387.501,2664.543,3771.552,0.55
1201,"09","m1","bgah",3,"a","breathy","L",154,112.919,608.31,1405.427,2707.271,3637.915,0.456
1201,"10","m1","bgah",3,"a","breathy","L",154,109.091,583.347,1458.686,2763.402,3654.631,0.456
1202,"01","m1","biu7walh",1,"a","modal","H",109,145.211,553.805,1259.046,2664.66,3222.765,0.973
1202,"02","m1","biu7walh",1,"a","modal","H",109,145.361,549.148,1056.123,2690.084,3319.261,0.943
1202,"03","m1","biu7walh",1,"a","modal","H",109,145.231,562.678,1103.134,2666.743,3330.833,1.046
1202,"04","m1","biu7walh",1,"a","modal","H",109,144.517,563.589,1133.297,2680.944,3315.131,1.121
1202,"05","m1","biu7walh",1,"a","modal","H",109,143.87,560.714,1225.184,2692.196,3301.232,1.114
1202,"06","m1","biu7walh",1,"a","modal","H",109,142.318,552.778,1331.107,2693.096,3233.343,1.017
1202,"07","m1","biu7walh",1,"a","modal","H",109,139.865,550.595,1387.658,2673.831,3178.088,0.842
1202,"08","m1","biu7walh",1,"a","modal","H",109,136.006,543.249,1399.876,2615.507,3132.795,0.773
1202,"09","m1","biu7walh",1,"a","modal","H",109,133.228,546.577,1432.655,2596.726,2970.785,0.756
1202,"10","m1","biu7walh",1,"a","modal","H",109,128.347,546.577,1432.655,2596.726,2970.785,0.756
1203,"01","m1","biu7walh",2,"a","modal","H",129,142.944,561.956,1159.222,2700.931,3473.04,0.625
1203,"02","m1","biu7walh",2,"a","modal","H",129,142.567,565.401,1244.08,2691.828,3461.865,0.686
1203,"03","m1","biu7walh",2,"a","modal","H",129,141.439,566.513,1308.35,2658.574,3447.011,0.65
1203,"04","m1","biu7walh",2,"a","modal","H",129,139.115,564.722,1288.082,2655.977,3437.74,0.574
1203,"05","m1","biu7walh",2,"a","modal","H",129,137.803,539.32,1306.991,2635.674,3388.2,0.532
1203,"06","m1","biu7walh",2,"a","modal","H",129,134.228,571.759,1348.46,2612.914,3319.807,0.583
1203,"07","m1","biu7walh",2,"a","modal","H",129,129.383,624.774,1405.821,2603.809,3279.772,0.648
1203,"08","m1","biu7walh",2,"a","modal","H",129,126.2,612.023,1425.666,2588.831,3172.803,0.706
1203,"09","m1","biu7walh",2,"a","modal","H",129,122.368,602.719,1449.83,2641.689,3068.829,0.659
1203,"10","m1","biu7walh",2,"a","modal","H",129,116.097,647.6,1587.119,2655.953,3173.087,0.659
1204,"01","m1","biu7walh",3,"a","modal","H",95,146.58,549.798,1429.227,2678.91,3338.804,0.903
1204,"02","m1","biu7walh",3,"a","modal","H",95,145.076,579.528,1342.412,2687.442,3496.799,1.168
1204,"03","m1","biu7walh",3,"a","modal","H",95,143.625,574.057,1363.149,2694.67,3485.138,1.113
1204,"04","m1","biu7walh",3,"a","modal","H",95,143.703,560.252,1384.499,2672.016,3478.346,0.994
1204,"05","m1","biu7walh",3,"a","modal","H",95,142.666,543.488,1412.46,2670.643,3440.824,0.915
1204,"06","m1","biu7walh",3,"a","modal","H",95,141.478,537.481,1440.734,2676.932,3365.473,0.835
1204,"07","m1","biu7walh",3,"a","modal","H",95,139.646,532.831,1472.38,2673.463,3242.374,0.758
1204,"08","m1","biu7walh",3,"a","modal","H",95,136.316,532.483,1503.23,2679.78,3143.517,0.743
1204,"09","m1","biu7walh",3,"a","modal","H",95,133.405,542.599,1515.83,2680.323,3029.629,0.702
1204,"10","m1","biu7walh",3,"a","modal","H",95,124.986,542.599,1515.83,2680.323,3029.629,0.702
1205,"01","m1","blli7in",1,"i","rearticulated","F",122,155.717,309.972,2375.96,2913.254,3767.471,1.34
1205,"02","m1","blli7in",1,"i","rearticulated","F",122,157.427,305.486,2375.696,2886.553,3770.723,1.901
1205,"03","m1","blli7in",1,"i","rearticulated","F",122,160.468,300.158,2412.52,2871.647,3815.849,2.089
1205,"04","m1","blli7in",1,"i","rearticulated","F",122,164.744,311.942,2453.855,2875.432,3829.284,1.89
1205,"05","m1","blli7in",1,"i","rearticulated","F",122,171.091,318.77,2505.617,2919.456,3886.422,1.472
1205,"06","m1","blli7in",1,"i","rearticulated","F",122,174.104,325.892,2539.121,3133.111,3909.519,1.168
1205,"07","m1","blli7in",1,"i","rearticulated","F",122,175.477,312.092,2573.229,2984.994,3961.68,0.962
1205,"08","m1","blli7in",1,"i","rearticulated","F",122,179.037,287.53,2615.993,3381.369,3986.543,0.686
1205,"09","m1","blli7in",1,"i","rearticulated","F",122,180.721,281.269,2559.002,3341.698,4010.89,0.572
1205,"10","m1","blli7in",1,"i","rearticulated","F",122,175.011,298.901,2541.039,3274.395,4020.311,0.572
1206,"01","m1","blli7in",2,"i","rearticulated","F",121,153.927,312.32,2342.593,2933.849,3778.634,1.168
1206,"02","m1","blli7in",2,"i","rearticulated","F",121,152.628,298.833,2361.636,2936.677,3804.089,1.306
1206,"03","m1","blli7in",2,"i","rearticulated","F",121,154.67,287.47,2382.924,2939.481,3829.116,1.518
1206,"04","m1","blli7in",2,"i","rearticulated","F",121,160.534,297.299,2476.135,2939.562,3861.058,1.57
1206,"05","m1","blli7in",2,"i","rearticulated","F",121,165.801,314.668,2506.877,3053.484,4019.653,1.375
1206,"06","m1","blli7in",2,"i","rearticulated","F",121,172.016,329.155,2579.56,3245.047,4026.273,1.077
1206,"07","m1","blli7in",2,"i","rearticulated","F",121,172.643,336.074,2587.368,3269.809,4024.69,0.942
1206,"08","m1","blli7in",2,"i","rearticulated","F",121,169.578,336.458,2601.467,3305.99,4004.737,0.863
1206,"09","m1","blli7in",2,"i","rearticulated","F",121,171.764,338.227,2625.184,3565.632,4015.12,0.672
1206,"10","m1","blli7in",2,"i","rearticulated","F",121,174.11,338.624,2666.79,3947.968,3987.825,0.672
1207,"01","m1","blli7in",3,"i","rearticulated","F",158,167.584,316.678,2406.358,2923.592,3789.941,1.272
1207,"02","m1","blli7in",3,"i","rearticulated","F",158,162.39,311.302,2437.627,2948.228,3815.265,1.379
1207,"03","m1","blli7in",3,"i","rearticulated","F",158,168.7,322.391,2409.272,2968.956,4040.626,1.306
1207,"04","m1","blli7in",3,"i","rearticulated","F",158,176.263,331.511,2461.505,3162.854,4089.598,1.056
1207,"05","m1","blli7in",3,"i","rearticulated","F",158,178.436,304.799,2517.073,3380.973,4056.766,0.743
1207,"06","m1","blli7in",3,"i","rearticulated","F",158,179.56,297.246,2498.344,3329.818,4070.942,0.499
1207,"07","m1","blli7in",3,"i","rearticulated","F",158,179.251,307.145,2452.965,3318.155,4122.484,0.428
1207,"08","m1","blli7in",3,"i","rearticulated","F",158,183.311,309.727,2493.415,3465.948,4114.735,0.443
1207,"09","m1","blli7in",3,"i","rearticulated","F",158,178.282,310.257,2504.746,3346.963,4034.612,0.593
1207,"10","m1","blli7in",3,"i","rearticulated","F",158,174.573,314.394,2490.141,3169.563,3997.506,0.566
1208,"01","m1","blull",1,"u","modal","L",136,133.058,362.888,1605.34,2466.441,4097.609,0.724
1208,"02","m1","blull",1,"u","modal","L",136,134.543,359.721,1543.615,2472.564,4185.903,1.044
1208,"03","m1","blull",1,"u","modal","L",136,132.175,338.899,1443.271,2501.079,4185.584,0.774
1208,"04","m1","blull",1,"u","modal","L",136,128.513,338.839,1365.825,2469.987,4182.836,0.596
1208,"05","m1","blull",1,"u","modal","L",136,124.104,324.28,1287.503,2472.896,4205.758,0.563
1208,"06","m1","blull",1,"u","modal","L",136,123.176,323.224,1283.042,2487.645,4203.288,0.613
1208,"07","m1","blull",1,"u","modal","L",136,122.2,317.013,1340.474,2506.218,4103.767,0.725
1208,"08","m1","blull",1,"u","modal","L",136,119.764,310.773,1393.395,2507.778,4079.278,0.8
1208,"09","m1","blull",1,"u","modal","L",136,117.523,296.112,1454.304,2430.82,4075.549,0.808
1208,"10","m1","blull",1,"u","modal","L",136,114.277,317.023,1539.736,2496.152,4151.593,0.808
1209,"01","m1","blull",2,"u","modal","L",127,136.728,363.788,1528.471,2562.595,2922.967,0.465
1209,"02","m1","blull",2,"u","modal","L",127,137.616,357.988,1489.553,2592.405,2968.256,0.911
1209,"03","m1","blull",2,"u","modal","L",127,135.32,345.292,1381.196,2517.458,2927.285,0.749
1209,"04","m1","blull",2,"u","modal","L",127,131.933,332.226,1299.467,2441.284,2969.308,0.54
1209,"05","m1","blull",2,"u","modal","L",127,130.565,350.145,1301.824,2494.672,2982.428,0.38
1209,"06","m1","blull",2,"u","modal","L",127,129.258,349.902,1350.989,2545.216,2950.488,0.31
1209,"07","m1","blull",2,"u","modal","L",127,126.685,324.876,1378.971,2548.532,2935.858,0.303
1209,"08","m1","blull",2,"u","modal","L",127,124.912,331.284,1470.585,2534.769,3116.766,0.312
1209,"09","m1","blull",2,"u","modal","L",127,121.379,327.351,1590.171,2451.369,3450.254,0.302
1209,"10","m1","blull",2,"u","modal","L",127,113.153,374.762,1726.795,2535.975,3439.538,0.302
121,"01","f3","lhe7ej",1,"e","rearticulated","F",163,221.252,432.646,2252.877,3174.623,4397.695,0.189
121,"02","f3","lhe7ej",1,"e","rearticulated","F",163,210.509,413.033,2321.754,3215.868,4382.042,0.25
121,"03","f3","lhe7ej",1,"e","rearticulated","F",163,191.683,407.394,2341.243,3225.883,4350.326,0.231
121,"04","f3","lhe7ej",1,"e","rearticulated","F",163,177.016,413.832,2312.984,3204.707,4337.599,0.116
121,"05","f3","lhe7ej",1,"e","rearticulated","F",163,160.906,413.868,2335.38,3216.517,4291.67,0.083
121,"06","f3","lhe7ej",1,"e","rearticulated","F",163,150.089,446.303,2361.067,3198.487,4227.097,0.064
121,"07","f3","lhe7ej",1,"e","rearticulated","F",163,129.444,489.58,2317.697,3087.687,4191.942,0.059
121,"08","f3","lhe7ej",1,"e","rearticulated","F",163,163.015,485.284,2218.051,3010.352,4115.601,0.062
121,"09","f3","lhe7ej",1,"e","rearticulated","F",163,190.228,410.987,2060.843,2929.837,4074.285,0.07
121,"10","f3","lhe7ej",1,"e","rearticulated","F",163,190.326,307.72,2033.89,2935.549,3990.482,0.076
1210,"01","m1","blull",3,"u","modal","L",114,122.924,327.861,1353.188,2558.14,4118.064,0.78
1210,"02","m1","blull",3,"u","modal","L",114,125.168,348.163,1384.985,2535.055,4033.734,0.911
1210,"03","m1","blull",3,"u","modal","L",114,125.137,344.063,1347.02,2561.753,4061.392,0.851
1210,"04","m1","blull",3,"u","modal","L",114,124.854,338.9,1311.085,2595.802,4064.425,0.783
1210,"05","m1","blull",3,"u","modal","L",114,123.093,335.777,1269.979,2577.22,4081.312,0.76
1210,"06","m1","blull",3,"u","modal","L",114,122.275,325.658,1372.72,2578.936,4188.271,0.752
1210,"07","m1","blull",3,"u","modal","L",114,123.028,312.442,1327.211,2598.72,4187.46,0.758
1210,"08","m1","blull",3,"u","modal","L",114,122.111,311.011,1368.27,2569.003,4164.248,0.752
1210,"09","m1","blull",3,"u","modal","L",114,120.446,306.354,1443.83,2455.441,4171.804,0.699
1210,"10","m1","blull",3,"u","modal","L",114,116.314,306.354,1443.83,2455.441,4171.804,0.699
1211,"01","m1","bo7",1,"o","checked","L",163,133.546,358.897,581.367,2760.232,3531.251,0.782
1211,"02","m1","bo7",1,"o","checked","L",163,130.65,333.336,584.204,2806.396,3537.449,0.833
1211,"03","m1","bo7",1,"o","checked","L",163,126.59,360.851,597.471,2795.477,3482.891,0.818
1211,"04","m1","bo7",1,"o","checked","L",163,123.416,413.626,653.203,2792.704,3491.718,0.874
1211,"05","m1","bo7",1,"o","checked","L",163,121.578,377.852,578.216,2758.313,3495.643,0.993
1211,"06","m1","bo7",1,"o","checked","L",163,121.013,375.138,466.459,2807.34,3529.316,0.996
1211,"07","m1","bo7",1,"o","checked","L",163,120.408,419.336,784.609,2799.54,3516.332,0.822
1211,"08","m1","bo7",1,"o","checked","L",163,120.923,449.949,814.053,2783.661,3483.402,0.514
1211,"09","m1","bo7",1,"o","checked","L",163,117.799,432.199,804.995,2646.566,3402.043,0.296
1211,"10","m1","bo7",1,"o","checked","L",163,117.923,385.797,836.814,2687.457,3626.049,0.296
1212,"01","m1","bo7",2,"o","checked","L",98,124.481,422.251,2767.834,3511.44,4524.418,0.789
1212,"02","m1","bo7",2,"o","checked","L",98,126.555,359.434,2775.583,3517.584,4537.006,0.471
1212,"03","m1","bo7",2,"o","checked","L",98,124.606,381.162,2741.98,3516.61,4595.925,0.545
1212,"04","m1","bo7",2,"o","checked","L",98,123.038,399.093,2768.387,3500.506,4550.949,0.658
1212,"05","m1","bo7",2,"o","checked","L",98,121.965,423.386,2768.132,3483.872,4492.37,0.766
1212,"06","m1","bo7",2,"o","checked","L",98,120.624,458.27,2792.951,3521.844,4460.704,0.884
1212,"07","m1","bo7",2,"o","checked","L",98,119.538,444.827,2781.274,3521.518,4524.983,0.971
1212,"08","m1","bo7",2,"o","checked","L",98,118.641,436.987,2731.815,3482.091,4534.588,0.961
1212,"09","m1","bo7",2,"o","checked","L",98,117.419,475.359,2790.655,3558.819,4489.461,0.961
1212,"10","m1","bo7",2,"o","checked","L",98,115.217,475.359,2790.655,3558.819,4489.461,0.961
1213,"01","m1","bo7",3,"o","checked","L",137,129.153,340.222,570.158,2824.716,3473.038,0.848
1213,"02","m1","bo7",3,"o","checked","L",137,128.308,342.807,568.242,2811.313,3488.686,0.467
1213,"03","m1","bo7",3,"o","checked","L",137,127.316,354.168,565.997,2780.335,3462.313,0.593
1213,"04","m1","bo7",3,"o","checked","L",137,125.57,348.16,539.25,2780.772,3477.497,0.73
1213,"05","m1","bo7",3,"o","checked","L",137,124.539,385.225,537.076,2723.996,3406.774,0.857
1213,"06","m1","bo7",3,"o","checked","L",137,123.204,369.619,499.109,2763.812,3413.489,0.993
1213,"07","m1","bo7",3,"o","checked","L",137,121.935,347.688,523.564,2811.75,3401.473,1.079
1213,"08","m1","bo7",3,"o","checked","L",137,121.353,325.59,520.435,2787.987,3388.452,1.045
1213,"09","m1","bo7",3,"o","checked","L",137,121.082,371.69,618.895,2728.953,3359.286,0.899
1213,"10","m1","bo7",3,"o","checked","L",137,127.614,413.491,739.264,2552.453,3284.476,0.899
1214,"01","m1","botey",1,"e","modal","H",106,162.797,338.12,2248.894,2913.535,4274.468,1.499
1214,"02","m1","botey",1,"e","modal","H",106,164.081,347.437,2161.878,2791.144,4295.224,1.746
1214,"03","m1","botey",1,"e","modal","H",106,164.804,347.199,2187.076,2822.022,4276.016,1.695
1214,"04","m1","botey",1,"e","modal","H",106,163.087,346.608,2228.47,2872.052,4273.192,1.568
1214,"05","m1","botey",1,"e","modal","H",106,161.971,346.079,2243.776,2885.455,4271.252,1.444
1214,"06","m1","botey",1,"e","modal","H",106,159.916,345.071,2231.884,2894.874,4244.667,1.369
1214,"07","m1","botey",1,"e","modal","H",106,155.635,333.093,2246.471,2936.425,4270.122,1.436
1214,"08","m1","botey",1,"e","modal","H",106,153.225,319.722,2342.677,3064.657,4302.385,1.402
1214,"09","m1","botey",1,"e","modal","H",106,149.97,317.879,2356.574,3051.731,4265.037,1.296
1214,"10","m1","botey",1,"e","modal","H",106,144.416,317.879,2356.574,3051.731,4265.037,1.296
1215,"01","m1","botey",1,"o","modal","M",71,124.558,344.872,2476.984,2986.973,4078.031,0.434
1215,"02","m1","botey",1,"o","modal","M",71,127.945,356.463,1908.414,3059.161,3906.773,0.434
1215,"03","m1","botey",1,"o","modal","M",71,129.03,358.81,2230.943,3150.82,4025.841,0.373
1215,"04","m1","botey",1,"o","modal","M",71,128.288,355.433,2455.91,3085.656,4076.168,0.398
1215,"05","m1","botey",1,"o","modal","M",71,127.092,345.637,2703.882,2878.939,4088.846,0.434
1215,"06","m1","botey",1,"o","modal","M",71,125.846,338.049,2684.594,2829.117,4098.835,0.462
1215,"07","m1","botey",1,"o","modal","M",71,125.37,335.134,2611.813,2839.508,4103.795,0.461
