Speaker,Word,Iter,Vowel,Phonation,Tone,seg_Start,seg_End,H1c_mean,H1c_means001,H1c_means002,H1c_means003,H1c_means004,H1c_means005,H1c_means006,H1c_means007,H1c_means008,H1c_means009,H1c_means010,H2c_mean,H2c_means001,H2c_means002,H2c_means003,H2c_means004,H2c_means005,H2c_means006,H2c_means007,H2c_means008,H2c_means009,H2c_means010,H4c_mean,H4c_means001,H4c_means002,H4c_means003,H4c_means004,H4c_means005,H4c_means006,H4c_means007,H4c_means008,H4c_means009,H4c_means010,A1c_mean,A1c_means001,A1c_means002,A1c_means003,A1c_means004,A1c_means005,A1c_means006,A1c_means007,A1c_means008,A1c_means009,A1c_means010,A2c_mean,A2c_means001,A2c_means002,A2c_means003,A2c_means004,A2c_means005,A2c_means006,A2c_means007,A2c_means008,A2c_means009,A2c_means010,A3c_mean,A3c_means001,A3c_means002,A3c_means003,A3c_means004,A3c_means005,A3c_means006,A3c_means007,A3c_means008,A3c_means009,A3c_means010,H2Kc_mean,H2Kc_means001,H2Kc_means002,H2Kc_means003,H2Kc_means004,H2Kc_means005,H2Kc_means006,H2Kc_means007,H2Kc_means008,H2Kc_means009,H2Kc_means010,H1H2c_mean,H1H2c_means001,H1H2c_means002,H1H2c_means003,H1H2c_means004,H1H2c_means005,H1H2c_means006,H1H2c_means007,H1H2c_means008,H1H2c_means009,H1H2c_means010,H2H4c_mean,H2H4c_means001,H2H4c_means002,H2H4c_means003,H2H4c_means004,H2H4c_means005,H2H4c_means006,H2H4c_means007,H2H4c_means008,H2H4c_means009,H2H4c_means010,H1A1c_mean,H1A1c_means001,H1A1c_means002,H1A1c_means003,H1A1c_means004,H1A1c_means005,H1A1c_means006,H1A1c_means007,H1A1c_means008,H1A1c_means009,H1A1c_means010,H1A2c_mean,H1A2c_means001,H1A2c_means002,H1A2c_means003,H1A2c_means004,H1A2c_means005,H1A2c_means006,H1A2c_means007,H1A2c_means008,H1A2c_means009,H1A2c_means010,H1A3c_mean,H1A3c_means001,H1A3c_means002,H1A3c_means003,H1A3c_means004,H1A3c_means005,H1A3c_means006,H1A3c_means007,H1A3c_means008,H1A3c_means009,H1A3c_means010,H42Kc_mean,H42Kc_means001,H42Kc_means002,H42Kc_means003,H42Kc_means004,H42Kc_means005,H42Kc_means006,H42Kc_means007,H42Kc_means008,H42Kc_means009,H42Kc_means010,H2KH5Kc_mean,H2KH5Kc_means001,H2KH5Kc_means002,H2KH5Kc_means003,H2KH5Kc_means004,H2KH5Kc_means005,H2KH5Kc_means006,H2KH5Kc_means007,H2KH5Kc_means008,H2KH5Kc_means009,H2KH5Kc_means010,CPP_mean,CPP_means001,CPP_means002,CPP_means003,CPP_means004,CPP_means005,CPP_means006,CPP_means007,CPP_means008,CPP_means009,CPP_means010,Energy_mean,Energy_means001,Energy_means002,Energy_means003,Energy_means004,Energy_means005,Energy_means006,Energy_means007,Energy_means008,Energy_means009,Energy_means010,HNR05_mean,HNR05_means001,HNR05_means002,HNR05_means003,HNR05_means004,HNR05_means005,HNR05_means006,HNR05_means007,HNR05_means008,HNR05_means009,HNR05_means010,HNR15_mean,HNR15_means001,HNR15_means002,HNR15_means003,HNR15_means004,HNR15_means005,HNR15_means006,HNR15_means007,HNR15_means008,HNR15_means009,HNR15_means010,HNR25_mean,HNR25_means001,HNR25_means002,HNR25_means003,HNR25_means004,HNR25_means005,HNR25_means006,HNR25_means007,HNR25_means008,HNR25_means009,HNR25_means010,HNR35_mean,HNR35_means001,HNR35_means002,HNR35_means003,HNR35_means004,HNR35_means005,HNR35_means006,HNR35_means007,HNR35_means008,HNR35_means009,HNR35_means010,SHR_mean,SHR_means001,SHR_means002,SHR_means003,SHR_means004,SHR_means005,SHR_means006,SHR_means007,SHR_means008,SHR_means009,SHR_means010,H1u_mean,H1u_means001,H1u_means002,H1u_means003,H1u_means004,H1u_means005,H1u_means006,H1u_means007,H1u_means008,H1u_means009,H1u_means010,H2u_mean,H2u_means001,H2u_means002,H2u_means003,H2u_means004,H2u_means005,H2u_means006,H2u_means007,H2u_means008,H2u_means009,H2u_means010,H4u_mean,H4u_means001,H4u_means002,H4u_means003,H4u_means004,H4u_means005,H4u_means006,H4u_means007,H4u_means008,H4u_means009,H4u_means010,A1u_mean,A1u_means001,A1u_means002,A1u_means003,A1u_means004,A1u_means005,A1u_means006,A1u_means007,A1u_means008,A1u_means009,A1u_means010,A2u_mean,A2u_means001,A2u_means002,A2u_means003,A2u_means004,A2u_means005,A2u_means006,A2u_means007,A2u_means008,A2u_means009,A2u_means010,A3u_mean,A3u_means001,A3u_means002,A3u_means003,A3u_means004,A3u_means005,A3u_means006,A3u_means007,A3u_means008,A3u_means009,A3u_means010,H2Ku_mean,H2Ku_means001,H2Ku_means002,H2Ku_means003,H2Ku_means004,H2Ku_means005,H2Ku_means006,H2Ku_means007,H2Ku_means008,H2Ku_means009,H2Ku_means010,H5Ku_mean,H5Ku_means001,H5Ku_means002,H5Ku_means003,H5Ku_means004,H5Ku_means005,H5Ku_means006,H5Ku_means007,H5Ku_means008,H5Ku_means009,H5Ku_means010,H1H2u_mean,H1H2u_means001,H1H2u_means002,H1H2u_means003,H1H2u_means004,H1H2u_means005,H1H2u_means006,H1H2u_means007,H1H2u_means008,H1H2u_means009,H1H2u_means010,H2H4u_mean,H2H4u_means001,H2H4u_means002,H2H4u_means003,H2H4u_means004,H2H4u_means005,H2H4u_means006,H2H4u_means007,H2H4u_means008,H2H4u_means009,H2H4u_means010,H1A1u_mean,H1A1u_means001,H1A1u_means002,H1A1u_means003,H1A1u_means004,H1A1u_means005,H1A1u_means006,H1A1u_means007,H1A1u_means008,H1A1u_means009,H1A1u_means010,H1A2u_mean,H1A2u_means001,H1A2u_means002,H1A2u_means003,H1A2u_means004,H1A2u_means005,H1A2u_means006,H1A2u_means007,H1A2u_means008,H1A2u_means009,H1A2u_means010,H1A3u_mean,H1A3u_means001,H1A3u_means002,H1A3u_means003,H1A3u_means004,H1A3u_means005,H1A3u_means006,H1A3u_means007,H1A3u_means008,H1A3u_means009,H1A3u_means010,H42Ku_mean,H42Ku_means001,H42Ku_means002,H42Ku_means003,H42Ku_means004,H42Ku_means005,H42Ku_means006,H42Ku_means007,H42Ku_means008,H42Ku_means009,H42Ku_means010,H2KH5Ku_mean,H2KH5Ku_means001,H2KH5Ku_means002,H2KH5Ku_means003,H2KH5Ku_means004,H2KH5Ku_means005,H2KH5Ku_means006,H2KH5Ku_means007,H2KH5Ku_means008,H2KH5Ku_means009,H2KH5Ku_means010,strF0_mean,strF0_means001,strF0_means002,strF0_means003,strF0_means004,strF0_means005,strF0_means006,strF0_means007,strF0_means008,strF0_means009,strF0_means010,sF0_mean,sF0_means001,sF0_means002,sF0_means003,sF0_means004,sF0_means005,sF0_means006,sF0_means007,sF0_means008,sF0_means009,sF0_means010,pF0_mean,pF0_means001,pF0_means002,pF0_means003,pF0_means004,pF0_means005,pF0_means006,pF0_means007,pF0_means008,pF0_means009,pF0_means010,shrF0_mean,shrF0_means001,shrF0_means002,shrF0_means003,shrF0_means004,shrF0_means005,shrF0_means006,shrF0_means007,shrF0_means008,shrF0_means009,shrF0_means010,sF1_mean,sF1_means001,sF1_means002,sF1_means003,sF1_means004,sF1_means005,sF1_means006,sF1_means007,sF1_means008,sF1_means009,sF1_means010,sF2_mean,sF2_means001,sF2_means002,sF2_means003,sF2_means004,sF2_means005,sF2_means006,sF2_means007,sF2_means008,sF2_means009,sF2_means010,sF3_mean,sF3_means001,sF3_means002,sF3_means003,sF3_means004,sF3_means005,sF3_means006,sF3_means007,sF3_means008,sF3_means009,sF3_means010,sF4_mean,sF4_means001,sF4_means002,sF4_means003,sF4_means004,sF4_means005,sF4_means006,sF4_means007,sF4_means008,sF4_means009,sF4_means010,pF1_mean,pF1_means001,pF1_means002,pF1_means003,pF1_means004,pF1_means005,pF1_means006,pF1_means007,pF1_means008,pF1_means009,pF1_means010,pF2_mean,pF2_means001,pF2_means002,pF2_means003,pF2_means004,pF2_means005,pF2_means006,pF2_means007,pF2_means008,pF2_means009,pF2_means010,pF3_mean,pF3_means001,pF3_means002,pF3_means003,pF3_means004,pF3_means005,pF3_means006,pF3_means007,pF3_means008,pF3_means009,pF3_means010,pF4_mean,pF4_means001,pF4_means002,pF4_means003,pF4_means004,pF4_means005,pF4_means006,pF4_means007,pF4_means008,pF4_means009,pF4_means010,sB1_mean,sB1_means001,sB1_means002,sB1_means003,sB1_means004,sB1_means005,sB1_means006,sB1_means007,sB1_means008,sB1_means009,sB1_means010,sB2_mean,sB2_means001,sB2_means002,sB2_means003,sB2_means004,sB2_means005,sB2_means006,sB2_means007,sB2_means008,sB2_means009,sB2_means010,sB3_mean,sB3_means001,sB3_means002,sB3_means003,sB3_means004,sB3_means005,sB3_means006,sB3_means007,sB3_means008,sB3_means009,sB3_means010,sB4_mean,sB4_means001,sB4_means002,sB4_means003,sB4_means004,sB4_means005,sB4_means006,sB4_means007,sB4_means008,sB4_means009,sB4_means010,pB1_mean,pB1_means001,pB1_means002,pB1_means003,pB1_means004,pB1_means005,pB1_means006,pB1_means007,pB1_means008,pB1_means009,pB1_means010,pB2_mean,pB2_means001,pB2_means002,pB2_means003,pB2_means004,pB2_means005,pB2_means006,pB2_means007,pB2_means008,pB2_means009,pB2_means010,pB3_mean,pB3_means001,pB3_means002,pB3_means003,pB3_means004,pB3_means005,pB3_means006,pB3_means007,pB3_means008,pB3_means009,pB3_means010,pB4_mean,pB4_means001,pB4_means002,pB4_means003,pB4_means004,pB4_means005,pB4_means006,pB4_means007,pB4_means008,pB4_means009,pB4_means010,epoch_mean,epoch_means001,epoch_means002,epoch_means003,epoch_means004,epoch_means005,epoch_means006,epoch_means007,epoch_means008,epoch_means009,epoch_means010,soe_mean,soe_means001,soe_means002,soe_means003,soe_means004,soe_means005,soe_means006,soe_means007,soe_means008,soe_means009,soe_means010
f3,bahl,1,a,breathy,F,1,146,5.256,5.256,5.256,4.882,4.885,6.398,7.29,5.491,3.88,4.029,4.775,0.872,0.872,0.872,-0.528,2.816,2.111,1.589,0.457,0.619,-0.545,-1.231,-11.828,-11.828,-11.828,-11.129,-13.101,-8.597,-6.989,-8.729,-11.893,-20.447,-21.852,-27.091,-27.091,-27.091,-20.995,-27.798,-25.639,-26.556,-31.388,-31.91,-25.681,-23.828,-26.122,-26.122,-26.122,-22.143,-23.091,-24.635,-25.586,-27.24,-30.962,-28.682,-27.135,-24.274,-24.274,-24.274,-23.16,-26.73,-23.956,-23.568,-23.296,-25.224,-24.106,-24.522,-24.918,-24.918,-24.918,-14.494,-17.909,-22.316,-25.061,-27.563,-33.514,-31.979,-29.105,4.384,4.384,4.384,5.41,2.068,4.287,5.701,5.034,3.261,4.574,6.005,12.7,12.7,12.7,10.601,15.918,10.708,8.578,9.186,12.512,19.902,20.622,32.347,32.347,32.347,25.877,32.683,32.037,33.846,36.879,35.79,29.71,28.603,31.378,31.378,31.378,27.025,27.976,31.033,32.875,32.731,34.841,32.711,31.91,29.53,29.53,29.53,28.042,31.615,30.354,30.857,28.787,29.104,28.135,29.297,13.09,13.09,13.09,3.366,4.808,13.719,18.073,18.834,21.621,11.532,7.252,5.799,5.799,5.799,15.126,11.766,8.074,5.523,2.278,-1.396,0.55,2.574,20.664,20.664,20.664,19.95,20.327,22.205,23.576,22.06,19.373,17.543,17.34,0.188,0.272,0.282,0.234,0.238,0.238,0.173,0.114,0.1,0.109,0.115,29.538,29.538,29.538,31.475,33.023,30.275,28.797,28.974,26.971,27.487,29.413,30.763,30.763,30.763,30.419,31.962,30.425,29.092,30.997,30.056,32.016,34.56,33.889,33.889,33.889,33.707,34.181,33.748,33.054,34.798,33.34,34.138,36.386,36.235,36.235,36.235,36.2,36.814,36.642,35.926,36.987,35.579,35.438,37.151,0.04,0,0,0,0,0,0,0.184,0.131,0.062,0,5.829,5.829,6.122,5.82,5.435,6.881,7.743,5.941,4.343,4.63,5.652,3.219,3.219,3.694,3.515,5.174,4.152,3.5,2.361,2.591,2.081,1.252,1.445,1.445,-0.249,0.709,-0.113,2.807,3.455,1.885,0.243,1.334,2.059,0.912,0.912,0.912,5.463,1.33,3.432,2.511,-2.79,-4.021,0.482,2.058,-6.378,-6.378,-6.378,-2.986,-0.267,-2.529,-3.979,-6.932,-12.824,-13.592,-12.436,-18.108,-18.108,-18.108,-19.431,-17.811,-17.112,-17.374,-16.576,-17.812,-20.162,-21.379,-15.064,-15.064,-20.841,-17.507,-13.062,-15.368,-14.713,-15.264,-14.523,-14.122,-12.711,-30.692,-30.692,-29.719,-29.618,-29.675,-30.39,-30.585,-29.841,-32.118,-32.529,-31.594,2.609,2.609,2.428,2.305,0.261,2.728,4.242,3.581,1.752,2.549,4.4,1.774,1.774,3.942,2.805,5.287,1.345,0.045,0.476,2.348,0.747,-0.807,4.899,4.899,4.899,0.303,4.105,3.449,5.232,8.731,8.364,4.148,3.348,12.189,12.189,12.189,8.753,5.702,9.41,11.721,12.873,17.167,18.222,17.842,23.919,23.919,23.919,25.197,23.246,23.993,25.116,22.517,22.156,24.792,26.785,16.509,16.509,20.592,18.216,12.949,18.175,18.169,17.149,14.766,15.456,14.77,15.886,15.886,15.886,11.446,14.014,15.923,15.439,15.282,15.555,17.899,18.495,198.241,226.806,214.834,202.504,195.068,191.992,189.934,187.19,189.925,193.667,188.809,197.354,220.472,213.814,201.853,195.268,191.575,189.235,189.175,189.496,189.496,189.496,197.281,197.281,220.238,212.042,200.953,194.659,191.211,189.008,189.311,189.852,189.852,197.035,225.177,217.426,203.959,196.589,192.723,189.296,188.968,190.896,193.629,193.629,874.54,668.992,674.967,919.207,961.171,953.127,961.412,952.031,825.134,785.298,870.504,1806.335,1398.693,1489.565,1635.749,1722.57,1797.172,1844.138,1985.416,2020.164,2004.539,2013.565,2879.681,2644.487,2609.161,2588.017,2771.1,2962.773,2973.966,2985.919,3073.001,3083.033,3107.788,4085.239,3611.825,3677.979,3683.83,3891.006,4009.764,4064.481,4339.717,4467.186,4559.62,4571.333,774.625,774.625,717.086,728.466,812.417,852.577,799.643,793.686,710.492,691.131,691.131,1822.796,1822.796,1570.793,1622.46,1720.446,1763.765,1816.811,1982.057,2057.163,2034.005,2034.005,3257.817,3257.817,3425.335,3319.192,3337.645,3418.467,3295.731,2978.392,3142.042,3230.606,3230.606,4768.253,4768.253,5040.511,4996.319,4813.309,4687.927,4744.131,4666.135,4620.183,4718.284,4718.284,397.28,175.287,271.722,548.747,434.546,275.845,524.499,539.478,422.482,230.141,351.319,262.658,292.391,296.158,164,222.353,202.273,232.74,442.689,385.775,143.307,260.263,572.218,707.235,915.134,738.967,583.933,434.396,348.652,421.996,674.64,464.755,437.563,505.501,378.588,424.141,494.757,629.155,461.93,517.217,485.301,422.607,602.889,711.445,364.091,364.091,198.313,302.817,418.677,275.419,485.738,478.076,345.329,200.245,200.245,550.116,550.116,292.939,184.467,374.823,436.975,443.501,1191.063,756.647,449.974,449.974,943.453,943.453,550.567,849.218,1155.277,994.596,947.512,925.405,1011.969,783.547,783.547,659.819,659.819,424.584,607.895,1069.616,932.769,805.372,456.559,332.947,186.027,186.027,0.199,0.25,0.2,0.188,0.2,0.25,0.2,0.188,0.2,0.188,0.2,0.071,0.051,0.073,0.059,0.078,0.093,0.091,0.065,0.067,0.075,0.08
f3,bahl,2,a,breathy,F,1,148,5.322,5.322,5.322,3.854,2.765,3.297,4.764,6.936,7.603,7.529,7.298,0.469,0.469,0.469,-4.537,-0.481,2.172,1.483,0.599,1.576,1.924,1.521,-15.066,-15.066,-15.066,-16.254,-23.766,-15.38,-13.628,-14.014,-10.642,-12.002,-13.923,-28.651,-28.651,-28.651,-25.026,-30.981,-30.552,-29.2,-30.658,-27.044,-27.024,-27.411,-28.753,-28.753,-28.753,-29.835,-28.589,-31.151,-31.832,-30.089,-24.316,-25.656,-28.282,-24.477,-24.477,-24.477,-20.854,-23.617,-25.738,-23.809,-25.646,-24.897,-26.074,-26.252,-27.773,-27.773,-27.773,-22.316,-25.878,-25.68,-26.454,-30.344,-30.681,-31.352,-33.676,4.853,4.853,4.853,8.391,3.246,1.125,3.281,6.338,6.027,5.604,5.776,15.535,15.535,15.535,11.716,23.285,17.552,15.111,14.612,12.218,13.926,15.445,33.973,33.973,33.973,28.88,33.746,33.849,33.964,37.595,34.647,34.553,34.708,34.075,34.075,34.075,33.689,31.354,34.448,36.596,37.026,31.92,33.185,35.58,29.799,29.799,29.799,24.707,26.382,29.035,28.572,32.582,32.5,33.603,33.55,12.707,12.707,12.707,6.062,2.113,10.3,12.826,16.331,20.039,19.349,19.752,4.807,4.807,4.807,9.66,9.08,9.832,6.535,2.595,0.772,-2.564,-4.438,21.977,21.977,21.977,21.794,22.025,21.859,21.632,21.336,22.728,22.318,22.718,0.14,0.098,0.106,0.104,0.123,0.141,0.144,0.174,0.18,0.157,0.141,44.197,44.197,44.197,41.72,46.445,48.187,45.95,42.545,44.206,40.983,39.077,43.14,43.14,43.14,41.113,45.117,45.066,43.809,41.896,43.462,41.758,40.758,43.822,43.822,43.822,44.502,46.332,45.055,43.592,41.628,43.259,42.482,42.631,44.229,44.229,44.229,46.323,46.249,44.605,43.414,42.161,43.632,43.221,43.633,0,0,0,0,0,0,0,0,0,0,0,5.9,5.9,4.838,4.793,3.447,3.83,5.273,7.406,8.072,8.017,7.661,2.782,2.782,-1.012,-0.459,2.505,4.442,3.641,2.586,3.563,4.002,3.717,-1.444,-1.444,-2.659,-1.73,-3.837,-1.688,-1.234,-2.96,0.669,0.383,0.139,-0.512,-0.512,-0.512,0.796,-3.315,-1.343,-0.054,-1.669,1.302,0.786,-0.07,-8.391,-8.391,-8.391,-11.715,-7.88,-8.466,-9.518,-8.842,-4.782,-7.245,-10.934,-17.613,-17.613,-17.613,-18.542,-18.127,-17.996,-16.062,-16.571,-16.48,-18.945,-20.336,-18.232,-18.232,-25.973,-25.526,-24.746,-20.369,-18.691,-13.461,-10.615,-13.06,-15.349,-32.497,-32.497,-32.929,-32.051,-34.959,-35.512,-32.99,-32.939,-31.453,-28.788,-29.514,3.118,3.118,5.85,5.252,0.943,-0.612,1.631,4.821,4.509,4.014,3.944,4.226,4.226,1.648,1.272,6.342,6.13,4.875,5.546,2.894,3.619,3.578,6.409,6.409,6.409,3.972,6.762,5.173,5.327,9.075,6.77,7.231,7.878,14.289,14.289,14.289,16.483,11.327,12.296,14.791,16.249,12.854,15.262,18.742,23.51,23.51,23.51,23.309,21.574,21.827,21.334,23.977,24.552,26.962,28.144,16.788,16.788,23.314,23.796,20.909,18.681,17.458,10.501,11.284,13.443,15.488,14.975,14.975,14.975,6.628,7.536,12.396,14.778,15.825,20.613,18.875,15.755,202.254,220.548,214.881,209.268,204.878,202.771,199.805,195.269,194.149,192.119,188.776,204.345,217.321,214.092,208.905,205.565,203.234,199.483,195.162,194.211,194.211,194.211,204.074,204.074,217.163,213.351,208.291,205.089,202.932,198.837,194.747,193.989,193.989,202.628,219.583,217.035,209.655,204.909,203.62,201.425,196.08,195.314,193.629,193.629,892.494,689.074,706.433,805.063,957.461,966.527,979.998,969.519,926.152,884.63,822.457,1788.369,1532.253,1549.169,1620.426,1693.306,1732.942,1810.701,1937.53,1956.47,2002.035,2065.758,2828.102,2616.721,2632.68,2687.268,2729.878,2809.833,2813.089,2914.17,2959.523,3054.852,3143.554,4099.246,3952.295,3960.385,3942.737,3986.956,3977.214,4023.475,4146.494,4291.016,4414.857,4490.995,797.451,797.451,737.439,799.279,802.855,881.065,782.445,810.738,760.002,717.597,717.597,1791.188,1791.188,1541.51,1744.474,1708.332,1544.149,1726.814,2038.25,1979.845,1990.356,1990.356,2999.29,2999.29,2723.294,2868.869,3114.377,2943.2,2784.512,3054.704,3229.853,3121.487,3121.487,4629.596,4629.596,5062.712,4821.73,4814.111,4791.875,4447.948,4291.073,4483.407,4601.147,4601.147,357.008,250.802,342.865,585.835,534.615,322.947,460.205,229.204,166.516,249.438,303.829,306.447,599.171,506.901,346.802,430.695,400.891,325.036,124.234,83.39,183.879,250.089,236.575,196.779,199.749,214.882,245.389,208.142,227.189,199.861,231.157,361.977,305.766,349.961,427.395,503.79,385.146,370.859,395.556,329.239,197.89,257.509,330.406,408.167,540.094,540.094,388.424,528.5,773.327,478.906,687.91,556.396,308.567,449.46,449.46,1150.491,1150.491,1227.439,1434.576,1501.803,1850.451,1203.058,659.05,414.404,721.963,721.963,1545.91,1545.91,607.995,1120.879,1270.419,977.613,1183.587,3404.295,1607.711,1564.521,1564.521,703.864,703.864,319.292,833.338,961.112,1093.747,676.352,572.529,374.054,286.789,286.789,0.203,0.188,0.2,0.25,0.25,0.25,0.2,0.188,0.188,0.2,0.188,0.08,0.061,0.074,0.062,0.056,0.068,0.089,0.108,0.106,0.105,0.068
f3,bahl,3,a,breathy,F,1,135,3.892,3.892,3.892,2.996,1.444,2.45,2.791,4.557,6.182,6.242,6.438,-1.069,-1.069,-1.069,-4.376,-0.883,0.951,0.217,-1.225,-2.003,-1.1,-0.287,-19.299,-19.299,-19.299,-19.345,-20.305,-17.69,-15.508,-17.687,-21.305,-22.703,-23.116,-33.544,-33.544,-33.544,-31.454,-34.292,-31.73,-30.526,-32.059,-35.4,-38.027,-38.078,-36.006,-36.006,-36.006,-33.131,-35.809,-36.285,-36.062,-35.222,-37.244,-37.506,-36.134,-28.707,-28.707,-28.707,-26.635,-30.311,-28.655,-24.929,-27.342,-30.544,-31.446,-31.347,-30.322,-30.322,-30.322,-22.45,-27.888,-28.53,-28.542,-29.529,-34.352,-37.722,-37.564,4.961,4.961,4.961,7.372,2.327,1.499,2.574,5.782,8.185,7.343,6.725,18.23,18.23,18.23,14.969,19.422,18.641,15.725,16.462,19.302,21.603,22.829,37.436,37.436,37.436,34.449,35.736,34.18,33.317,36.617,41.582,44.269,44.515,39.899,39.899,39.899,36.127,37.253,38.735,38.853,39.779,43.426,43.749,42.571,32.6,32.6,32.6,29.631,31.755,31.105,27.72,31.899,36.726,37.688,37.785,11.023,11.023,11.023,3.105,7.583,10.841,13.034,11.842,13.047,15.019,14.448,5.4,5.4,5.4,12.634,7.939,6.496,6.802,7.985,2.432,-3.337,-3.5,20.894,20.894,20.894,20.466,21.107,20.771,20.505,22.205,20.722,20.358,20.341,0.09,0.092,0.085,0.073,0.087,0.094,0.091,0.096,0.089,0.101,0.111,44.332,44.332,44.332,41.345,45.096,41.874,41.439,47.206,48.622,43.917,42.094,44.597,44.597,44.597,40.866,44.705,42.045,41.911,47.027,48.574,46.007,44.089,45.069,45.069,45.069,43.313,44.918,43.759,44.009,46.622,46.9,45.443,43.548,45.288,45.288,45.288,44.72,45.076,44.547,44.978,46.535,45.935,45.006,43.737,0,0,0,0,0,0,0,0,0,0,0,4.534,4.534,5.07,4.082,1.992,2.96,3.277,5.02,6.61,6.651,6.999,0.954,0.954,-1.52,-1.119,1.443,3.11,2.268,0.724,-0.207,0.613,1.748,-8.025,-8.025,-4.769,-4.644,-6.952,-5.68,-4.32,-7.239,-11.939,-13.825,-12.575,-3.607,-3.607,-3.607,-2.777,-3.982,-1.561,-0.422,-2.047,-5.347,-8.084,-8.731,-12.404,-12.404,-12.404,-9.856,-10.702,-11.821,-11.965,-11.719,-14.387,-15.339,-15.296,-20.92,-20.92,-20.92,-24.189,-23.61,-21.196,-17.331,-18.522,-20.484,-21.763,-21.962,-21.2,-21.2,-27.684,-26.146,-25.235,-23.833,-22.229,-19.708,-17.196,-15.559,-15.329,-35.568,-35.568,-34.177,-34.857,-35.826,-35.026,-35.344,-37.514,-36.784,-34.385,-34.028,3.579,3.579,6.59,5.2,0.549,-0.15,1.009,4.296,6.817,6.038,5.251,8.979,8.979,3.249,3.525,8.395,8.79,6.589,7.963,11.733,14.439,14.323,8.003,8.003,8.003,6.546,5.974,4.521,3.699,7.067,11.957,14.735,15.596,16.801,16.801,16.801,13.625,12.694,14.782,15.243,16.739,20.997,21.99,22.161,25.317,25.317,25.317,27.957,25.602,24.157,20.608,23.542,27.094,28.414,28.827,13.175,13.175,22.914,21.502,18.284,18.153,17.909,12.47,5.257,1.733,2.754,14.599,14.599,14.599,14.599,9.766,10.716,11.666,14.608,18.471,19.293,18.873,205.363,219.01,214.157,208.131,205.828,203.972,201.438,202.247,199.812,199.329,199.326,206.277,216.752,213.42,208.504,205.634,204.013,202.678,201.923,201.923,201.923,201.923,206.151,206.151,216.669,213.225,208.377,205.573,204.018,202.66,201.8,200.775,200.775,205.763,219.583,215.944,208.449,204.995,204.909,203.62,203.62,203.62,201.584,201.075,987.143,645.849,751.444,997.056,1006.902,1013.895,1018.313,1053.498,1082.825,1019.299,1030.637,1734.078,1347.961,1395.364,1568.532,1660.778,1695.819,1746.59,1853.498,1934.12,2000.109,2283.258,2836.117,2658.605,2677.556,2738.551,2769.211,2831.62,2825.927,2865.082,2971.311,3035.917,2877.56,4031.7,3615.607,3683.534,3998.417,3994.946,4045.602,4084.419,4145.994,4236.914,4133.836,3903.693,806.517,806.517,705.579,757.625,751.694,933.159,942.157,933.454,630.977,394.241,394.241,1629.987,1629.987,1350.032,1412.473,1378.872,1049.809,2080.513,2028.947,1881.103,1532.579,1532.579,3176.913,3176.913,3003.877,2959.673,2892.503,2856.089,3554.959,3567.882,3297.441,2992.467,2992.467,4767.105,4767.105,4997.822,4906.235,4913.499,4822.556,4509.33,4585.967,4588.194,4591.134,4591.134,365.076,329.993,507.14,464.09,278.567,223.62,305.313,331.59,349.178,433.755,656.718,305.168,299.77,346.346,361.322,333.756,333.866,231.897,287.546,288.738,272.591,321.532,261.467,307.085,405.516,355.463,263.684,84.093,125.815,220.594,281.88,322.459,440.629,537.118,602.646,771.673,689.89,622.689,312.376,210.135,364.958,456.35,816.046,548.776,913.102,913.102,584.188,671.15,707.748,1259.53,826.717,881.767,1280.398,1368.487,1368.487,883.691,883.691,567.195,642.72,636.823,869.241,1136.88,922.208,1080.953,966.571,966.571,907.617,907.617,711.811,970.919,860.775,408.271,1059.105,970.306,1197.502,857.67,857.67,662.834,662.834,280.053,633.894,711.559,734.428,818.384,639.502,662.46,460.521,460.521,0.215,0.214,0.2,0.214,0.2,0.214,0.214,0.2,0.214,0.2,0.286,0.068,0.056,0.074,0.052,0.052,0.054,0.063,0.091,0.089,0.092,0.063
