Row,Filename,Language,Sex,Phonation,Tone,Vowel,Lg_phon,Lg_speaker,H1c_means002,H2c_means002,H4c_means002,A1c_means002,A2c_means002,A3c_means002,H1H2c_means002,H2H4c_means002,H1A1c_means002,H1A2c_means002,H1A3c_means002,H42Kc_means002,H2KH5Kc_means002,CPP_means002,Energy_means002,HNR05_means002,HNR15_means002,HNR25_means002,HNR35_means002,SHR_means002,strF0_means002,soe_means002
929,Gu_M1_22_Audio.mat,Gj,M,M,NaN,a,GjM,Gj_M1,0.586103568,0.732898254,0.440060306,0.469978103,0.430947408,0.351630316,0.197653099,0.582548115,0.508973359,0.556316004,0.797348865,0.55718418,0.544208665,0.575753348,0.258757415,0.643515471,0.490183813,0.515043723,0.539713269,0,0.636065194,0.490566038
930,Gu_M1_22_Audio.mat,Gj,M,M,NaN,a,GjM,Gj_M1,0.629366046,0.756565498,0.50519061,0.476662441,0.437744447,0.370121818,0.217332844,0.521852446,0.51963735,0.569097584,0.795501105,0.60758191,0.479442971,0.658551897,0.287917577,0.852719717,0.699692041,0.77367719,0.805043951,0,0.730225552,0.547169811
931,Gu_M1_22_Audio.mat,Gj,M,M,NaN,a,GjM,Gj_M1,0.695851672,0.854379619,0.562481154,0.545657101,0.478184925,0.463199358,0.15205965,0.517542101,0.479322261,0.553052622,0.721590681,0.52775769,0.567003758,0.508789063,0.407617858,0.7703053,0.532143201,0.486475471,0.462955211,0,0.631546424,0.622641509
932,Gu_M1_24_Audio.mat,Gj,M,M,NaN,v,GjM,Gj_M1,0.956456597,0.563138858,0.00538445,0.408282432,0.268881716,0.376832738,0.944994499,0.980102245,0.715602125,0.929021439,0.92845953,0.260916727,0.501492042,0.575613839,0.327193256,0.718688282,0.593638726,0.634837706,0.662515697,0,0.936544106,0.79245283
933,Gu_M1_24_Audio.mat,Gj,M,M,NaN,v,GjM,Gj_M1,0.83893623,0.634140588,0.312944217,0.163651031,0.277501424,0.40342111,0.681212566,0.667502005,0.905584662,0.861850156,0.848764812,0.348834622,0.66158267,0.578473772,0.21835779,0.773740948,0.639110769,0.704350082,0.728024278,0,0.509539626,0.716981132
934,Gu_M1_24_Audio.mat,Gj,M,M,NaN,v,GjM,Gj_M1,0.897368667,0.656628401,0.142709455,0.273981023,0.439681033,0.486213436,0.722527808,0.879911788,0.822019099,0.696550786,0.782606949,0.199532736,0.690788019,0.697335379,0.279675304,0.909829658,0.723799442,0.742552245,0.753087066,0,0.521821412,0.811320755
935,Gu_M1_24_Audio.mat,Gj,M,M,NaN,v,GjM,Gj_M1,0.812061054,0.514860827,0.02162395,0.220160578,0.529599392,0.50930046,0.831560934,0.930433039,0.84026307,0.547930925,0.720626632,0.061995884,0.770335986,0.706821987,0.206306588,0.855599901,0.746751997,0.856899363,0.928945165,0,0.653599567,0.641509434
936,Gu_M1_24_Audio.mat,Gj,M,M,NaN,v,GjM,Gj_M1,0.820863377,0.554096556,0.18052983,0.322615343,0.692386558,0.645196586,0.782055983,0.770499198,0.744658715,0.357884241,0.574733882,0.053234689,0.859250663,0.663364955,0.24402123,0.792688446,0.653185449,0.695605454,0.739273755,0,0.563224162,0.79245283
937,Gu_M1_25_Audio.mat,Gj,M,B,NaN,v,GjB,Gj_M1,0.506976309,0.625019657,0.309325867,0.517344704,0.676400228,0.448938653,0.261948417,0.665898156,0.431724445,0.225037393,0.656236192,0.362935974,0.737455791,0.75718471,0.193193881,0.852102535,0.825425849,0.852786424,0.863279615,0,0.323883825,0.490566038
938,Gu_M1_25_Audio.mat,Gj,M,B,NaN,v,GjB,Gj_M1,0.523550894,0.69586413,0.295240146,0.503976029,0.502525157,0.488547669,0.173572913,0.72744587,0.451268904,0.440556588,0.619722836,0.429381988,0.636079797,0.823172433,0.192569466,0.757653061,0.744225772,0.80454276,0.861082043,0,0.412135022,0.433962264
939,Gu_M1_25_Audio.mat,Gj,M,B,NaN,v,GjB,Gj_M1,0.538627212,0.602138701,0.155330605,0.402635319,0.589557623,0.424429207,0.338956118,0.830493184,0.555307844,0.344014867,0.696806588,0.174806697,0.825596817,0.707868304,0.1367468,0.774913594,0.717014724,0.702608567,0.689462118,0,0.304959061,0.471698113
940,Gu_M1_25_Audio.mat,Gj,M,B,NaN,v,GjB,Gj_M1,0.799419421,0.896681868,0.38483739,0.566785755,0.699335485,0.580093369,0.221488816,0.751152767,0.499944265,0.339210443,0.637236393,0.439088836,0.591926393,0.845982143,0.401685919,0.799600889,0.758420749,0.818882466,0.872750105,0,0.376332458,0.830188679
941,Gu_M1_25_Audio.mat,Gj,M,B,NaN,v,GjB,Gj_M1,0.69304242,0.698144362,0.183502046,0.481041835,0.643478261,0.521117514,0.391272461,0.858911387,0.540705235,0.354394235,0.656557542,0.15277855,0.813467065,0.66922433,0.254136747,0.663512179,0.552521413,0.459759893,0.376046463,0,0.542638653,0.641509434
942,Gu_M1_28_Audio.mat,Gj,M,M,NaN,v,GjM,Gj_M1,0.62093829,0.651674792,0.726383804,0.667319734,0.664628821,0.735502225,0.369392495,0.197624298,0.331921376,0.294248289,0.389515967,0.581381766,0.677304377,0.654506138,0.35085857,0.741853193,0.7144885,0.69756929,0.615843449,0,0.675459601,0.566037736
943,Gu_M1_28_Audio.mat,Gj,M,M,NaN,v,GjM,Gj_M1,0.514842214,0.547334487,0.741503338,0.881948446,0.707803304,0.756838573,0.393105977,0.113472334,0.08222792,0.191315778,0.320506126,0.543694721,0.71543435,0.601422991,0.304339682,0.534685648,0.633168126,0.72135764,0.735297195,0,0.49254596,0.547169811
944,Gu_M1_28_Audio.mat,Gj,M,M,NaN,v,GjM,Gj_M1,0.528045697,0.588535933,0.783502046,0.885943683,0.691551168,0.809395288,0.346290185,0.090918204,0.08360272,0.217150886,0.268286805,0.553123436,0.710156941,0.493303571,0.306337808,0.471568466,0.560388798,0.609752483,0.569589787,0,0.51884752,0.528301887
945,Gu_M1_28_Audio.mat,Gj,M,M,NaN,v,GjM,Gj_M1,0.306863939,0.394480264,0.665302606,0.801813223,0.659426619,0.672952075,0.359247036,0.104751403,0.077211756,0.148438562,0.323679454,0.499777493,0.764008621,0.268205915,0.216297221,0.338606814,0.385501877,0.363272566,0.259993721,0,0.512822493,0.301886792
946,Gu_M1_28_Audio.mat,Gj,M,M,NaN,v,GjM,Gj_M1,0.310515966,0.432615191,0.64609089,0.795781952,0.65046516,0.704683055,0.304852707,0.151413392,0.084494482,0.160902869,0.290299257,0.471686043,0.800232095,0.437918527,0.179394318,0.42490948,0.51809258,0.596079739,0.612023859,0,0.437625521,0.301886792
947,Gu_M1_29_Audio.mat,Gj,M,B,NaN,v,GjB,Gj_M1,0.661204233,0.431593018,0.205642903,0.61691829,0.572052402,0.53570647,0.76408752,0.66324178,0.39664846,0.424194353,0.626832697,0.321939144,0.670424403,0.671107701,0.301030284,0.651785714,0.593542489,0.573143619,0.545678108,0,0.594932798,0.41509434
948,Gu_M1_29_Audio.mat,Gj,M,B,NaN,v,GjB,Gj_M1,0.738739582,0.464066677,0.331380573,0.661711037,0.474691475,0.555729813,0.81469258,0.537640337,0.384052317,0.577935911,0.638039767,0.412972131,0.651552829,0.532017299,0.39956291,0.657237492,0.611105765,0.497739736,0.362965676,0,0.57477213,0.566037736
949,Gu_M1_29_Audio.mat,Gj,M,B,NaN,v,GjB,Gj_M1,0.744264444,0.61015883,0.553306052,0.714955246,0.760850579,0.743599095,0.594915047,0.372544106,0.33474529,0.239088066,0.433500703,0.380041164,0.748618479,0.707798549,0.479425539,0.719326037,0.684438456,0.638654217,0.587327334,0,0.636412792,0.566037736
950,Gu_M1_29_Audio.mat,Gj,M,B,NaN,v,GjB,Gj_M1,0.696226238,0.625098286,0.495929356,0.696592524,0.781735333,0.65227223,0.508861997,0.448827185,0.33348196,0.19086253,0.513476602,0.395394115,0.667108753,0.704868862,0.449516079,0.610845951,0.580574536,0.540684749,0.487651737,0,0.574115557,0.509433962
951,Gu_M1_29_Audio.mat,Gj,M,B,NaN,v,GjB,Gj_M1,0.689203109,0.617707187,0.425328451,0.677115747,0.683614961,0.547341163,0.511306686,0.526263031,0.349570839,0.304672982,0.626029323,0.484897369,0.642600575,0.61328125,0.425476116,0.539108789,0.522928496,0.493700904,0.407963583,0,0.542252433,0.528301887
952,Gu_M1_30_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.355463995,0.437175657,0.637734224,0.841343014,0.67693184,0.329345685,0.356313409,0.164043705,0.05822465,0.151067398,0.722956417,0.695110419,0.500469717,0.693010603,0.244333437,0.629670013,0.808439996,0.890766266,0.884365843,0,0.611926464,0.471698113
953,Gu_M1_30_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.477291881,0.467211826,0.592849451,0.829510968,0.715701538,0.369830039,0.468646865,0.235414996,0.11804704,0.163803653,0.73062864,0.663375424,0.536168214,0.754813058,0.333687168,0.609673305,0.796650948,0.897769379,0.901213897,0,0.713000154,0.660377358
954,Gu_M1_30_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.534787901,0.562038056,0.644454017,0.882563098,0.842490982,0.464220585,0.396284073,0.235815958,0.089547802,0.04024838,0.65133561,0.64195917,0.544927056,0.692871094,0.472307212,0.505225477,0.697647002,0.746442863,0.717507325,0,0.712652557,0.773584906
955,Gu_M1_30_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.619252739,0.467919484,0.576006892,0.773423994,0.838503892,0.507075644,0.652854174,0.255463111,0.228625571,0.085890405,0.640369552,0.605913111,0.570540451,0.604561942,0.419544177,0.538409315,0.70642864,0.63932118,0.492046882,0,1,0.754716981
956,Gu_M1_30_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.557168274,0.632332128,0.629765238,0.91379509,0.885285741,0.368918229,0.316220511,0.297714515,0.068182663,0,0.765856598,0.578322301,0.591346154,0.81375558,0.502903528,0.623909645,0.812121066,0.852489996,0.853338217,0,0.682527422,0.79245283
957,Gu_M1_30_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.592564847,0.663626356,0.704027568,0.945103915,0.848414657,0.203260632,0.313653588,0.231305132,0.051945157,0.061097765,0.963486644,0.740807699,0.460267462,0.801060268,0.545051514,0.632714779,0.856943509,0.934118868,0.990948095,0,0.728912405,0.811320755
958,Gu_M1_31_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.618035397,0.573989621,0.609864312,0.723445123,0.782988418,0.448975126,0.486248625,0.283730954,0.276446327,0.151520645,0.703836112,0.803387662,0.316174845,0.813267299,0.386450203,0.721877057,0.73289385,0.67674522,0.598890749,0.599415205,0.369689479,0.58490566
959,Gu_M1_31_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.590317445,0.527834565,0.58992031,0.674964465,0.739206379,0.380552921,0.521941083,0.277465918,0.312376918,0.190409283,0.76734284,0.865800745,0.262792882,0.675502232,0.284545738,0.673160797,0.737489173,0.66014525,0.605640435,0,0.350301251,0.509433962
960,Gu_M1_31_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.496956644,0.384573046,0.302261469,0.595904883,0.535333207,0.277518419,0.622662266,0.52085004,0.351800245,0.388569098,0.840690902,0.785587139,0.229746905,0.594935826,0.154230409,0.649214121,0.678976999,0.635689936,0.5854437,0,0.226788197,0.358490566
961,Gu_M1_31_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.576739395,0.517062431,0.580486754,0.693442434,0.6656161,0.414107521,0.520963207,0.281625902,0.289116784,0.271721887,0.724563165,0.840991267,0.298795314,0.676827567,0.320012488,0.655879691,0.717519969,0.618089521,0.536155295,0,0.403715433,0.490566038
962,Gu_M1_31_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.679370728,0.525318446,0.45332759,0.67077715,0.568179229,0.310671821,0.642219778,0.434743384,0.351763088,0.437655804,0.882506527,0.714245981,0.262240274,0.362792969,0.30640025,0.227246544,0.257795207,0.120053357,0.03657388,0,0.390429476,0.603773585
963,Gu_M1_31_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.674688641,0.496225822,0.46741331,0.723137797,0.742775774,0.409548472,0.681212566,0.399909783,0.299297737,0.226986357,0.771560554,0.772208934,0.208388594,0.700195313,0.365344989,0.675423799,0.690982581,0.578812806,0.460862285,0,0.412637108,0.603773585
964,Gu_M1_34_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.593688548,0.608428998,0.812578075,0.837270946,0.723333966,0.432234299,0.401051216,0.069767442,0.156727232,0.21098672,0.711829685,0.82433109,0.473170866,0.403180804,0.299594131,0.43494898,0.599124242,0.517118719,0.376098786,0,0.380967094,0.452830189
965,Gu_M1_34_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.549864219,0.65364051,0.85586905,0.845607161,0.591987849,0.468743161,0.273560689,0.048215718,0.131274849,0.346553053,0.652781683,0.864465706,0.298187445,0.309988839,0.373462379,0.237388907,0.361418535,0.265821847,0.124476769,0,0.489185849,0.41509434
966,Gu_M1_34_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.420076786,0.502987891,0.768640965,0.808267066,0.54953484,0.40265519,0.338344946,0.053678829,0.115891948,0.334451344,0.669933722,0.967096846,0.348198497,0.486467634,0.189010303,0.536928078,0.673828313,0.629057359,0.520510674,0,0.329831608,0.283018868
967,Gu_M1_34_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.53310235,0.586334329,0.797070859,0.850524375,0.670704386,0.397913779,0.356191175,0.073726945,0.119867722,0.244436387,0.723639285,0.985676142,0.298961096,0.443987165,0.278801124,0.497551843,0.636969493,0.530087446,0.409010046,0,0.402054689,0.41509434
968,Gu_M1_34_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.578986797,0.48836295,0.778332974,0.770235488,0.44063034,0.265044861,0.568512407,0.033079391,0.215769331,0.541313511,0.889696726,0.916031596,0.284455128,0.326171875,0.246768654,0.322560072,0.415816572,0.26500667,0.115477187,0,0.374710335,0.452830189
969,Gu_M1_35_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.572431876,0.646170782,0.403273745,0.425262187,0.507765331,0.38937924,0.314631463,0.570068164,0.546761788,0.458006617,0.74990962,0.753768704,0.225629973,0.582938058,0.171464252,0.512096774,0.530194399,0.447902772,0.349623273,0,0.08064267,0.396226415
970,Gu_M1_35_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.499297687,0.519185407,0.221063967,0.269217471,0.355686349,0.235648114,0.416574991,0.701132719,0.668710289,0.604133617,0.887848966,0.744228737,0.235770336,0.390694754,0.072619419,0.450522548,0.463405832,0.328590485,0.215414399,0,0.033099027,0.20754717
971,Gu_M1_35_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.648843525,0.851706243,0.43816498,0.532057931,0.675982533,0.453534175,0.09485393,0.660535285,0.473823059,0.294202964,0.712030528,0.541414029,0.350104996,0.648507254,0.332375898,0.658903884,0.622004619,0.472209871,0.323827961,0,0.122199907,0.603773585
972,Gu_M1_35_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.474295346,0.527441422,0.307559767,0.181168607,0.299525346,0.152709899,0.371103777,0.605753809,0.743952737,0.659067217,0.968507732,0.869499917,0.052470159,0.395228795,0.055885108,0.468564845,0.474376865,0.357381058,0.251151109,0,0.001737989,0.094339623
973,Gu_M1_35_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.59003652,0.741783299,0.413267284,0.483116284,0.593886463,0.443868991,0.188852219,0.619386528,0.497826329,0.363685809,0.697409118,0.734160316,0,0.545549665,0.218108024,0.448959019,0.434630931,0.279605751,0.105169527,0,0,0.377358491
974,Gu_M1_35_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.643599588,0.751140116,0.548050829,0.449771426,0.423732675,0.412356846,0.244346657,0.468524459,0.55133207,0.59271178,0.755131553,0.831562552,0.036333996,0.540527344,0.236902904,0.398658657,0.339717063,0.197791611,0.030556718,0,0.190869767,0.433962264
975,Gu_M1_38_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.439554265,0.560150967,0.669480939,0.936076217,0.772432125,0.486031074,0.274905268,0.205493184,0,0.077777274,0.586463145,0.84613673,0.333222812,0.592912946,0.318888542,0.688981238,0.837575787,0.788091003,0.675596484,0,0.509655492,0.301886792
976,Gu_M1_38_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.402097575,0.381349269,0.6882619,0.766048173,0.683387127,0.474870523,0.503972619,0.069667201,0.149593133,0.165933917,0.582687287,0.927768816,0.369805482,0.564592634,0.115766469,0.583175609,0.756062939,0.735289758,0.669422352,0,0.199984551,0.264150943
977,Gu_M1_38_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.698848207,0.674241233,0.775188456,0.974991356,0.82498576,0.492450215,0.435888033,0.155272654,0.065210122,0.140552055,0.690580438,0.949574456,0.31982206,0.495675223,0.429534811,0.603583772,0.762270234,0.667555951,0.561793638,0,0.244361193,0.679245283
978,Gu_M1_38_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.724786965,0.710095927,0.797673918,1,0.687488134,0.405572981,0.414130302,0.151914595,0.051350648,0.317227938,0.797429203,0.947377204,0.306752874,0.434082031,0.522697471,0.547132159,0.66723607,0.543389655,0.411312265,0,0.305615634,0.716981132
979,Gu_M1_39_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.495739301,0.43882686,0.33258669,0.461949214,0.512322005,0.271609891,0.536853685,0.520148356,0.480882845,0.415446675,0.846716208,0.703649107,0.403321176,0.669294085,0.122260381,0.834677419,0.778582427,0.714132207,0.622279196,0,0.303800402,0.377358491
980,Gu_M1_39_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.737147673,0.51470357,0.336937325,0.687334332,0.526827416,0.320519367,0.734017846,0.563402165,0.358674247,0.515025155,0.896445069,0.725538188,0.273071397,0.733189174,0.310146737,0.777834924,0.8049514,0.77812361,0.729803265,0,0.440985633,0.660377358
981,Gu_M1_39_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.684708306,0.419012423,0.279345251,0.660904306,0.534611733,0.408126049,0.814325877,0.56946672,0.363430312,0.48035172,0.777425186,0.88001335,0.140141468,0.839285714,0.272494536,0.77600395,0.8123376,0.862939084,0.859303056,0,0.488258922,0.566037736
982,Gu_M1_39_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.778537316,0.404780626,0.404867543,0.533825055,0.448110879,0.284229338,0.958929226,0.414344427,0.523575967,0.628971581,0.954127335,0.790955109,0.283488064,0.3515625,0.220418358,0.387755102,0.41184679,0.252890173,0.123377982,0,0.264444616,0.679245283
983,Gu_M1_44_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.604363704,0.417439849,0.361619642,0.686297107,0.781773305,0.536180611,0.711893412,0.472684443,0.306952031,0.146353624,0.601928098,0.610474495,0.452669098,0.719935826,0.280112395,0.724140059,0.7459821,0.68171039,0.543375889,0,0.378572532,0.58490566
984,Gu_M1_44_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.723101414,0.474760182,0.341417187,0.693711344,0.804404785,0.573966008,0.777777778,0.532728549,0.346932709,0.176857182,0.611247238,0.570645825,0.466180371,0.759835379,0.328254761,0.751110928,0.774732942,0.705869275,0.605588112,0,0.318747103,0.754716981
985,Gu_M1_44_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.69032681,0.536247838,0.571268576,0.72824709,0.738598823,0.558465242,0.639408385,0.304530874,0.30052391,0.239541314,0.61430006,0.728820159,0.409399867,0.677594866,0.388947861,0.680134957,0.703830238,0.572587817,0.410684387,0,0.4882203,0.735849057
986,Gu_M1_44_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.654368387,0.587749646,0.678957571,0.693596097,0.700664515,0.47665767,0.512406796,0.212058941,0.319771114,0.267416036,0.688933521,0.624826167,0.642324271,0.771205357,0.343115829,0.680937294,0.727119623,0.66585149,0.607576392,0,0.365865905,0.735849057
987,Gu_M1_45_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.777413616,0.713555591,0.731768253,0.436633245,0.255059806,0.260157561,0.477447745,0.230753809,0.6171367,0.858858723,0.980156658,0.977804973,0.140915119,0.598981585,0.310209179,0.575851712,0.491483014,0.398028754,0.268103809,0,0.221381122,0.679245283
988,Gu_M1_45_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.774136155,0.72401321,0.753262977,0.383850025,0.379874691,0.287074185,0.456912358,0.212459904,0.666889607,0.708289897,0.949106246,0.914613117,0.208692529,0.626325335,0.333000312,0.626213792,0.569771918,0.470690677,0.359093763,0,0.261741078,0.716981132
989,Gu_M1_45_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.62908512,0.662525554,0.593667887,0.267719258,0.30408202,0.20063462,0.363036304,0.359011628,0.721658678,0.728550061,0.982044587,0.901095845,0.155807913,0.421875,0.238651264,0.37814763,0.339957656,0.223247369,0.115738803,0,0.320716824,0.547169811
990,Gu_M1_45_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.55801105,0.634376474,0.5297437,0.298029273,0.28126068,0.156685389,0.31426476,0.415396953,0.664177163,0.721434075,1,0.860015575,0.228475906,0.403878348,0.149422416,0.41824391,0.394740641,0.26785979,0.166073671,0,0.152788506,0.358490566
991,Gu_M1_45_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.667197303,0.74296273,0.553090674,0.401406016,0.365597114,0.233970384,0.28786212,0.457497995,0.607475941,0.673571137,0.961759389,0.820186905,0.220794651,0.41280692,0.250078052,0.343585418,0.294028486,0.152067586,0.037097112,0,0.14344199,0.471698113
992,Gu_M1_45_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.684895589,0.786916182,0.539004954,0.509892052,0.310879058,0.352177402,0.242635375,0.501854451,0.50953071,0.747450483,0.839124322,0.713995661,0.366959549,0.47593471,0.317639713,0.424271725,0.350832451,0.261449533,0.156550858,0,0.245365364,0.58490566
993,Gu_M1_46_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.751568499,0.727394244,0.868748654,0.806922515,0.864325043,0.440075863,0.422197775,0.080242582,0.248727381,0.119113448,0.770917855,0.900511765,0.458278073,0.729143415,0.403496722,0.683652897,0.800067366,0.813880243,0.767371285,0,0.273404913,0.754716981
994,Gu_M1_46_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.805787059,0.753577607,0.835365066,0.737505282,0.826960319,0.527646072,0.452389683,0.135775862,0.337383421,0.19000136,0.697730468,0.939756355,0.369722591,0.904157366,0.547236965,0.687088545,0.8009335,0.834444938,0.842141063,0,0.263247335,0.811320755
995,Gu_M1_46_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.907294691,0.852099387,0.968468663,0.903230763,1,0.678459406,0.431609828,0.043704892,0.217367072,0.032543172,0.575175738,0.941313901,0.383896994,0.701102121,0.854136747,0.617532093,0.709051102,0.600970802,0.451862704,0,0.458249652,1
996,Gu_M1_46_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.749789306,0.721339833,0.866551798,0.807613999,0.750749953,0.43256255,0.429287373,0.078939455,0.247315424,0.25381861,0.778429403,1,0.369114721,0.803641183,0.438276616,0.896477946,1,1,1,0,0.332844122,0.773584906
997,Gu_M1_46_Audio.mat,Gj,M,M,NaN,e,GjM,Gj_M1,0.820020601,0.771662211,0.923023907,0.879566671,0.686348965,0.463126413,0.442733162,0.045358861,0.205625534,0.364682953,0.774894557,0.87456194,0.473060345,0.77218192,0.54829847,0.758331962,0.866350688,0.884800652,0.925230222,0,0.291171018,0.905660377
998,Gu_M1_47_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.712988108,0.798395974,0.318759423,0.652107103,0.724359218,0.535414691,0.261581714,0.765437049,0.383160554,0.267506685,0.649407512,0.401818991,0.669236295,0.932547433,0.384576959,0.726629361,0.739871042,0.722024604,0.68517162,0,0.101884752,0.735849057
999,Gu_M1_47_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.772544246,0.821041044,0.388283437,0.71806692,0.897740649,0.632577139,0.303997066,0.699027666,0.342994092,0.089380411,0.567905202,0.401513044,0.652602785,1,0.487355604,0.7084842,0.76171687,0.803616422,0.856529929,0,0.143403368,0.830188679
1000,Gu_M1_47_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.673752224,0.790533103,0.313848805,0.648457608,0.686273021,0.366729885,0.222466691,0.766138733,0.371121763,0.29397634,0.818316931,0.41967514,0.591511936,0.80984933,0.350234155,0.753168203,0.75837263,0.712761227,0.703850984,0,0.102348216,0.660377358
1001,Gu_M1_47_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.716171926,0.699087907,0.234632781,0.590180938,0.690867667,0.485629878,0.419997555,0.800020048,0.444320589,0.309024158,0.705563366,0.407103521,0.603586428,0.829938616,0.303902591,0.743972186,0.77615244,0.748999555,0.714629552,0,0.151050518,0.698113208
1002,Gu_M1_47_Audio.mat,Gj,M,B,NaN,E,GjB,Gj_M1,0.820863377,0.765450543,0.453758346,0.757942453,0.821910006,0.538514844,0.453489793,0.587359663,0.323598261,0.203281512,0.692227355,0.38018023,0.749253979,0.928989955,0.518888542,0.667914747,0.659152151,0.631947532,0.619767685,0.184210526,0.311602039,0.849056604
1003,Gu_M1_54_Audio.mat,Gj,M,M,NaN,O,GjM,Gj_M1,0.237381777,0.159223148,0.299418479,0.403749376,0.422555534,0.640564593,0.634274539,0.380563352,0.43465983,0.397543398,0.329584254,0.14824498,0.87035809,0.088657924,0.321011552,0.109302995,0.05863247,0.052060175,0.041806195,0,0.744090839,0.358490566
1004,Gu_M1_54_Audio.mat,Gj,M,M,NaN,O,GjM,Gj_M1,0.327933327,0,0.499461555,0.425646345,0.469033605,0.762929462,1,0.046261026,0.449411065,0.385894937,0.233661378,0.163431051,0.991876658,0,0.366094287,0,0,0,0,0,0.782712807,0.547169811
1005,Gu_M1_54_Audio.mat,Gj,M,M,NaN,O,GjM,Gj_M1,0.91759528,0.807123762,0.41477493,0.67600169,0.76069869,0.711357502,0.51497372,0.659282277,0.441236577,0.323165481,0.543362121,0.162513211,0.847231432,0.348493304,0.72519513,0.416495227,0.290948898,0.324329332,0.307712432,1,0.636490036,0.79245283
1006,Gu_M1_54_Audio.mat,Gj,M,M,NaN,O,GjM,Gj_M1,0.74510722,0.590816166,0.490674133,0.553225001,0.56768559,0.772704063,0.626084831,0.433089415,0.491546836,0.470063001,0.401807592,0.150803805,0.922551945,0.136300223,0.601498595,0.10049786,0.04523145,0.046353935,0.032492675,0,0.476401977,0.830188679
1007,Gu_M1_54_Audio.mat,Gj,M,M,NaN,O,GjM,Gj_M1,0.565408746,0.383472244,0.519190179,0.498175253,0.554129485,0.723867532,0.713726928,0.267742582,0.473488649,0.399265739,0.378509741,0.186237971,0.945650973,0.125139509,0.445082735,0.122613562,0.065633721,0.080517267,0.044893261,0,0.569017457,0.58490566
1008,Gu_M1_55_Audio.mat,Gj,M,B,NaN,O,GjB,Gj_M1,0.544432999,0.604576191,0.373120827,0.572663363,0.711790393,0.660113794,0.342745386,0.578688853,0.393155724,0.200924625,0.439726853,0.203037214,0.896993811,0.552385603,0.275179519,0.578937623,0.52648927,0.630835927,0.672928003,0,0.19229878,0.433962264
1009,Gu_M1_55_Audio.mat,Gj,M,B,NaN,O,GjB,Gj_M1,0.609326716,0.694763328,0.060391988,0.470439092,0.709018417,0.627726311,0.287250947,1,0.517779512,0.235643385,0.503233581,0,0.960295093,0.511928013,0.248829223,0.510924128,0.427124435,0.505854454,0.5282545,0,0.143326124,0.452830189
