"measurement.no","Phonation","h1h2.mean","h1h2.se","h1h2.pse","h1h2.mse","h1c.mean","h1c.se","h1c.pse","h1c.mse","h2h4.mean","h2h4.se","h2h4.pse","h2h4.mse","h42K.mean","h42K.se","h42K.pse","h42K.mse","h2Kh5K.mean","h2Kh5K.se","h2Kh5K.pse","h2Kh5K.mse","h1a1.mean","h1a1.se","h1a1.pse","h1a1.mse","h1a2.mean","h1a2.se","h1a2.pse","h1a2.mse","h1a3.mean","h1a3.se","h1a3.pse","h1a3.mse","cpp.mean","cpp.se","cpp.pse","cpp.mse","hnr05.mean","hnr05.se","hnr05.pse","hnr05.mse","hnr15.mean","hnr15.se","hnr15.pse","hnr15.mse","hnr25.mean","hnr25.se","hnr25.pse","hnr25.mse","hnr35.mean","hnr35.se","hnr35.pse","hnr35.mse","strF0.mean","strF0.se","strF0.pse","strF0.mse","sF1.mean","sF1.se","sF1.pse","sF1.mse","sF2.mean","sF2.se","sF2.pse","sF2.mse","sB1.mean","sB1.se","sB1.pse","sB1.mse","sB2.mean","sB2.se","sB2.pse","sB2.mse","energy.mean","energy.se","energy.pse","energy.mse","norm.soe.mean","norm.soe.se","norm.soe.pse","norm.soe.mse","H1c.resid.mean","H1c.resid.se","H1c.resid.pse","H1c.resid.mse","a1c.mean","a1c.se","a1c.pse","a1c.mse","a2c.mean","a2c.se","a2c.pse","a2c.mse"
3,"checked",3.12454587155963,0.337893497173768,3.78681712602022,2.46227461709905,-0.292275229357797,0.504165479782415,0.695889111015736,-1.28043956973133,3.29928899082569,0.436300161816358,4.15443730798575,2.44414067366563,5.75796788990826,0.675544118076775,7.08203436133874,4.43390141847778,19.062495412844,0.773087313751463,20.5777465477969,17.5472442778912,13.2046513761468,0.581835169013598,14.3450483074134,12.0642544448801,17.615252293578,0.593697217781763,18.7788988404302,16.4516057467257,12.0419357798165,0.670104847529137,13.3553412809736,10.7285302786594,15.7094862385321,0.432735168783801,16.5576471693484,14.8613253077159,21.3945550458716,0.765600232121063,22.8951315008288,19.8939785909143,31.8908073394495,0.986255791398703,33.823868690591,29.9577459883081,34.9954862385321,1.01872189190086,36.9921811466578,32.9987913304064,36.535628440367,1.02064622109699,38.5360950337171,34.5351618470169,150.59521559633,3.39358998294852,157.246651962909,143.943779229751,393.695903669725,7.66881086545463,408.726772966016,378.665034373434,1850.98553211009,35.2733003032652,1920.12120070449,1781.84986351569,109.909270642202,8.03442193074499,125.656737626462,94.1618036579417,256.364862385321,16.254169400865,288.223034411017,224.506690359626,-1.01656933150454,0.0411965418192777,-0.935824109538753,-1.09731455347032,0.801720966330724,0.0074739761149156,0.816369959515958,0.787071973145489,-0.251552485818528,0.0640466906934441,-0.126020972059378,-0.377083999577679,-13.4969678899083,0.580627326854,-12.3589383292744,-14.6349974505421,-17.9075688073394,0.525631064059911,-16.877331921782,-18.9378056928969
3,"laryngealized",2.95115770609319,0.320337925344839,3.57902003976907,2.32329537241731,-0.427340501792115,0.416100829047037,0.388217123140077,-1.24289812672431,2.80181720430107,0.405459759769975,3.59651833345023,2.00711607515192,8.19899283154122,0.429456079987429,9.04072674831658,7.35725891476586,18.0983010752688,0.456516337415987,18.9930730966042,17.2035290539335,13.7985698924731,0.497189453039328,14.7730612204302,12.824078564516,18.6625483870968,0.413759898326305,19.4735177878163,17.8515789863772,13.7345197132616,0.417776935209345,14.553362506272,12.9156769202513,17.7460681003584,0.213639548247658,18.1648016149238,17.327334585793,24.4745770609319,0.506026721128675,25.4663894343441,23.4827646875197,34.3199032258065,0.631190908032962,35.5570374055511,33.0827690460618,37.9476989247312,0.618060212624388,39.159096941475,36.7363009079874,39.2026164874552,0.545629212811919,40.2720497445666,38.1331832303438,146.060989247312,2.9399713960618,151.823333183593,140.298645311031,448.211132616487,10.4252501092758,468.644622830668,427.777642402307,1968.19886738351,27.9494865125346,2022.97986094808,1913.41787381894,123.918777777778,9.57169214100371,142.679294374145,105.15826118141,299.652315412186,15.0031414324652,329.058472619818,270.246158204555,-0.955377788820481,0.0325080486299003,-0.891662013505877,-1.01909356413509,0.763999437879448,0.00859026071613364,0.78083634888307,0.747162526875826,-0.341780976150216,0.0542529616761946,-0.235445171264874,-0.448116781035557,-14.2258853046595,0.593876319709718,-13.0618877180285,-15.3898828912905,-19.089917562724,0.415741948348883,-18.2750633439602,-19.9047717814878
4,"modal",4.24824791508719,0.143206341519773,4.52893234446594,3.96756348570843,2.20705686125853,0.168867481672257,2.53803712533615,1.87607659718091,2.77585898407885,0.1741273449437,3.1171485801685,2.43456938798919,7.86996891584534,0.203237258993469,8.26831394347254,7.47162388821814,19.3330371493556,0.241463933908212,19.8063064598157,18.8597678388955,13.5755481425322,0.234639007167495,14.0354405965805,13.1156556884839,18.3228059135709,0.231293888401368,18.7761419348376,17.8694698923042,14.240520090978,0.235668764243048,14.7024308688944,13.7786093130616,18.108520090978,0.162277537705317,18.4265840648804,17.7904561170756,27.1064169825625,0.284701970865209,27.6644328454584,26.5484011196667,38.416119787718,0.345116519736429,39.0925481664014,37.7396914090346,41.1318142532221,0.353996375607766,41.8256471494134,40.4379813570309,41.5675526914329,0.341457342654916,42.2368090830365,40.8982962998293,155.798925701289,1.22563050802863,158.201161497025,153.396689905553,375.776902198635,3.44628072390478,382.531612417489,369.022191979782,1997.28122668688,12.9195541297565,2022.60355278121,1971.95890059256,109.982880212282,3.64833664539631,117.133620037259,102.832140387305,306.228272175891,6.8922726337599,319.73712653806,292.719417813721,-0.871333099679161,0.0149579578376226,-0.84201550231742,-0.900650697040901,0.833227413504709,0.00257789501749808,0.838280087739005,0.828174739270412,0.0585398351254522,0.0181375613008299,0.0940894552750788,0.0229902149758256,-11.368486732373,0.233531959071571,-10.9107640925927,-11.8262093721533,-16.1157543593632,0.21498993127336,-15.6943740940674,-16.5371346246589
4,"breathy",3.39733009708738,0.301725321672319,3.98871172756512,2.80594846660963,2.81254368932039,0.327179161953385,3.45381484674902,2.17127253189175,5.60777022653722,0.481119097564123,6.5507636577629,4.66477679531154,8.0536925566343,0.523318210977876,9.07939625015094,7.02798886311767,18.707284789644,0.598410479304518,19.8801693290809,17.5344002502072,19.6705598705502,0.567149091808828,20.7821720904955,18.5589476506049,23.1129644012945,0.469389335097031,24.0329674980847,22.1929613045043,17.2222330097087,0.53482210348621,18.2704843325417,16.1739816868758,18.3456343042071,0.186528214612013,18.7112296048467,17.9800390035676,26.5901650485437,0.471807448708225,27.5149076480118,25.6654224490756,33.7480323624595,0.47774343460102,34.6844094942775,32.8116552306415,37.1737605177994,0.470405693724581,38.0957556774995,36.2517653580992,39.401071197411,0.432128894961405,40.2480438315354,38.5540985632867,143.069210355987,2.40280626565531,147.778710636671,138.359710075303,502.783614886731,11.5041201947562,525.331690468454,480.235539305009,1729.35244012945,21.4636578042269,1771.42120942573,1687.28367083317,189.728171521036,10.5257847284547,210.358709588807,169.097633453264,260.017242718447,12.8854521422279,285.272728917213,234.76175651968,-0.90868873556651,0.0308807216862132,-0.848162521061532,-0.969214950071488,0.800579032215244,0.00505040600709881,0.810477827989157,0.79068023644133,0.27237768987722,0.0310852694211423,0.333304817942659,0.211450561811781,-16.8580323624595,0.57831152726023,-15.7245417690295,-17.9915229558896,-20.3004789644013,0.471362171294514,-19.376609108664,-21.2243488201385
4,"checked",3.16251643192488,0.347009978111635,3.84265598902369,2.48237687482608,-0.209215962441314,0.517083450477205,0.804267600494009,-1.22269952537664,3.37619248826291,0.467487867122098,4.29246870782222,2.4599162687036,5.74140375586854,0.707721651236775,7.12853819229262,4.35426931944447,18.9658779342723,0.790546345552793,20.5153487715558,17.4164070969888,13.3816197183099,0.584241398365687,14.5267328591066,12.2365065775131,17.6159342723005,0.623833496073918,18.8386479246053,16.3932206199956,12.2363286384977,0.673769871625638,13.5569175868839,10.9157396901114,15.7772582159624,0.448451161702801,16.6562224928999,14.898293939025,21.8525962441315,0.80127581322089,23.4230968380444,20.2820956502185,32.0960187793427,1.02017974597644,34.0955710814565,30.0964664772289,35.1345492957746,1.05403836607272,37.2004644932772,33.0686340982721,36.5849953051643,1.05115033797205,38.6452499675895,34.5247406427391,146.205018779343,3.34656235759177,152.764281000223,139.645756558463,403.694948356808,8.7052246688767,420.757188707806,386.632708005809,1854.76222065728,35.7912912461238,1924.91315149968,1784.61128981487,111.809558685446,7.40114246174531,126.315797910467,97.3033194604252,271.081136150235,16.9470588756121,304.297371546434,237.864900754035,-1.03757272545821,0.0434305150193562,-0.952448916020273,-1.12269653489615,0.78778342087886,0.00759738750687613,0.802674300392337,0.772892541365383,-0.1838852907036,0.0633476604165499,-0.0597238762871626,-0.308046705120038,-13.5908732394366,0.603580556593604,-12.4078553485132,-14.7738911303601,-17.8251596244131,0.54990843302736,-16.7473390956795,-18.9029801531468
4,"laryngealized",2.63676277372263,0.319090149419139,3.26217946658414,2.01134608086111,-1.06953284671533,0.427785226264564,-0.231073803236784,-1.90799189019387,2.9393503649635,0.425233849987599,3.7728087109392,2.10589201898781,7.68561678832117,0.466388310142505,8.59973787620048,6.77149570044186,18.5057153284672,0.46307779101458,19.4133477988557,17.5980828580786,13.8074416058394,0.510861867323157,14.8087308657928,12.806152345886,18.4419525547445,0.420496141200314,19.2661249914971,17.6177801179919,13.3831240875912,0.450639820059892,14.2663781349086,12.4998700402739,17.6637226277372,0.220467929104042,18.0958397687811,17.2316054866933,24.1916605839416,0.536875796740328,25.2439371455526,23.1393840223306,33.7565547445256,0.674534994996849,35.0786433347194,32.4344661543317,37.6277700729927,0.657315401400011,38.9161082597367,36.3394318862487,38.9936715328467,0.579613867248292,40.1297147126534,37.8576283530401,142.535291970803,2.97469139829514,148.365687111461,136.704896830144,455.994562043796,11.2236610934167,477.992937786892,433.996186300699,1947.51798175182,29.1867805710492,2004.72407167108,1890.31189183257,130.947945255474,9.8153186659711,150.185969840778,111.709920670171,306.96697080292,14.6961941109238,335.77151126033,278.162430345509,-1.00422787391557,0.0332312304919745,-0.939094662151296,-1.06936108567984,0.752339527578434,0.00855287122722054,0.769103155183786,0.735575899973082,-0.409639524779497,0.0584872359396399,-0.295004542337803,-0.524274507221192,-14.8769781021898,0.62927593096545,-13.6435972774975,-16.1103589268821,-19.5115437956204,0.431212276811219,-18.6663677330704,-20.3567198581704
5,"modal",4.18900679758308,0.143979460567741,4.47120654029585,3.90680705487031,2.11541616314199,0.169101694364945,2.44685548409729,1.7839768421867,2.78442220543807,0.18004971684082,3.13731965044607,2.43152476043006,7.87933761329305,0.210280760433754,8.29148790374321,7.46718732284289,19.3006261329305,0.243773989031021,19.7784231514313,18.8228291144297,13.5662598187311,0.237768064911256,14.0322852259572,13.1002344115051,18.2317938066465,0.233392534169735,18.6892431736192,17.7743444396738,14.2386329305136,0.236215368519817,14.7016150528124,13.7756508082148,18.0740634441088,0.162480403980891,18.3925250359113,17.7556018523062,27.2595974320242,0.287145324968218,27.8224022689619,26.6967925950865,38.4920438066465,0.346272474174143,39.1707378560278,37.8133497572652,41.2116200906344,0.355181815593205,41.9077764491971,40.5154637320718,41.5808172205438,0.342456913340247,42.2520327706907,40.9096016703969,154.242310422961,1.22455891012587,156.642445886807,151.842174959114,374.942520392749,3.58545304731616,381.970008365489,367.91503242001,2004.26057099698,12.886609061012,2029.51832475656,1979.0028172374,110.72988141994,3.54559272486854,117.679243160682,103.780519679197,307.046955438066,6.75758035173052,320.291812927458,293.802097948675,-0.883932291558771,0.0154567012483911,-0.853637157111925,-0.914227426005618,0.828537274089734,0.00266980845498532,0.833770098661505,0.823304449517962,0.0533226684697385,0.0182134503663736,0.0890210311878307,0.0176243057516463,-11.45083081571,0.240328409872868,-10.9797871323591,-11.9218744990608,-16.1163738670695,0.221416623048311,-15.6823972858948,-16.5503504482442
5,"breathy",3.6197064516129,0.302552539281791,4.21270942860521,3.02670347462059,2.37081935483871,0.339923973308833,3.03707034252402,1.7045683671534,5.24153548387097,0.487273964987765,6.19659245524699,4.28647851249495,7.68735483870968,0.525627397703838,8.7175845382092,6.65712513921015,19.1113129032258,0.602189932738709,20.2916051713937,17.9310206350579,19.742964516129,0.582747451579919,20.8851495212257,18.6007795110324,22.6809935483871,0.476460643775748,23.6148564101876,21.7471306865866,16.8027741935484,0.535792949086276,17.8529283737575,15.7526200133393,18.3191870967742,0.207635697787251,18.7261530644372,17.9122211291112,26.1370387096774,0.462125151036082,27.0428040057081,25.2312734136467,33.2597064516129,0.471362244956272,34.1835764517272,32.3358364514986,36.789164516129,0.473288198841734,37.7168093858588,35.8615196463992,39.1111903225806,0.440797814403272,39.9751540388111,38.2472266063502,141.133780645161,2.39493247423918,145.82784829467,136.439712995653,498.84834516129,11.4728930931469,521.335215623858,476.361474698722,1739.23480967742,21.6965236428574,1781.75999601742,1696.70962333742,193.60185483871,9.47473953617973,212.172344329622,175.031365347797,267.787796774194,13.4187496716332,294.088546130595,241.487047417793,-0.970222363080738,0.0321180733676492,-0.907270939280145,-1.03317378688133,0.790537590034797,0.00565113622913804,0.801613817043907,0.779461363025686,0.280781757721685,0.0327854763685887,0.345041291404119,0.216522224039251,-17.3721806451613,0.59104780830443,-16.2137269408846,-18.530634349438,-20.3101580645161,0.484560854600103,-19.3604187894999,-21.2598973395323
5,"checked",3.04186057692308,0.369215162458252,3.76552229534125,2.3181988585049,-0.457322115384616,0.530320485368309,0.58210603593727,-1.4967502667065,2.90704326923077,0.4907290842301,3.86887227432177,1.94521426413977,6.03904807692308,0.694708103834706,7.4006759604391,4.67742019340705,19.2234711538462,0.802246511638622,20.7958743166579,17.6510679910345,13.4950336538462,0.612871560351932,14.6962619121359,12.2938053955564,17.5691682692308,0.640956099985531,18.8254422252024,16.3128943132591,12.2845913461538,0.685968671046697,13.6290899414054,10.9400927509023,15.7466923076923,0.462065631853107,16.6523409461244,14.8410436692602,21.8465961538462,0.804315006680876,23.4230535669407,20.2701387407516,31.8410432692308,1.03306451569364,33.8658497199903,29.8162368184712,35.0020913461538,1.07124418512905,37.1017299490068,32.9024527433009,36.4862548076923,1.06883996664211,38.5811811423108,34.3913284730738,143.293240384615,3.24930716809025,149.661882434072,136.924598335158,407.610206730769,9.10386453492803,425.453781219228,389.76663224231,1854.2583125,36.6480206725226,1926.08843301814,1782.42819198186,113.768951923077,6.97816625968895,127.446157792067,100.091746054087,270.203350961538,16.9100707012361,303.347089535961,237.059612387116,-1.06136624296325,0.043767192021331,-0.975582546601443,-1.14714993932506,0.763506732382835,0.00869042427127255,0.780539963954529,0.74647350081114,-0.198666236748766,0.0664866159675978,-0.0683524694522742,-0.328980004045258,-13.9523557692308,0.641661407188501,-12.6946994111413,-15.2100121273202,-18.0265336538462,0.545076937841083,-16.9581828556776,-19.0948844520147
5,"laryngealized",2.85054181818182,0.323645516763566,3.48488703103841,2.21619660532523,-1.42178545454545,0.427802092184609,-0.58329335386362,-2.26027755522729,2.78020727272727,0.420621067318163,3.60462456467087,1.95578998078367,7.49004,0.512777736957295,8.4950843644363,6.4849956355637,18.9451381818182,0.474636968200542,19.8754266394912,18.0148497241451,14.3700763636364,0.535535773864087,15.41972648041,13.3204262468628,18.7576654545455,0.438353147323069,19.6168376232987,17.8984932857922,13.5341963636364,0.480833481177271,14.4766299867438,12.5917627405289,17.5774472727273,0.222497917319434,18.0135431906734,17.1413513547812,24.0825090909091,0.560755683590038,25.1815902307456,22.9834279510726,33.6319418181818,0.687202454172102,34.9788586283591,32.2850250080045,37.7206836363636,0.669665202701352,39.0332274336583,36.408139839069,39.1624945454545,0.592438108513121,40.3236732381403,38.0013158527688,139.93188,2.91176311100549,145.638935697571,134.224824302429,461.223672727273,11.4917656681518,483.74753343685,438.699812017695,1927.81810909091,29.8367969914152,1986.29823119408,1869.33798698774,135.896214545455,9.70279416108987,154.913691101191,116.878737989718,304.805556363636,14.36363366037,332.958278337962,276.652834389311,-1.04571296850844,0.0324986765216969,-0.982015562525916,-1.10941037449097,0.748949592017429,0.00809990464913661,0.764825405129736,0.733073778905121,-0.417884982558713,0.0581989616557384,-0.303815017713465,-0.53195494740396,-15.7918690909091,0.643953094910198,-14.5297210248851,-17.0540171569331,-20.1794654545455,0.4309772053275,-19.3347501321036,-21.0241807769874
6,"modal",4.06415984848485,0.145097518844292,4.34855098541966,3.77976871155004,1.94028257575757,0.173230452617893,2.27981426288864,1.6007508886265,2.8005446969697,0.180619459945118,3.15455883846213,2.44653055547727,7.78924090909091,0.211534926156752,8.20384936435814,7.37463245382367,19.4657522727273,0.245137845506945,19.9462224499209,18.9852820955337,13.3859689393939,0.235626706855179,13.8477972848301,12.9241405939578,18.1351106060606,0.232621883089324,18.5910494969157,17.6791717152055,14.1891303030303,0.236406101919325,14.6524862627922,13.7257743432684,17.8310257575758,0.161407319662066,18.1473841041134,17.5146674110381,26.9459431818182,0.287045844662811,27.5085530373573,26.3833333262791,38.1956477272727,0.347407649936568,38.8765667211484,37.5147287333971,40.9438401515152,0.357291145061068,41.6441307958348,40.2435495071955,41.306546969697,0.345231731748529,41.9832011639241,40.6298927754698,152.834746212121,1.21025736365206,155.206850644879,150.462641779363,371.595938636364,3.61711951147713,378.685492878859,364.506384393868,2003.76506439394,12.9365533821613,2029.12070902298,1978.4094197649,109.806398484848,3.25804924793119,116.192175010794,103.420621958903,303.997427272727,6.32376740560547,316.392011387714,291.60284315774,-0.907258272372362,0.0160804120448374,-0.875740664764481,-0.938775879980244,0.827318078299873,0.00261575884874028,0.832444965643404,0.822191190956342,0.0527222670150967,0.0182419104238314,0.0884764114458063,0.0169681225843871,-11.4456878787879,0.24309127816702,-10.9692289735805,-11.9221467839952,-16.1948106060606,0.225356243194592,-15.7531123693992,-16.636508842722
6,"breathy",3.72989508196721,0.312354086843376,4.34210909218023,3.1176810717542,1.98162295081967,0.369992498490395,2.70680824786085,1.2564376537785,5.22343606557377,0.515285686391658,6.23339601090142,4.21347612024612,7.68833770491803,0.536059820717006,8.73901495352336,6.6376604563127,19.1553672131148,0.609984248644498,20.350936340458,17.9597980857715,20.1683442622951,0.601411049555029,21.3471099194229,18.9895786051672,22.5446393442623,0.505652842783562,23.5357189161181,21.5535597724065,16.818462295082,0.552555206032985,17.9014704989066,15.7354540912573,18.1866852459016,0.210915762532433,18.6000801404652,17.7732903513381,25.8800524590164,0.459692907880062,26.7810505584613,24.9790543595715,33.1037508196721,0.467110443476593,34.0192872888863,32.188214350458,36.7417180327869,0.46603654053681,37.655149652239,35.8282864133347,39.1660459016393,0.435840289600214,40.0202928692558,38.3117989340229,138.809898360656,2.35163735738615,143.419107581133,134.200689140179,491.48928852459,11.5563641776484,514.139762312781,468.838814736399,1747.08542622951,22.1835124369608,1790.56511060595,1703.60574185306,193.864304918033,8.89152417745946,211.291692305853,176.436917530212,269.079954098361,13.2705063153262,295.0901464764,243.069761720321,-1.03260416719096,0.0335215214683738,-0.966901985112951,-1.09830634926898,0.790989852733653,0.00554540748555816,0.801858851405347,0.780120854061959,0.29294504007711,0.034743895455122,0.361043075169149,0.224847004985071,-18.1867049180328,0.615009480691132,-16.9812863358782,-19.3921235001874,-20.562993442623,0.506786007819901,-19.5696928672959,-21.55629401795
6,"checked",2.94539705882353,0.374004090438579,3.67844507608314,2.21234904156392,-0.926960784313726,0.52726090153235,0.10647058268968,-1.96039215131713,2.83525490196078,0.496995314003108,3.80936571740688,1.86114408651469,5.80798039215686,0.705746619392106,7.19124376616539,4.42471701814834,19.6008529411765,0.819794791360473,21.207650732243,17.9940551501099,13.4273235294118,0.606920905415591,14.6168885040263,12.2377585547972,17.5892647058824,0.632241326237977,18.8284577053088,16.3500717064559,12.253568627451,0.678280334423079,13.5829980829202,10.9241391719817,15.6052892156863,0.460168231375444,16.5072189491821,14.7033594821904,21.4857058823529,0.789380801423475,23.032892253143,19.9385195115629,31.2781470588235,1.00430504577941,33.2465849485512,29.3097091690959,34.7106960784314,1.05101205198112,36.7706797003144,32.6507124565484,36.3337745098039,1.05595859272126,38.4034533515376,34.2640956680703,142.563303921569,3.39307245116735,149.213725925857,135.912881917281,412.564137254902,9.71334442618812,431.602292330231,393.525982179573,1849.10386764706,37.8082909612731,1923.20811793115,1774.99961736296,110.879509803922,6.70696406155519,124.02515936457,97.7338602432734,274.880539215686,18.1768863361947,310.507236434628,239.253841996745,-1.105713266285,0.0448745982041659,-1.01775905380483,-1.19366747876516,0.745795953818045,0.0085126723999575,0.762480791721962,0.729111115914129,-0.224041476144582,0.0654097090560166,-0.0958384463947893,-0.352244505894375,-14.3543431372549,0.666743973011887,-13.0475249501516,-15.6611613243582,-18.5162696078431,0.551591602639029,-17.4351500666706,-19.5973891490156
6,"laryngealized",2.88914285714286,0.328246360903364,3.53250572451345,2.24577998977226,-1.70395970695971,0.433510762324829,-0.854278612803043,-2.55364080111637,3.21271794871795,0.419594956168447,4.0351240628081,2.39031183462779,7.28383516483516,0.530470619960446,8.32355757995764,6.24411274971269,18.9793772893773,0.509822392087225,19.9786291778682,17.9801254008863,14.9948717948718,0.57811491567185,16.1279770295886,13.861766560155,18.9615164835165,0.464242265194743,19.8714313232982,18.0516016437348,13.8728095238095,0.485123592079264,14.8236517642849,12.9219672833342,17.6320915750916,0.221158977295519,18.0655631705908,17.1986199795924,23.8912600732601,0.548643390121006,24.9666011178972,22.8159190286229,33.4519633699634,0.674859383308253,34.7746877612475,32.1292389786792,37.6816007326007,0.666579008803034,38.9880955898547,36.3751058753468,39.2595787545788,0.593479667505344,40.4227989028892,38.0963586062683,138.967564102564,2.83459591829718,144.523372102427,133.411756102702,465.378179487179,11.7166879062246,488.34288778338,442.413471190979,1928.75368864469,30.3331756948512,1988.2067130066,1869.30066428278,141.883054945055,9.45116638636799,160.407341062336,123.358768827774,299.702805860806,14.7118357917779,328.53800401269,270.867607708921,-1.08456330081238,0.0321164046484007,-1.02161514770151,-1.14751145392324,0.741583803238194,0.0085223440093354,0.758287597496492,0.724880008979897,-0.429450604526763,0.0615828074370679,-0.30874830195011,-0.550152907103416,-16.6988571428571,0.676011890567147,-15.3738738373455,-18.0238404483688,-20.6654139194139,0.444379077379514,-19.7944309277501,-21.5363969110778
7,"modal",4.02835437262357,0.144054902391052,4.31070198131004,3.74600676393711,1.7965247148289,0.176985957702055,2.14341719192492,1.44963223773287,2.87475741444867,0.178006018622328,3.22364921094843,2.52586561794891,7.66326615969582,0.212355171342795,8.0794822955277,7.24705002386394,19.7471589353612,0.248081880054797,20.2333994202686,19.2609184504538,13.3203186311787,0.241768107894439,13.7941841226518,12.8464531397056,18.2553969581749,0.233519108513138,18.7130944108607,17.7976995054892,14.3330106463878,0.239766646464587,14.8029532734584,13.8630680193172,17.4726486692015,0.158218997958496,17.7827579052002,17.1625394332029,26.4443885931559,0.287137772778873,27.0071786278025,25.8815985585093,37.7438220532319,0.34583602409124,38.4216606604508,37.0659834460131,40.572574904943,0.356040494145381,41.2704142734679,39.874735536418,41.0138927756654,0.344944308880459,41.6899836210711,40.3378019302597,151.66490418251,1.19772174195866,154.012438796748,149.317369568271,366.272667680608,3.66696010276628,373.45990948203,359.085425879187,2005.84058174905,12.9010805605729,2031.12669964777,1980.55446385033,111.772298859316,3.49199937543472,118.616617635168,104.927980083464,311.853764258555,6.494568832664,324.583119170576,299.124409346534,-0.938648118060542,0.0166269337920908,-0.906059327828044,-0.97123690829304,0.825613037601706,0.00257679986306072,0.830663565333305,0.820562509870107,0.067640040123957,0.0183982349084464,0.103700580544512,0.031579499703402,-11.5237863117871,0.250020724682183,-11.03374569141,-12.0138269321642,-16.4588745247148,0.228261317778159,-16.0114823418696,-16.90626670756
7,"breathy",3.65863545150502,0.321920081824315,4.28959881188068,3.02767209112936,1.37323076923077,0.389753569318762,2.13714776509554,0.609313773365995,5.61990301003345,0.526027823766464,6.65091754461571,4.58888847545118,7.19536789297659,0.562180420950531,8.29724151803963,6.09349426791355,19.3334548494983,0.637965531087983,20.5838672904308,18.0830424085659,20.2192274247492,0.637860577934781,21.4694341575013,18.969020691997,22.5035518394649,0.531270805675466,23.5448426185888,21.462261060341,16.763618729097,0.57606020228223,17.8926967255702,15.6345407326238,17.742906354515,0.206776262038117,18.1481878281098,17.3376248809203,25.372491638796,0.460053333396152,26.2741961722524,24.4707871053395,32.9395384615385,0.457954831003729,33.8371299303058,32.0419469927712,36.6927959866221,0.455673600001632,37.5859162426253,35.7996757306189,39.1354080267559,0.427512748885056,39.9733330145706,38.2974830389411,137.165284280936,2.30786747756658,141.688704536967,132.641864024906,484.721588628763,12.3012248773628,508.831989388394,460.611187869131,1752.10133779264,22.846628884072,1796.88073040542,1707.32194517986,196.70083277592,8.77622930937472,213.902242222294,179.499423329545,267.378046822742,12.2943121627642,291.47489866176,243.281194983725,-1.10638342100738,0.035501957073598,-1.03679958514313,-1.17596725687164,0.779477914027858,0.00611817702620255,0.791469540999215,0.767486287056501,0.274816596186194,0.0383235491694408,0.349930752558298,0.19970243981409,-18.8460033444816,0.649282419720052,-17.5734098018303,-20.1185968871329,-21.1302976588629,0.532587827156684,-20.0864255176358,-22.17416980009
7,"checked",2.87543564356436,0.357290882795663,3.57572577384386,2.17514551328486,-1.62320297029703,0.52334433535867,-0.597448072994037,-2.64895786760002,2.61014851485149,0.446167303083037,3.48463642889424,1.73566060080873,6.12537128712871,0.682486994050627,7.46304579546794,4.78769677878948,19.4363267326733,0.805722033998101,21.0155419193095,17.857111546037,13.4216683168317,0.616210731408989,14.6294413503933,12.2138952832701,17.5566534653465,0.649208463345123,18.829102053503,16.2842048771901,12.2748415841584,0.675499439348573,13.5988204852816,10.9508626830352,15.5192673267327,0.441113691626721,16.383850162321,14.6546844911443,20.7340891089109,0.757078526043519,22.2179630199562,19.2502151978656,30.751396039604,0.957558379938536,32.6282104642835,28.8745816149244,34.4914108910891,1.00719313671802,36.4655094390564,32.5173123431218,36.2921930693069,1.01688835328414,38.2852942417438,34.29909189687,140.446663366337,3.39678278395065,147.10435762288,133.788969109793,414.589940594059,10.0782875066711,434.343384107135,394.836497080984,1856.73720792079,36.7444492003523,1928.75632835348,1784.7180874881,111.844816831683,6.94798165914119,125.4628608836,98.2267727797664,282.292435643564,17.9100914464584,317.396214878623,247.188656408506,-1.17208811779254,0.0460201357816456,-1.08188865166052,-1.26228758392457,0.72740989881035,0.0088245161525059,0.744705950469262,0.710113847151439,-0.293769959667869,0.0658801336461766,-0.164644897721362,-0.422895021614375,-15.0448168316832,0.687980718298754,-13.6963746238176,-16.3932590395487,-19.1798415841584,0.564541830228895,-18.0733395969098,-20.2863435714071
