"Speaker","Word","Iter","Vowel","Phonation","Tone","Duration","h1c","h2c","h4c","a1c","a2c","a3c","h1h2c","h2h4c","h1a1c","h1a2c","h1a3c","h42Kc","h2Kh5Kc","cpp","energy","hnr05","hnr15","hnr25","hnr35","shr","soe","f0","f1","f2","h1cz","h2cz","h4cz","a1cz","a2cz","a3cz","h1h2cz","h2h4cz","h42Kcz","h2Kh5Kcz","h1a1cz","h1a2cz","h1a3cz","energyz","hnr05z","hnr15z","hnr25z","hnr35z","cppz","shrz","durationz","norm.soe","H1c_resid"
"f3","bgah",1,"a","breathy","L",173,-0.227,-3.42225,2.5955,-13.96275,-7.9695,-7.0495,3.19525,-6.01775,13.73575,7.7425,6.8225,8.5365,30.795,18.814,-0.981923936354205,32.7135,34.91275,37.0255,39.95775,0,0.0675,203.843,315.13125,1596.19575,0.00897017813094848,0.140021597073682,1.4902872300308,-0.0238758858521405,1.01943865205736,1.13107568265658,-0.135768946375699,-1.57682268869098,0.422292162485135,1.15153589053369,0.0274035763641798,-0.920930724812788,-0.959990840845671,0.0622013194624744,-0.0727588618434887,-0.797250677912187,-0.864659571513917,-0.624777716135721,-0.054864835813158,-0.716039701769433,1.1678790359859,0.685500022050817,-0.0309088216432271
"f3","yah",1,"a","breathy","L",196,-0.692,-3.3815,8.34275,-19.232,-10.97775,-3.864,2.68975,-11.724,18.54025,10.28575,3.17225,19.732,21.52825,20.04275,-1.15027355580367,31.01875,35.85275,37.696,38.14975,0.30325,0.0705,192.1055,281.33075,1855.03175,-0.119872465458743,0.147061537860142,2.42439611799738,-0.699018423291225,0.608398302429066,1.61256767674069,-0.223967738615836,-2.65327565746095,2.07044109144833,0.128819223153141,0.629302156461815,-0.605637854305713,-1.43031048303252,-0.516772794111758,-0.2507108584661,-0.705464097872477,-0.800434160364318,-0.813750222647419,0.248898098514652,0.734248237580416,1.72261051442785,0.709367323819414,0.211444977929508
"f3","yah",2,"a","breathy","L",150,-0.5085,-12.9065,-5.87975,-17.11175,-21.2415,-16.709,12.398,-7.027,16.60325,20.733,16.2005,13.625,15.521,18.36475,-1.16430942850757,32.304,39.344,41.61375,41.18225,0.24675,0.05875,211.66725,408.47,2186.1495,-0.0690281104077574,-1.49847063369895,0.112792540790059,-0.427353392213706,-0.794016852061871,-0.328968868231978,1.46991143995056,-1.76721220172162,1.17139723372172,-0.534165609730215,0.386638497465224,0.689533065346319,0.248325741423571,-0.565043808822437,-0.115757146320231,-0.364559951528182,-0.425163310951426,-0.496792741454541,-0.165925261649797,0.464037953744418,0.61314755754394,0.609402675693907,0.293237226069928
"f3","zah",1,"a","breathy","L",199,0.788,1.625,5.22575,-5.8805,-4.8855,-3.37425,-0.83675,-3.6005,6.66875,5.674,4.16225,-5.2245,45.0925,20.1905,-0.848476932435056,28.554,32.3975,35.62375,37.03125,0,0.071,197.65725,243.1025,1047.57375,0.29020734639662,1.0119808887169,1.91778558186413,1.01169289020082,1.44082930717367,1.68659395333861,-0.839265544421661,-1.12082164794457,-1.60353762729312,2.72946683200438,-0.857936680800976,-1.17736768643429,-1.30275307031696,0.521141238993554,-0.509514330173185,-1.04285301349185,-0.998929474689087,-0.9306560570132,0.285423814524365,-0.716039701769433,1.79496679422463,0.713247607516253,-0.0439108287761033
"f3","zah",2,"a","breathy","L",203,-0.29575,2.65125,7.4885,-6.72775,-5.4005,-6.3265,-2.947,-4.8375,6.4315,5.10475,6.03025,-4.84125,46.86425,19.8205,-0.816018781085408,32.75575,37.11725,39.98025,40.47025,0,0.063,193.5765,235.2935,1114.08775,-0.010079137453549,1.18927510300167,2.28555362505807,0.903135787226908,1.37046089362474,1.2403579654137,-1.20745842538061,-1.35417495745054,-1.54711736227368,2.92500445365506,-0.887658907490155,-1.24793898950562,-1.06206898248598,0.632768633622511,-0.0683225309054118,-0.581991618659484,-0.581631930060853,-0.571211117912687,0.193955016395136,-0.716039701769433,1.89144183395366,0.647663839325935,-0.415764746945501
"f3","zah",3,"a","breathy","L",173,-2.8205,-3.7765,6.85,-15.2035,-15.466,-5.539,0.95625,-10.62675,12.383,12.6455,2.71825,20.691,25.37175,15.82425,-1.33254704711005,24.22225,29.429,33.64375,35.9635,0,0.05725,189.702,343.3815,1828.63375,-0.709639275954784,0.0788216210343322,2.18177729290501,-0.182851661024612,-0.00486583759226659,1.35938949746243,-0.526425911411639,-2.44628542394807,2.21162056738738,0.553003701106809,-0.142066358952102,-0.313093923831293,-1.48880650866168,-1.1436327383296,-0.964356378481196,-1.33271308035129,-1.18858840694294,-1.04225749165251,-0.793969806642515,-0.716039701769433,1.1678790359859,0.595245511649469,0.0235755514428942
"f3","zahg",1,"a","breathy","L",161,6.02275,-2.737,-15.2535,-29.4875,-28.13625,-23.993,8.76025,12.51625,35.51075,34.15875,30.01575,10.176,8.85425,18.08225,-0.963570734373325,32.42175,33.5635,35.88725,37.517,0,0.09475,193.215,889.4495,1746.5455,1.7406568701195,0.25840489582023,-1.41073665814453,-2.01304305539381,-1.73609960801621,-1.42995385800083,0.835202920718987,1.91951541832896,0.663651652372604,-1.26993557679087,2.75533397112451,2.35395585359378,2.02836366669497,0.125320136617379,-0.103393170747248,-0.92899859612344,-0.973689510725002,-0.87988537391693,-0.235762925086301,-0.716039701769433,0.878453916798788,0.871982355809719,1.66031063722521
"f3","zahg",3,"a","breathy","L",158,-0.18575,-0.658,6.07875,-14.93025,-12.08275,-5.18375,0.472,-6.73725,14.74425,11.89675,4.998,14.44075,26.6055,17.875,-1.03976712687149,34.14325,35.4595,37.664,38.7165,0,0.06925,206.3465,296.29725,1760.61425,0.0203997674816469,0.617571445392025,2.05642491048834,-0.147840473786347,0.457413648115342,1.41308594414219,-0.610917039289554,-1.71255244308835,1.29148811745195,0.689165428614377,0.15374652943494,-0.40591827723429,-1.19507013326945,-0.136728206280242,0.077367627120181,-0.743863111277387,-0.803499355229026,-0.754513404027118,-0.286997812687066,-0.716039701769433,0.806097637002012,0.69954663790893,0.108060031837658
"f5","biah",1,"a","breathy","L",164,3.59,0.01425,-11.7775,-34.07525,-35.07075,-8.24325,3.57575,11.79125,37.665,38.66075,11.8335,13.65075,11.73975,18.3945,-1.21112488422458,23.165,26.84675,32.71775,37.819,0.1245,0.04475,145.069,949.82675,1670.49075,0.624271705125406,0.728614301981753,-1.46702216438065,-2.36859871971805,-2.09559249289077,0.0309163509591036,-0.32817557409911,1.77499904530181,0.976366196708341,-0.839843666360333,2.4661036414483,2.20288527916314,0.138895474493251,-0.893104613142204,-0.41579919740463,-0.772470968109239,-0.554755086646599,-0.23355219523759,0.079357975627133,-1.35494952331361,0.829422037442217,0.561385885227739,1.1968659679738
"f5","biah",2,"a","breathy","L",210,2.097,-5.1485,-13.397,-38.9465,-38.55875,-36.92925,7.24575,8.248,41.0435,40.656,39.02625,21.245,4.63175,17.30625,-1.431798275933,28.06025,33.06475,37.35425,41.01425,0.24575,0.0515,149.416,883.81325,1768.9635,0.0484775988191306,-0.605208281996774,-1.75403482193429,-2.86847559534087,-2.46528428792893,-3.05739661784179,0.674237874687328,1.20827238439906,1.84545106623364,-1.43848038396355,2.80341785750998,2.40836603337602,2.97493912297971,-1.53457581292394,0.0123700575685165,-0.319539645742381,-0.237244228963731,-0.0108811028665292,-0.0850718871059682,-0.86427161393548,1.8115266768885,0.633837327715529,1.03233692890889
